x,theta
0.000000,-0.206056
0.000489,-0.206862
0.000977,-0.207667
0.001466,-0.208473
0.001954,-0.209278
0.002443,-0.211318
0.002931,-0.213801
0.003420,-0.216284
0.003908,-0.218767
0.004397,-0.222103
0.004885,-0.226397
0.005374,-0.230691
0.005862,-0.234985
0.006351,-0.239675
0.006839,-0.245889
0.007328,-0.252104
0.007816,-0.258318
0.008305,-0.264533
0.008793,-0.272584
0.009282,-0.280749
0.009770,-0.288914
0.010259,-0.297079
0.010747,-0.306498
0.011236,-0.316516
0.011724,-0.326534
0.012213,-0.336553
0.012702,-0.347230
0.013190,-0.358848
0.013679,-0.370465
0.014167,-0.382082
0.014656,-0.393875
0.015144,-0.406682
0.015633,-0.419489
0.016121,-0.432296
0.016610,-0.445103
0.017098,-0.458497
0.017587,-0.471970
0.018075,-0.485442
0.018564,-0.498914
0.019052,-0.512446
0.019541,-0.526014
0.020029,-0.539581
0.020518,-0.553149
0.021006,-0.566561
0.021495,-0.579688
0.021983,-0.592815
0.022472,-0.605942
0.022960,-0.618991
0.023449,-0.631241
0.023937,-0.643491
0.024426,-0.655741
0.024915,-0.667991
0.025403,-0.679272
0.025892,-0.690348
0.026380,-0.701424
0.026869,-0.712499
0.027357,-0.722832
0.027846,-0.732581
0.028334,-0.742330
0.028823,-0.752079
0.029311,-0.761427
0.029800,-0.769822
0.030288,-0.778217
0.030777,-0.786611
0.031265,-0.794965
0.031754,-0.802068
0.032242,-0.809172
0.032731,-0.816275
0.033219,-0.823378
0.033708,-0.829582
0.034196,-0.835512
0.034685,-0.841442
0.035173,-0.847372
0.035662,-0.852785
0.036150,-0.857686
0.036639,-0.862587
0.037128,-0.867488
0.037616,-0.872180
0.038105,-0.876201
0.038593,-0.880222
0.039082,-0.884244
0.039570,-0.888265
0.040059,-0.891571
0.040547,-0.894857
0.041036,-0.898143
0.041524,-0.901429
0.042013,-0.904280
0.042501,-0.906951
0.042990,-0.909623
0.043478,-0.912294
0.043967,-0.914743
0.044455,-0.916912
0.044944,-0.919081
0.045432,-0.921250
0.045921,-0.922480
0.046409,-0.924128
0.046898,-0.925775
0.047386,-0.927423
0.047875,-0.929070
0.048363,-0.930717
0.048852,-0.932365
0.049340,-0.934012
0.049829,-0.935660
0.050318,-0.936945
0.050806,-0.938035
0.051295,-0.939125
0.051783,-0.940216
0.052272,-0.941306
0.052760,-0.942396
0.053249,-0.943486
0.053737,-0.944576
0.054226,-0.945624
0.054714,-0.946365
0.055203,-0.947107
0.055691,-0.947848
0.056180,-0.948589
0.056668,-0.949330
0.057157,-0.950071
0.057645,-0.950812
0.058134,-0.951553
0.058622,-0.952164
0.059111,-0.952686
0.059599,-0.953207
0.060088,-0.953728
0.060576,-0.954250
0.061065,-0.954771
0.061553,-0.955292
0.062042,-0.955814
0.062531,-0.956325
0.063019,-0.956690
0.063508,-0.957055
0.063996,-0.957420
0.064485,-0.957785
0.064973,-0.958150
0.065462,-0.958515
0.065950,-0.958880
0.066439,-0.959245
0.066927,-0.959165
0.067416,-0.959419
0.067904,-0.959674
0.068393,-0.959928
0.068881,-0.960182
0.069370,-0.960436
0.069858,-0.960691
0.070347,-0.960945
0.070835,-0.961199
0.071324,-0.961453
0.071812,-0.961708
0.072301,-0.961962
0.072789,-0.962216
0.073278,-0.962470
0.073766,-0.962725
0.074255,-0.962979
0.074744,-0.963233
0.075232,-0.963434
0.075721,-0.963577
0.076209,-0.963720
0.076698,-0.963862
0.077186,-0.964005
0.077675,-0.964147
0.078163,-0.964290
0.078652,-0.964433
0.079140,-0.964575
0.079629,-0.964718
0.080117,-0.964860
0.080606,-0.965003
0.081094,-0.965146
0.081583,-0.965288
0.082071,-0.965431
0.082560,-0.965573
0.083048,-0.965716
0.083537,-0.965830
0.084025,-0.965905
0.084514,-0.965979
0.085002,-0.966054
0.085491,-0.966128
0.085979,-0.966203
0.086468,-0.966278
0.086957,-0.966352
0.087445,-0.966427
0.087934,-0.966501
0.088422,-0.966576
0.088911,-0.966650
0.089399,-0.966725
0.089888,-0.966799
0.090376,-0.966874
0.090865,-0.966949
0.091353,-0.967023
0.091842,-0.967085
0.092330,-0.967124
0.092819,-0.967163
0.093307,-0.967202
0.093796,-0.967241
0.094284,-0.967280
0.094773,-0.967319
0.095261,-0.967358
0.095750,-0.967397
0.096238,-0.967436
0.096727,-0.967475
0.097215,-0.967514
0.097704,-0.967553
0.098192,-0.967592
0.098681,-0.967631
0.099170,-0.967670
0.099658,-0.967709
0.100147,-0.967741
0.100635,-0.967758
0.101124,-0.967774
0.101612,-0.967790
0.102101,-0.967807
0.102589,-0.967823
0.103078,-0.967839
0.103566,-0.967855
0.104055,-0.967872
0.104543,-0.967888
0.105032,-0.967904
0.105520,-0.967921
0.106009,-0.967937
0.106497,-0.967953
0.106986,-0.967969
0.107474,-0.967986
0.107963,-0.968002
0.108451,-0.968015
0.108940,-0.968016
0.109428,-0.968017
0.109917,-0.968018
0.110405,-0.968019
0.110894,-0.968021
0.111383,-0.968022
0.111871,-0.968023
0.112360,-0.968024
0.112848,-0.968026
0.113337,-0.968027
0.113825,-0.968028
0.114314,-0.968029
0.114802,-0.968030
0.115291,-0.968032
0.115779,-0.968033
0.116268,-0.968034
0.116756,-0.968033
0.117245,-0.968025
0.117733,-0.968016
0.118222,-0.968007
0.118710,-0.967998
0.119199,-0.967989
0.119687,-0.967980
0.120176,-0.967972
0.120664,-0.967963
0.121153,-0.967954
0.121641,-0.967945
0.122130,-0.967936
0.122618,-0.967927
0.123107,-0.967918
0.123596,-0.967910
0.124084,-0.967901
0.124573,-0.967892
0.125061,-0.967882
0.125550,-0.967867
0.126038,-0.967851
0.126527,-0.967835
0.127015,-0.967819
0.127504,-0.967804
0.127992,-0.967788
0.128481,-0.967772
0.128969,-0.967757
0.129458,-0.967741
0.129946,-0.967725
0.130435,-0.967710
0.130923,-0.967694
0.131412,-0.967678
0.131900,-0.967662
0.132389,-0.967647
0.132877,-0.967631
0.133366,-0.967605
0.133854,-0.967588
0.134343,-0.967570
0.134831,-0.967552
0.135320,-0.967535
0.135809,-0.967517
0.136297,-0.967500
0.136786,-0.967482
0.137274,-0.967464
0.137763,-0.967447
0.138251,-0.967429
0.138740,-0.967412
0.139228,-0.967394
0.139717,-0.967377
0.140205,-0.967359
0.140694,-0.967341
0.141182,-0.967324
0.141671,-0.967306
0.142159,-0.967289
0.142648,-0.967271
0.143136,-0.967253
0.143625,-0.967236
0.144113,-0.967218
0.144602,-0.967201
0.145090,-0.967183
0.145579,-0.967165
0.146067,-0.967148
0.146556,-0.967130
0.147044,-0.967113
0.147533,-0.967095
0.148021,-0.967078
0.148510,-0.967060
0.148999,-0.967042
0.149487,-0.967025
0.149976,-0.967007
0.150464,-0.966988
0.150953,-0.966968
0.151441,-0.966948
0.151930,-0.966929
0.152418,-0.966909
0.152907,-0.966889
0.153395,-0.966870
0.153884,-0.966850
0.154372,-0.966830
0.154861,-0.966811
0.155349,-0.966791
0.155838,-0.966771
0.156326,-0.966752
0.156815,-0.966732
0.157303,-0.966712
0.157792,-0.966693
0.158280,-0.966673
0.158769,-0.966653
0.159257,-0.966633
0.159746,-0.966614
0.160234,-0.966594
0.160723,-0.966574
0.161212,-0.966555
0.161700,-0.966535
0.162189,-0.966515
0.162677,-0.966496
0.163166,-0.966476
0.163654,-0.966456
0.164143,-0.966437
0.164631,-0.966417
0.165120,-0.966397
0.165608,-0.966378
0.166097,-0.966358
0.166585,-0.966338
0.167074,-0.966317
0.167562,-0.966296
0.168051,-0.966275
0.168539,-0.966254
0.169028,-0.966233
0.169516,-0.966212
0.170005,-0.966191
0.170493,-0.966170
0.170982,-0.966149
0.171470,-0.966128
0.171959,-0.966107
0.172447,-0.966085
0.172936,-0.966064
0.173425,-0.966043
0.173913,-0.966022
0.174402,-0.966001
0.174890,-0.965980
0.175379,-0.965959
0.175867,-0.965938
0.176356,-0.965917
0.176844,-0.965896
0.177333,-0.965874
0.177821,-0.965853
0.178310,-0.965832
0.178798,-0.965811
0.179287,-0.965790
0.179775,-0.965769
0.180264,-0.965748
0.180752,-0.965727
0.181241,-0.965706
0.181729,-0.965685
0.182218,-0.965664
0.182706,-0.965642
0.183195,-0.965621
0.183683,-0.965598
0.184172,-0.965573
0.184660,-0.965548
0.185149,-0.965524
0.185638,-0.965499
0.186126,-0.965474
0.186615,-0.965449
0.187103,-0.965425
0.187592,-0.965400
0.188080,-0.965375
0.188569,-0.965351
0.189057,-0.965326
0.189546,-0.965301
0.190034,-0.965276
0.190523,-0.965252
0.191011,-0.965227
