x,theta
0.000000,-0.869580
0.000489,-0.869632
0.000977,-0.869685
0.001466,-0.869737
0.001954,-0.869790
0.002443,-0.869919
0.002931,-0.870077
0.003420,-0.870234
0.003908,-0.870391
0.004397,-0.870597
0.004885,-0.870859
0.005374,-0.871120
0.005862,-0.871381
0.006351,-0.871663
0.006839,-0.872026
0.007328,-0.872389
0.007816,-0.872751
0.008305,-0.873114
0.008793,-0.873568
0.009282,-0.874027
0.009770,-0.874486
0.010259,-0.874946
0.010747,-0.875466
0.011236,-0.876015
0.011724,-0.876564
0.012213,-0.877113
0.012702,-0.877696
0.013190,-0.878325
0.013679,-0.878955
0.014167,-0.879584
0.014656,-0.880224
0.015144,-0.880923
0.015633,-0.881622
0.016121,-0.882321
0.016610,-0.883020
0.017098,-0.883768
0.017587,-0.884524
0.018075,-0.885279
0.018564,-0.886035
0.019052,-0.886817
0.019541,-0.887616
0.020029,-0.888415
0.020518,-0.889214
0.021006,-0.890023
0.021495,-0.890852
0.021983,-0.891681
0.022472,-0.892509
0.022960,-0.893340
0.023449,-0.894185
0.023937,-0.895031
0.024426,-0.895877
0.024915,-0.896723
0.025403,-0.897573
0.025892,-0.898423
0.026380,-0.899274
0.026869,-0.900125
0.027357,-0.900973
0.027846,-0.901818
0.028334,-0.902663
0.028823,-0.903508
0.029311,-0.904359
0.029800,-0.905180
0.030288,-0.906002
0.030777,-0.906823
0.031265,-0.907644
0.031754,-0.908466
0.032242,-0.909287
0.032731,-0.910108
0.033219,-0.910930
0.033708,-0.911750
0.034196,-0.912480
0.034685,-0.913211
0.035173,-0.913941
0.035662,-0.914672
0.036150,-0.915403
0.036639,-0.916133
0.037128,-0.916864
0.037616,-0.917594
0.038105,-0.918325
0.038593,-0.919055
0.039082,-0.919786
0.039570,-0.920516
0.040059,-0.921247
0.040547,-0.921977
0.041036,-0.922708
0.041524,-0.923438
0.042013,-0.924061
0.042501,-0.924639
0.042990,-0.925217
0.043478,-0.925795
0.043967,-0.926373
0.044455,-0.926951
0.044944,-0.927529
0.045432,-0.928108
0.045921,-0.928686
0.046409,-0.929264
0.046898,-0.929842
0.047386,-0.930420
0.047875,-0.930998
0.048363,-0.931576
0.048852,-0.932154
0.049340,-0.932732
0.049829,-0.933310
0.050318,-0.933935
0.050806,-0.934311
0.051295,-0.934688
0.051783,-0.935065
0.052272,-0.935442
0.052760,-0.935819
0.053249,-0.936196
0.053737,-0.936573
0.054226,-0.936950
0.054714,-0.937327
0.055203,-0.937704
0.055691,-0.938081
0.056180,-0.938458
0.056668,-0.938835
0.057157,-0.939212
0.057645,-0.939589
0.058134,-0.939966
0.058622,-0.940343
0.059111,-0.940720
0.059599,-0.941097
0.060088,-0.941474
0.060576,-0.941851
0.061065,-0.942228
0.061553,-0.942605
0.062042,-0.942982
0.062531,-0.943359
0.063019,-0.943736
0.063508,-0.944112
0.063996,-0.944489
0.064485,-0.944866
0.064973,-0.945243
0.065462,-0.945620
0.065950,-0.945997
0.066439,-0.946374
0.066927,-0.946661
0.067416,-0.946869
0.067904,-0.947078
0.068393,-0.947286
0.068881,-0.947494
0.069370,-0.947702
0.069858,-0.947910
0.070347,-0.948118
0.070835,-0.948327
0.071324,-0.948535
0.071812,-0.948743
0.072301,-0.948951
0.072789,-0.949159
0.073278,-0.949367
0.073766,-0.949576
0.074255,-0.949784
0.074744,-0.949992
0.075232,-0.950200
0.075721,-0.950408
0.076209,-0.950616
0.076698,-0.950825
0.077186,-0.951033
0.077675,-0.951241
