x,theta
0.000000,-0.772972
0.000489,-0.771864
0.000977,-0.770756
0.001466,-0.769648
0.001954,-0.768540
0.002443,-0.767432
0.002931,-0.766324
0.003420,-0.765216
0.003908,-0.764108
0.004397,-0.761813
0.004885,-0.758184
0.005374,-0.754555
0.005862,-0.750926
0.006351,-0.747297
0.006839,-0.743669
0.007328,-0.740040
0.007816,-0.736411
0.008305,-0.732782
0.008793,-0.725994
0.009282,-0.719011
0.009770,-0.712028
0.010259,-0.705045
0.010747,-0.698062
0.011236,-0.691078
0.011724,-0.684095
0.012213,-0.677112
0.012702,-0.668310
0.013190,-0.656917
0.013679,-0.645525
0.014167,-0.634133
0.014656,-0.622740
0.015144,-0.611348
0.015633,-0.599955
0.016121,-0.588563
0.016610,-0.577170
0.017098,-0.564716
0.017587,-0.549577
0.018075,-0.534438
0.018564,-0.519299
0.019052,-0.502633
0.019541,-0.485027
0.020029,-0.467421
0.020518,-0.449815
0.021006,-0.431474
0.021495,-0.411791
0.021983,-0.392108
0.022472,-0.372426
0.022960,-0.352621
0.023449,-0.331580
0.023937,-0.310538
0.024426,-0.289496
0.024915,-0.268454
0.025403,-0.247143
0.025892,-0.225775
0.026380,-0.204406
0.026869,-0.183038
0.027357,-0.162193
0.027846,-0.141760
0.028334,-0.121326
0.028823,-0.100892
0.029311,-0.081139
0.029800,-0.063005
0.030288,-0.044870
0.030777,-0.026736
0.031265,-0.008715
0.031754,0.005783
0.032242,0.020282
0.032731,0.034780
0.033219,0.049279
0.033708,0.060081
0.034196,0.069758
0.034685,0.079435
0.035173,0.089112
0.035662,0.095909
0.036150,0.099851
0.036639,0.103793
0.037128,0.107734
0.037616,0.110190
0.038105,0.107874
0.038593,0.105558
0.039082,0.103241
0.039570,0.100925
0.040059,0.092485
0.040547,0.083874
0.041036,0.075263
0.041524,0.066652
0.042013,0.053933
0.042501,0.039522
0.042990,0.025112
0.043478,0.010701
0.043967,-0.005833
0.044455,-0.025029
0.044944,-0.044226
0.045432,-0.063422
0.045921,-0.083225
0.046409,-0.105803
0.046898,-0.128382
0.047386,-0.150960
0.047875,-0.173538
0.048363,-0.197729
0.048852,-0.222071
0.049340,-0.246412
0.049829,-0.270754
0.050318,-0.295207
0.050806,-0.319721
0.051295,-0.344234
0.051783,-0.368748
0.052272,-0.392809
0.052760,-0.416147
0.053249,-0.439485
0.053737,-0.462823
0.054226,-0.485901
0.054714,-0.507094
0.055203,-0.528286
0.055691,-0.549479
0.056180,-0.570671
0.056668,-0.589557
0.057157,-0.608057
0.057645,-0.626556
0.058134,-0.645055
0.058622,-0.661856
0.059111,-0.677486
0.059599,-0.693115
0.060088,-0.708745
0.060576,-0.723468
0.061065,-0.736328
0.061553,-0.749187
0.062042,-0.762047
0.062531,-0.774750
0.063019,-0.785109
0.063508,-0.795467
0.063996,-0.805826
0.064485,-0.816185
0.064973,-0.824827
0.065462,-0.833034
0.065950,-0.841241
0.066439,-0.849448
0.066927,-0.856703
0.067416,-0.863123
0.067904,-0.869544
0.068393,-0.875965
0.068881,-0.881997
0.069370,-0.886974
0.069858,-0.891950
0.070347,-0.896926
0.070835,-0.901902
0.071324,-0.905729
0.071812,-0.909560
0.072301,-0.913392
0.072789,-0.917223
0.073278,-0.920398
0.073766,-0.923342
0.074255,-0.926286
0.074744,-0.929229
0.075232,-0.931840
0.075721,-0.934083
0.076209,-0.936326
0.076698,-0.938569
0.077186,-0.940698
0.077675,-0.942401
0.078163,-0.944104
0.078652,-0.945807
0.079140,-0.947510
0.079629,-0.946654
0.080117,-0.947904
0.080606,-0.949155
0.081094,-0.950405
0.081583,-0.951656
0.082071,-0.952906
0.082560,-0.954157
0.083048,-0.955407
0.083537,-0.956430
0.084025,-0.957133
0.084514,-0.957836
0.085002,-0.958539
0.085491,-0.959242
0.085979,-0.959945
0.086468,-0.960648
0.086957,-0.961351
0.087445,-0.962054
0.087934,-0.962487
0.088422,-0.962886
0.088911,-0.963286
0.089399,-0.963685
0.089888,-0.964084
0.090376,-0.964483
0.090865,-0.964883
0.091353,-0.965282
0.091842,-0.965616
0.092330,-0.965834
0.092819,-0.966052
0.093307,-0.966270
0.093796,-0.966488
0.094284,-0.966706
0.094773,-0.966924
0.095261,-0.967142
0.095750,-0.967360
