x,theta
0.070347,-0.926487
0.070835,-0.926792
0.071324,-0.927098
0.071812,-0.927404
0.072301,-0.927709
0.072789,-0.928015
0.073278,-0.928320
0.073766,-0.928626
0.074255,-0.928932
0.074744,-0.929237
0.075232,-0.929543
0.075721,-0.929848
0.076209,-0.930154
0.076698,-0.930460
0.077186,-0.930765
0.077675,-0.931071
0.078163,-0.931376
0.078652,-0.931682
0.079140,-0.931988
0.079629,-0.932293
0.080117,-0.932599
0.080606,-0.932905
0.081094,-0.933210
0.081583,-0.933516
0.082071,-0.933821
0.082560,-0.934127
0.083048,-0.934433
0.083537,-0.934683
0.084025,-0.934855
0.084514,-0.935028
0.085002,-0.935200
0.085491,-0.935373
0.085979,-0.935545
0.086468,-0.935718
0.086957,-0.935890
0.087445,-0.936063
0.087934,-0.936235
0.088422,-0.936408
0.088911,-0.936580
0.089399,-0.936753
0.089888,-0.936925
0.090376,-0.937098
0.090865,-0.937270
0.091353,-0.937443
0.091842,-0.937615
0.092330,-0.937788
0.092819,-0.937960
0.093307,-0.938133
0.093796,-0.938305
0.094284,-0.938478
0.094773,-0.938650
0.095261,-0.938823
0.095750,-0.938995
0.096238,-0.939168
0.096727,-0.939340
0.097215,-0.939513
0.097704,-0.939685
0.098192,-0.939858
0.098681,-0.940030
0.099170,-0.940203
0.099658,-0.940375
0.100147,-0.941451
0.100635,-0.941516
0.101124,-0.941581
0.101612,-0.941647
0.102101,-0.941712
0.102589,-0.941777
0.103078,-0.941842
0.103566,-0.941908
0.104055,-0.941973
0.104543,-0.942038
0.105032,-0.942103
0.105520,-0.942169
0.106009,-0.942234
0.106497,-0.942299
0.106986,-0.942365
0.107474,-0.942430
0.107963,-0.942495
0.108451,-0.942560
0.108940,-0.942626
0.109428,-0.942691
0.109917,-0.942756
0.110405,-0.942821
0.110894,-0.942887
0.111383,-0.942952
0.111871,-0.943017
0.112360,-0.943082
0.112848,-0.943148
0.113337,-0.943213
0.113825,-0.943278
0.114314,-0.943344
0.114802,-0.943409
0.115291,-0.943474
0.115779,-0.943539
0.116268,-0.943605
0.116756,-0.943670
0.117245,-0.943735
0.117733,-0.943800
0.118222,-0.943866
0.118710,-0.943931
0.119199,-0.943996
0.119687,-0.944061
0.120176,-0.944127
0.120664,-0.944192
0.121153,-0.944257
0.121641,-0.944323
0.122130,-0.944388
0.122618,-0.944453
0.123107,-0.944518
0.123596,-0.944584
0.124084,-0.944649
0.124573,-0.944714
0.125061,-0.944779
0.125550,-0.944845
0.126038,-0.944910
0.126527,-0.944975
0.127015,-0.945040
0.127504,-0.945106
0.127992,-0.945171
0.128481,-0.945236
0.128969,-0.945302
0.129458,-0.945367
0.129946,-0.945432
0.130435,-0.945497
0.130923,-0.945563
0.131412,-0.945628
0.131900,-0.945693
0.132389,-0.945758
0.132877,-0.945824
0.133366,-0.945889
0.133854,-0.945898
0.134343,-0.945910
0.134831,-0.945922
0.135320,-0.945934
0.135809,-0.945946
0.136297,-0.945958
0.136786,-0.945970
0.137274,-0.945983
0.137763,-0.945995
0.138251,-0.946007
0.138740,-0.946019
0.139228,-0.946031
0.139717,-0.946043
0.140205,-0.946056
0.140694,-0.946068
0.141182,-0.946080
0.141671,-0.946092
0.142159,-0.946104
0.142648,-0.946116
0.143136,-0.946129
0.143625,-0.946141
0.144113,-0.946153
0.144602,-0.946165
0.145090,-0.946177
0.145579,-0.946189
0.146067,-0.946202
0.146556,-0.946214
0.147044,-0.946226
0.147533,-0.946238
0.148021,-0.946250
0.148510,-0.946262
0.148999,-0.946275
0.149487,-0.946287
0.149976,-0.946299
0.150464,-0.946311
0.150953,-0.946323
0.151441,-0.946335
0.151930,-0.946348
0.152418,-0.946360
0.152907,-0.946372
0.153395,-0.946384
0.153884,-0.946396
0.154372,-0.946408
0.154861,-0.946421
0.155349,-0.946433
0.155838,-0.946445
0.156326,-0.946457
0.156815,-0.946469
0.157303,-0.946481
0.157792,-0.946494
0.158280,-0.946506
0.158769,-0.946518
0.159257,-0.946530
0.159746,-0.946542
0.160234,-0.946554
0.160723,-0.946566
0.161212,-0.946579
0.161700,-0.946591
0.162189,-0.946603
0.162677,-0.946615
0.163166,-0.946627
0.163654,-0.946639
0.164143,-0.946652
0.164631,-0.946664
0.165120,-0.946676
0.165608,-0.946688
0.166097,-0.946700
0.166585,-0.946712
0.167074,-0.946703
0.167562,-0.946690
0.168051,-0.946676
0.168539,-0.946662
0.169028,-0.946649
0.169516,-0.946635
0.170005,-0.946622
0.170493,-0.946608
0.170982,-0.946594
0.171470,-0.946581
0.171959,-0.946567
0.172447,-0.946554
0.172936,-0.946540
0.173425,-0.946526
0.173913,-0.946513
0.174402,-0.946499
0.174890,-0.946486
0.175379,-0.946472
0.175867,-0.946458
0.176356,-0.946445
0.176844,-0.946431
0.177333,-0.946418
0.177821,-0.946404
0.178310,-0.946390
0.178798,-0.946377
0.179287,-0.946363
0.179775,-0.946350
0.180264,-0.946336
0.180752,-0.946322
0.181241,-0.946309
0.181729,-0.946295
0.182218,-0.946281
0.182706,-0.946268
0.183195,-0.946254
0.183683,-0.946241
0.184172,-0.946227
0.184660,-0.946214
0.185149,-0.946200
0.185638,-0.946186
0.186126,-0.946173
0.186615,-0.946159
0.187103,-0.946146
0.187592,-0.946132
0.188080,-0.946118
0.188569,-0.946105
0.189057,-0.946091
0.189546,-0.946078
0.190034,-0.946064
0.190523,-0.946050
0.191011,-0.946037
0.191500,-0.946023
0.191988,-0.946010
0.192477,-0.945996
0.192965,-0.945982
0.193454,-0.945969
0.193942,-0.945955
0.194431,-0.945942
0.194919,-0.945928
0.195408,-0.945914
0.195896,-0.945901
0.196385,-0.945887
0.196873,-0.945873
0.197362,-0.945860
0.197851,-0.945846
0.198339,-0.945833
0.198828,-0.945819
0.199316,-0.945805
0.199805,-0.945792
0.200293,-0.945776
0.200782,-0.945759
0.201270,-0.945742
0.201759,-0.945724
0.202247,-0.945707
0.202736,-0.945690
0.203224,-0.945673
0.203713,-0.945656
0.204201,-0.945638
0.204690,-0.945621
0.205178,-0.945604
0.205667,-0.945587
0.206155,-0.945570
0.206644,-0.945552
0.207132,-0.945535
0.207621,-0.945518
0.208109,-0.945501
0.208598,-0.945484
0.209086,-0.945466
0.209575,-0.945449
0.210064,-0.945432
0.210552,-0.945415
0.211041,-0.945398
0.211529,-0.945380
0.212018,-0.945363
0.212506,-0.945346
0.212995,-0.945329
0.213483,-0.945312
0.213972,-0.945294
0.214460,-0.945277
0.214949,-0.945260
0.215437,-0.945243
0.215926,-0.945226
0.216414,-0.945208
0.216903,-0.945191
0.217391,-0.945174
0.217880,-0.945157
0.218368,-0.945139
0.218857,-0.945122
0.219345,-0.945105
0.219834,-0.945088
0.220322,-0.945071
0.220811,-0.945053
0.221299,-0.945036
0.221788,-0.945019
0.222277,-0.945002
0.222765,-0.944985
0.223254,-0.944967
0.223742,-0.944950
0.224231,-0.944933
0.224719,-0.944916
0.225208,-0.944899
0.225696,-0.944881
0.226185,-0.944864
0.226673,-0.944847
0.227162,-0.944830
0.227650,-0.944813
0.228139,-0.944795
0.228627,-0.944778
0.229116,-0.944761
0.229604,-0.944744
0.230093,-0.944727
0.230581,-0.944709
0.231070,-0.944692
0.231558,-0.944675
0.232047,-0.944658
0.232535,-0.944640
0.233024,-0.944623
0.233512,-0.944618
0.234001,-0.944632
0.234489,-0.944646
0.234978,-0.944660
0.235467,-0.944674
0.235955,-0.944688
0.236444,-0.944702
0.236932,-0.944717
0.237421,-0.944731
0.237909,-0.944745
0.238398,-0.944759
0.238886,-0.944773
0.239375,-0.944787
0.239863,-0.944802
0.240352,-0.944816
0.240840,-0.944830
0.241329,-0.944844
0.241817,-0.944858
0.242306,-0.944872
0.242794,-0.944886
0.243283,-0.944901
0.243771,-0.944915
0.244260,-0.944929
0.244748,-0.944943
0.245237,-0.944957
0.245725,-0.944971
0.246214,-0.944985
0.246702,-0.945000
0.247191,-0.945014
0.247680,-0.945028
0.248168,-0.945042
0.248657,-0.945056
0.249145,-0.945070
0.249634,-0.945084
0.250122,-0.945099
0.250611,-0.945113
0.251099,-0.945127
0.251588,-0.945141
0.252076,-0.945155
0.252565,-0.945169
0.253053,-0.945183
0.253542,-0.945198
0.254030,-0.945212
0.254519,-0.945226
0.255007,-0.945240
0.255496,-0.945254
0.255984,-0.945268
0.256473,-0.945283
0.256961,-0.945297
0.257450,-0.945311
0.257938,-0.945325
0.258427,-0.945339
0.258915,-0.945353
0.259404,-0.945367
0.259893,-0.945382
0.260381,-0.945396
0.260870,-0.945410
0.261358,-0.945424
0.261847,-0.945438
0.262335,-0.945452
0.262824,-0.945466
0.263312,-0.945481
0.263801,-0.945495
0.264289,-0.945509
0.264778,-0.945523
0.265266,-0.945537
0.265755,-0.945551
0.266243,-0.945565
0.266732,-0.945591
0.267220,-0.945689
0.267709,-0.945788
0.268197,-0.945886
0.268686,-0.945985
0.269174,-0.946083
0.269663,-0.946182
0.270151,-0.946280
0.270640,-0.946379
0.271128,-0.946477
0.271617,-0.946576
0.272106,-0.946674
0.272594,-0.946773
0.273083,-0.946872
0.273571,-0.946970
0.274060,-0.947069
0.274548,-0.947167
0.275037,-0.947266
0.275525,-0.947364
0.276014,-0.947463
0.276502,-0.947561
0.276991,-0.947660
0.277479,-0.947758
0.277968,-0.947857
0.278456,-0.947955
0.278945,-0.948054
0.279433,-0.948152
0.279922,-0.948251
0.280410,-0.948349
0.280899,-0.948448
0.281387,-0.948546
0.281876,-0.948645
0.282364,-0.948743
0.282853,-0.948842
0.283341,-0.948940
0.283830,-0.949039
0.284319,-0.949137
0.284807,-0.949236
0.285296,-0.949334
0.285784,-0.949433
0.286273,-0.949531
0.286761,-0.949630
0.287250,-0.949728
0.287738,-0.949827
0.288227,-0.949925
0.288715,-0.950024
0.289204,-0.950122
0.289692,-0.950221
0.290181,-0.950319
0.290669,-0.950418
0.291158,-0.950516
0.291646,-0.950615
0.292135,-0.950713
0.292623,-0.950812
0.293112,-0.950911
0.293600,-0.951009
0.294089,-0.951108
0.294577,-0.951206
0.295066,-0.951305
0.295554,-0.951403
0.296043,-0.951502
0.296532,-0.951600
0.297020,-0.951699
0.297509,-0.951797
0.297997,-0.951896
0.298486,-0.951994
0.298974,-0.952093
0.299463,-0.952191
0.299951,-0.952290
0.300440,-0.953611
0.300928,-0.953840
0.301417,-0.954069
0.301905,-0.954297
0.302394,-0.954526
0.302882,-0.954755
0.303371,-0.954984
0.303859,-0.955213
0.304348,-0.955441
0.304836,-0.955670
0.305325,-0.955899
0.305813,-0.956128
0.306302,-0.956357
0.306790,-0.956586
0.307279,-0.956814
0.307767,-0.957043
0.308256,-0.957272
0.308745,-0.957501
0.309233,-0.957730
0.309722,-0.957958
0.310210,-0.958187
0.310699,-0.958416
0.311187,-0.958645
0.311676,-0.958874
0.312164,-0.959102
0.312653,-0.959331
0.313141,-0.959560
0.313630,-0.959789
0.314118,-0.960018
0.314607,-0.960246
0.315095,-0.960475
0.315584,-0.960704
0.316072,-0.960933
0.316561,-0.961162
0.317049,-0.961471
0.317538,-0.961803
0.318026,-0.962135
0.318515,-0.962467
0.319003,-0.962799
0.319492,-0.963131
0.319980,-0.963463
0.320469,-0.963795
0.320957,-0.964127
0.321446,-0.964459
0.321935,-0.964791
0.322423,-0.965123
0.322912,-0.965455
0.323400,-0.965787
0.323889,-0.966119
0.324377,-0.966451
0.324866,-0.966783
0.325354,-0.967115
0.325843,-0.967447
0.326331,-0.967779
0.326820,-0.968111
0.327308,-0.968443
0.327797,-0.968775
0.328285,-0.969107
0.328774,-0.969439
0.329262,-0.969771
0.329751,-0.970103
0.330239,-0.970435
0.330728,-0.970767
0.331216,-0.971099
0.331705,-0.971431
0.332193,-0.971763
0.332682,-0.972095
0.333170,-0.972427
0.333659,-0.973057
0.334148,-0.973440
0.334636,-0.973824
0.335125,-0.974207
0.335613,-0.974590
0.336102,-0.974973
0.336590,-0.975356
0.337079,-0.975740
0.337567,-0.976123
0.338056,-0.976506
0.338544,-0.976889
0.339033,-0.977272
0.339521,-0.977656
0.340010,-0.978039
0.340498,-0.978422
0.340987,-0.978805
0.341475,-0.979188
0.341964,-0.979283
0.342452,-0.979192
0.342941,-0.979101
0.343429,-0.979010
0.343918,-0.978919
0.344406,-0.978828
0.344895,-0.978737
0.345383,-0.978646
0.345872,-0.978555
0.346361,-0.978464
0.346849,-0.978373
0.347338,-0.978282
0.347826,-0.978191
0.348315,-0.978100
0.348803,-0.978009
0.349292,-0.977918
0.349780,-0.977827
0.350269,-0.976538
0.350757,-0.974070
0.351246,-0.971602
0.351734,-0.969134
0.352223,-0.966666
0.352711,-0.964199
0.353200,-0.961731
0.353688,-0.959263
0.354177,-0.956718
0.354665,-0.950533
0.355154,-0.944349
0.355642,-0.938164
0.356131,-0.931980
0.356619,-0.922144
0.357108,-0.911132
0.357596,-0.900120
0.358085,-0.889108
0.358574,-0.874296
0.359062,-0.855555
0.359551,-0.836815
0.360039,-0.818074
0.360528,-0.796744
0.361016,-0.766598
0.361505,-0.736452
0.361993,-0.706306
0.362482,-0.676160
0.362970,-0.631959
0.363459,-0.587211
0.363947,-0.542462
0.364436,-0.497713
0.364924,-0.442813
0.365413,-0.383518
0.365901,-0.324223
0.366390,-0.264927
0.366878,-0.201928
0.367367,-0.134086
0.367855,-0.066243
0.368344,0.001600
0.368832,0.069087
0.369321,0.134819
0.369809,0.200552
0.370298,0.266284
0.370787,0.332016
0.371275,0.387286
0.371764,0.441447
0.372252,0.495608
0.372741,0.549770
0.373229,0.594194
0.373718,0.633131
0.374206,0.672068
0.374695,0.711005
0.375183,0.744821
0.375672,0.770100
0.376160,0.795379
0.376649,0.820658
0.377137,0.844831
0.377626,0.860097
0.378114,0.875362
0.378603,0.890627
0.379091,0.905892
0.379580,0.915590
0.380068,0.924273
0.380557,0.932957
0.381045,0.941640
0.381534,0.947911
0.382022,0.952445
0.382511,0.956980
0.383000,0.961514
0.383488,0.964848
0.383977,0.965652
0.384465,0.966456
0.384954,0.967259
0.385442,0.968063
0.385931,0.968866
0.386419,0.969670
0.386908,0.970474
0.387396,0.971277
0.387885,0.968791
0.388373,0.965417
0.388862,0.962043
0.389350,0.958669
0.389839,0.955296
0.390327,0.951922
0.390816,0.948548
0.391304,0.945174
0.391793,0.940744
0.392281,0.932771
0.392770,0.924798
0.393258,0.916825
0.393747,0.908853
0.394235,0.895887
0.394724,0.882889
0.395213,0.869891
0.395701,0.856894
0.396190,0.838602
0.396678,0.818343
0.397167,0.798084
0.397655,0.777825
0.398144,0.753024
0.398632,0.722988
0.399121,0.692951
0.399609,0.662915
0.400098,0.630563
0.400586,0.588950
0.401075,0.547336
0.401563,0.505722
0.402052,0.464108
0.402540,0.412204
0.403029,0.359588
0.403517,0.306973
0.404006,0.254358
0.404494,0.197227
0.404983,0.137881
0.405471,0.078534
0.405960,0.019188
0.406448,-0.039970
0.406937,-0.098853
0.407426,-0.157737
0.407914,-0.216620
0.408403,-0.274445
0.408891,-0.325863
0.409380,-0.377281
0.409868,-0.428698
0.410357,-0.480116
0.410845,-0.521608
0.411334,-0.561710
0.411822,-0.601812
0.412311,-0.641914
0.412799,-0.674957
0.413288,-0.703536
0.413776,-0.732115
0.414265,-0.760694
0.414753,-0.785957
0.415242,-0.805008
0.415730,-0.824059
0.416219,-0.843110
0.416707,-0.861582
0.417196,-0.873687
0.417684,-0.885792
0.418173,-0.897897
0.418661,-0.910002
0.419150,-0.918271
0.419638,-0.925691
0.420127,-0.933111
0.420616,-0.940530
0.421104,-0.946280
0.421593,-0.950687
0.422081,-0.955094
0.422570,-0.959500
0.423058,-0.963363
0.423547,-0.965889
0.424035,-0.968415
0.424524,-0.970942
0.425012,-0.973342
0.425501,-0.974382
0.425989,-0.975422
0.426478,-0.976462
0.426966,-0.977502
0.427455,-0.978542
0.427943,-0.979582
0.428432,-0.980622
0.428920,-0.981662
0.429409,-0.982266
0.429897,-0.982426
0.430386,-0.982587
0.430874,-0.982747
0.431363,-0.982907
0.431851,-0.983068
0.432340,-0.983228
0.432829,-0.983389
0.433317,-0.983549
0.433806,-0.982840
0.434294,-0.982679
0.434783,-0.982517
0.435271,-0.982355
0.435760,-0.982194
0.436248,-0.982032
0.436737,-0.981870
0.437225,-0.981709
0.437714,-0.981547
0.438202,-0.981385
0.438691,-0.981223
0.439179,-0.981062
0.439668,-0.980900
0.440156,-0.980738
0.440645,-0.980577
0.441133,-0.980415
0.441622,-0.980253
0.442110,-0.980030
0.442599,-0.979801
0.443087,-0.979572
0.443576,-0.979343
0.444064,-0.979114
0.444553,-0.978885
0.445042,-0.978656
0.445530,-0.978426
0.446019,-0.978197
0.446507,-0.977968
0.446996,-0.977739
0.447484,-0.977510
0.447973,-0.977281
0.448461,-0.977052
0.448950,-0.976823
0.449438,-0.976593
0.449927,-0.976364
0.450415,-0.975922
0.450904,-0.975746
0.451392,-0.975570
0.451881,-0.975394
0.452369,-0.975218
0.452858,-0.975043
0.453346,-0.974867
0.453835,-0.974691
0.454323,-0.974515
0.454812,-0.974339
0.455300,-0.974164
0.455789,-0.973988
0.456277,-0.973812
0.456766,-0.973636
0.457255,-0.973460
0.457743,-0.973284
0.458232,-0.973109
0.458720,-0.972933
0.459209,-0.972757
0.459697,-0.972581
0.460186,-0.972405
0.460674,-0.972230
0.461163,-0.972054
0.461651,-0.971878
0.462140,-0.971702
0.462628,-0.971526
0.463117,-0.971351
0.463605,-0.971175
0.464094,-0.970999
0.464582,-0.970823
0.465071,-0.970647
0.465559,-0.970471
0.466048,-0.970296
0.466536,-0.970120
0.467025,-0.969997
0.467513,-0.969894
0.468002,-0.969791
0.468490,-0.969688
0.468979,-0.969585
0.469468,-0.969482
0.469956,-0.969378
0.470445,-0.969275
0.470933,-0.969172
0.471422,-0.969069
0.471910,-0.968966
0.472399,-0.968863
0.472887,-0.968759
0.473376,-0.968656
0.473864,-0.968553
0.474353,-0.968450
0.474841,-0.968347
0.475330,-0.968244
0.475818,-0.968140
0.476307,-0.968037
0.476795,-0.967934
0.477284,-0.967831
0.477772,-0.967728
0.478261,-0.967625
0.478749,-0.967522
0.479238,-0.967418
0.479726,-0.967315
0.480215,-0.967212
0.480703,-0.967109
0.481192,-0.967006
0.481681,-0.966903
0.482169,-0.966799
0.482658,-0.966696
0.483146,-0.966593
0.483635,-0.966530
0.484123,-0.966493
0.484612,-0.966455
0.485100,-0.966417
0.485589,-0.966380
0.486077,-0.966342
0.486566,-0.966305
0.487054,-0.966267
0.487543,-0.966229
0.488031,-0.966192
0.488520,-0.966154
0.489008,-0.966116
0.489497,-0.966079
0.489985,-0.966041
0.490474,-0.966003
0.490962,-0.965966
0.491451,-0.965928
0.491939,-0.965891
0.492428,-0.965853
0.492916,-0.965815
0.493405,-0.965778
0.493894,-0.965740
0.494382,-0.965702
0.494871,-0.965665
0.495359,-0.965627
0.495848,-0.965589
0.496336,-0.965552
0.496825,-0.965514
0.497313,-0.965477
0.497802,-0.965439
0.498290,-0.965401
0.498779,-0.965364
0.499267,-0.965326
0.499756,-0.965288
0.500244,-0.965284
0.500733,-0.965312
0.501221,-0.965340
0.501710,-0.965368
0.502198,-0.965397
0.502687,-0.965425
0.503175,-0.965453
0.503664,-0.965482
0.504152,-0.965510
0.504641,-0.965538
0.505129,-0.965566
0.505618,-0.965595
0.506106,-0.965623
0.506595,-0.965651
0.507084,-0.965679
0.507572,-0.965708
0.508061,-0.965736
0.508549,-0.965764
0.509038,-0.965793
0.509526,-0.965821
0.510015,-0.965849
0.510503,-0.965877
0.510992,-0.965906
0.511480,-0.965934
0.511969,-0.965962
0.512457,-0.965990
0.512946,-0.966019
0.513434,-0.966047
0.513923,-0.966075
0.514411,-0.966104
0.514900,-0.966132
0.515388,-0.966160
0.515877,-0.966188
0.516365,-0.966217
0.516854,-0.966272
0.517342,-0.966372
0.517831,-0.966472
0.518319,-0.966572
0.518808,-0.966672
0.519297,-0.966772
0.519785,-0.966872
0.520274,-0.966972
0.520762,-0.967072
0.521251,-0.967171
0.521739,-0.967271
0.522228,-0.967371
0.522716,-0.967471
0.523205,-0.967571
0.523693,-0.967671
0.524182,-0.967771
0.524670,-0.967871
0.525159,-0.967971
0.525647,-0.968070
0.526136,-0.968170
0.526624,-0.968270
0.527113,-0.968370
0.527601,-0.968470
0.528090,-0.968570
0.528578,-0.968670
0.529067,-0.968770
0.529555,-0.968870
0.530044,-0.968969
0.530532,-0.969069
0.531021,-0.969169
0.531510,-0.969269
0.531998,-0.969369
0.532487,-0.969469
0.532975,-0.969569
0.533464,-0.969689
0.533952,-0.969864
0.534441,-0.970040
0.534929,-0.970215
0.535418,-0.970391
0.535906,-0.970567
0.536395,-0.970742
0.536883,-0.970918
0.537372,-0.971093
0.537860,-0.971269
0.538349,-0.971444
0.538837,-0.971620
0.539326,-0.971795
0.539814,-0.971971
0.540303,-0.972146
0.540791,-0.972322
0.541280,-0.972497
0.541768,-0.972673
0.542257,-0.972848
0.542745,-0.973024
0.543234,-0.973199
0.543723,-0.973375
0.544211,-0.973551
0.544700,-0.973726
0.545188,-0.973902
0.545677,-0.974077
0.546165,-0.974253
0.546654,-0.974428
0.547142,-0.974604
0.547631,-0.974779
0.548119,-0.974955
0.548608,-0.975130
0.549096,-0.975306
0.549585,-0.975481
0.550073,-0.975896
0.550562,-0.976109
0.551050,-0.976322
0.551539,-0.976535
0.552027,-0.976748
0.552516,-0.976961
0.553004,-0.977174
0.553493,-0.977387
0.553981,-0.977600
0.554470,-0.977813
0.554958,-0.978026
0.555447,-0.978239
0.555936,-0.978452
0.556424,-0.978665
0.556913,-0.978878
0.557401,-0.979092
0.557890,-0.979305
0.558378,-0.979511
0.558867,-0.979658
0.559355,-0.979804
0.559844,-0.979950
0.560332,-0.980097
0.560821,-0.980243
0.561309,-0.980389
0.561798,-0.980535
0.562286,-0.980681
0.562775,-0.980828
0.563263,-0.980974
0.563752,-0.981120
0.564240,-0.981266
0.564729,-0.981413
0.565217,-0.981559
0.565706,-0.981705
0.566194,-0.981851
0.566683,-0.982510
0.567171,-0.982396
0.567660,-0.982283
0.568149,-0.982170
0.568637,-0.982056
0.569126,-0.981943
0.569614,-0.981830
0.570103,-0.981717
0.570591,-0.981603
0.571080,-0.981130
0.571568,-0.980303
0.572057,-0.979475
0.572545,-0.978648
0.573034,-0.977820
0.573522,-0.976993
0.574011,-0.976165
0.574499,-0.975338
0.574988,-0.974510
0.575476,-0.971716
0.575965,-0.968870
0.576453,-0.966025
0.576942,-0.963180
0.577430,-0.960335
0.577919,-0.957490
0.578407,-0.954645
0.578896,-0.951799
0.579384,-0.947660
0.579873,-0.941508
0.580362,-0.935355
0.580850,-0.929203
0.581339,-0.922327
0.581827,-0.912181
0.582316,-0.902035
0.582804,-0.891890
0.583293,-0.881744
0.583781,-0.866071
0.584270,-0.849896
0.584758,-0.833721
0.585247,-0.817546
0.585735,-0.795811
0.586224,-0.771109
0.586712,-0.746407
0.587201,-0.721705
0.587689,-0.692798
0.588178,-0.657244
0.588666,-0.621691
0.589155,-0.586137
0.589643,-0.549151
0.590132,-0.501939
0.590620,-0.454726
0.591109,-0.407514
0.591597,-0.360302
0.592086,-0.305099
0.592574,-0.248577
0.593063,-0.192054
0.593552,-0.135532
0.594040,-0.076995
0.594529,-0.017080
0.595017,0.042836
0.595506,0.102751
0.595994,0.161326
0.596483,0.217169
0.596971,0.273011
0.597460,0.328853
0.597948,0.384066
0.598437,0.430164
0.598925,0.476262
0.599414,0.522359
0.599902,0.568457
0.600391,0.605170
0.600879,0.639536
0.601368,0.673902
0.601856,0.708268
0.602345,0.736914
0.602833,0.760598
0.603322,0.784282
0.603810,0.807967
0.604299,0.829406
0.604787,0.844801
0.605276,0.860196
0.605765,0.875590
0.606253,0.890948
0.606742,0.900476
0.607230,0.910003
0.607719,0.919530
0.608207,0.929057
0.608696,0.935625
0.609184,0.941163
0.609673,0.946701
0.610161,0.952239
0.610650,0.956456
0.611138,0.959226
0.611627,0.961996
0.612115,0.964766
0.612604,0.967079
0.613092,0.967697
0.613581,0.968315
0.614069,0.968934
0.614558,0.969552
0.615046,0.968179
0.615535,0.966696
0.616023,0.965213
0.616512,0.963730
0.617000,0.960428
0.617489,0.956284
0.617978,0.952140
0.618466,0.947996
0.618955,0.942177
0.619443,0.934036
0.619932,0.925894
0.620420,0.917753
0.620909,0.908636
0.621397,0.894170
0.621886,0.879704
0.622374,0.865238
0.622863,0.850772
0.623351,0.827695
0.623840,0.803548
0.624328,0.779402
0.624817,0.755256
0.625305,0.722753
0.625794,0.685237
0.626282,0.647720
0.626771,0.610204
