step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,5.000000e-04,9.428638e-01,2.452091e-08,0.000000e+00,9.428638e-01,9.428638e-01,0.000000e+00,0.000000e+00
1,1.000000e-03,9.428638e-01,2.961587e-08,4.492559e-04,9.428638e-01,9.433131e-01,1.474191e-05,8.985266e-01
2,1.500000e-03,9.428638e-01,3.050190e-08,1.728913e-03,9.428639e-01,9.445928e-01,8.483740e-06,2.559323e+00
3,2.000000e-03,9.428638e-01,2.977789e-08,3.853286e-03,9.428639e-01,9.467171e-01,5.809540e-06,4.248750e+00
4,2.500000e-03,9.428638e-01,2.834157e-08,6.816006e-03,9.428639e-01,9.496799e-01,4.647234e-06,5.925445e+00
5,3.000000e-03,1.041437e+00,5.496154e-03,1.061843e-02,1.046933e+00,1.057551e+00,2.081378e+02,2.157426e+02
6,3.500000e-03,1.037854e+00,4.174683e-03,1.526027e-02,1.042028e+00,1.057289e+00,-9.808696e+00,-5.249999e-01
7,4.000000e-03,1.036104e+00,3.030583e-03,2.074156e-02,1.039135e+00,1.059876e+00,-5.787317e+00,5.175250e+00
8,4.500000e-03,1.034950e+00,2.242168e-03,2.706221e-02,1.037192e+00,1.064254e+00,-3.885679e+00,8.755634e+00
9,5.000000e-03,1.034079e+00,1.668262e-03,3.422204e-02,1.035748e+00,1.069970e+00,-2.888475e+00,1.143118e+01
