step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_internal,E_total,dE_internal_dt,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
0,1.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480947e+00,0.000000e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.178211e-06,2.178206e-06,-2.178618e-06,2.182167e-06,1.621489e-06,8.178317e-15,2.054592e-04,2.658475e-03,3.669010e-08,-5.339311e-05,1.856055e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480947e+00,1.480947e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,2.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480931e+00,-1.587321e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.136901e-06,2.136892e-06,-2.137700e-06,2.144625e-06,1.633418e-06,1.532668e-14,1.869216e-04,2.391391e-03,3.696004e-08,-5.154430e-05,1.858320e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480931e+00,1.480931e+00,-1.587321e-01,-1.587321e-01,0.000000e+00,0.000000e+00,0.000000e+00
2,3.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480917e+00,-1.491360e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.117237e-06,2.117224e-06,-2.118406e-06,2.128506e-06,1.656596e-06,2.484719e-14,1.725500e-04,2.185603e-03,3.748449e-08,-4.984265e-05,1.860167e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480917e+00,1.480917e+00,-1.491360e-01,-1.491360e-01,0.000000e+00,0.000000e+00,0.000000e+00
3,4.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480902e+00,-1.412682e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.114852e-06,2.114834e-06,-2.116368e-06,2.129440e-06,1.688839e-06,3.585740e-14,1.609356e-04,2.024188e-03,3.821406e-08,-4.833117e-05,1.861713e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480902e+00,1.480902e+00,-1.412682e-01,-1.412682e-01,0.000000e+00,0.000000e+00,0.000000e+00
4,5.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480889e+00,-1.346300e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.122872e-06,2.122851e-06,-2.124715e-06,2.140566e-06,1.725486e-06,4.782740e-14,1.512535e-04,1.893630e-03,3.904329e-08,-4.679869e-05,1.863033e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480889e+00,1.480889e+00,-1.346300e-01,-1.346300e-01,0.000000e+00,0.000000e+00,0.000000e+00
5,6.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480876e+00,-1.289111e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.136825e-06,2.136800e-06,-2.138973e-06,2.157424e-06,1.763616e-06,6.038719e-14,1.430081e-04,1.785247e-03,3.990608e-08,-4.524657e-05,1.864180e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480876e+00,1.480876e+00,-1.289111e-01,-1.289111e-01,0.000000e+00,0.000000e+00,0.000000e+00
6,7.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480864e+00,-1.239046e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.153902e-06,2.153874e-06,-2.156337e-06,2.177227e-06,1.801773e-06,7.325756e-14,1.358717e-04,1.693359e-03,4.076947e-08,-4.358818e-05,1.865189e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480864e+00,1.480864e+00,-1.239046e-01,-1.239046e-01,0.000000e+00,0.000000e+00,0.000000e+00
7,8.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480852e+00,-1.194661e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.172340e-06,2.172308e-06,-2.175045e-06,2.198229e-06,1.839383e-06,8.622073e-14,1.296150e-04,1.617417e-03,4.162048e-08,-1.611161e-03,1.866087e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480852e+00,1.480852e+00,-1.194661e-01,-1.194661e-01,0.000000e+00,0.000000e+00,0.000000e+00
8,9.000000e-04,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480840e+00,-1.154904e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.191022e-06,2.190987e-06,-2.193982e-06,2.219334e-06,1.875118e-06,9.910536e-14,1.240711e-04,1.552890e-03,4.242907e-08,-8.158022e-03,1.867081e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480840e+00,1.480840e+00,-1.154904e-01,-1.154904e-01,0.000000e+00,0.000000e+00,0.000000e+00
9,1.000000e-03,1.000000e-04,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480829e+00,-1.118989e-01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.209246e-06,2.209207e-06,-2.212445e-06,2.239857e-06,1.908669e-06,1.117774e-13,1.191148e-04,1.495376e-03,4.318825e-08,-1.414229e-02,1.868520e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480829e+00,1.480829e+00,-1.118989e-01,-1.118989e-01,0.000000e+00,0.000000e+00,0.000000e+00
