step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_internal,E_total,dE_internal_dt,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
0,1.000000e-03,1.000000e-03,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480899e+00,0.000000e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.583811e-05,2.583815e-05,-2.588048e-05,2.624922e-05,2.242925e-05,8.067657e-12,9.383783e-04,1.071019e-02,2.537580e-06,-2.070161e-02,1.696317e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480899e+00,1.480899e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,2.000000e-03,1.000000e-03,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480806e+00,-9.233229e-02,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.777531e-05,2.777535e-05,-2.783973e-05,2.837915e-05,2.507025e-05,1.899326e-11,7.232539e-04,8.784588e-03,2.836375e-06,-3.981578e-02,1.733804e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480806e+00,1.480806e+00,-9.233228e-02,-9.233228e-02,0.000000e+00,0.000000e+00,0.000000e+00
2,3.000000e-03,1.000000e-03,-1.000000e+00,1.000000e+00,-6.062674e-01,1.480728e+00,-7.821720e-02,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.830754e-05,2.830758e-05,-2.837911e-05,2.899856e-05,2.610086e-05,2.732823e-11,5.992271e-04,7.415478e-03,2.952975e-06,-4.190974e-02,1.757651e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480728e+00,1.480728e+00,-7.821719e-02,-7.821719e-02,0.000000e+00,0.000000e+00,0.000000e+00
3,4.000000e-03,1.000000e-03,-1.000004e+00,1.000000e+00,-6.062674e-01,1.480659e+00,-6.884841e-02,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.829615e-05,2.829619e-05,-2.837481e-05,2.908650e-05,2.652582e-05,3.271832e-11,5.167045e-04,6.458188e-03,3.001054e-06,-3.882516e-02,1.773959e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480659e+00,1.480659e+00,-6.884841e-02,-6.884841e-02,0.000000e+00,0.000000e+00,0.000000e+00
4,5.000000e-03,1.000000e-03,-1.000007e+00,1.000055e+00,-6.062674e-01,1.480597e+00,-6.209996e-02,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.804807e-05,2.804811e-05,-2.813708e-05,2.895588e-05,2.666147e-05,3.595044e-11,4.574549e-04,5.760171e-03,3.016401e-06,-3.457480e-02,1.785766e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.480597e+00,1.480597e+00,-6.209996e-02,-6.209996e-02,0.000000e+00,0.000000e+00,0.000000e+00
5,6.000000e-03,1.000000e-03,-1.045662e+00,1.052099e+00,-6.032813e-01,3.736811e+00,2.256214e+03,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-1.667430e-01,1.787804e-01,-9.948580e-02,3.276540e-01,3.336770e-01,8.948208e-03,2.828355e+00,5.496870e+01,7.550249e-02,-3.372448e+02,1.973987e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.745759e+00,3.745759e+00,2.265162e+03,2.265162e+03,0.000000e+00,0.000000e+00,0.000000e+00
6,7.000000e-03,1.000000e-03,-1.046236e+00,1.053547e+00,-6.024996e-01,3.504207e+00,-2.326044e+02,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-1.220426e-01,1.422156e-01,-8.097045e-02,2.376398e-01,2.512714e-01,7.574130e-03,1.623471e+00,2.736505e+01,5.685622e-02,-2.037205e+02,8.267877e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.511781e+00,3.511781e+00,-2.339784e+02,-2.339784e+02,0.000000e+00,0.000000e+00,0.000000e+00
7,8.000000e-03,1.000000e-03,-1.042999e+00,1.050752e+00,-6.022686e-01,3.446772e+00,-5.743496e+01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-8.428063e-02,1.027072e-01,-7.166993e-02,1.835945e-01,1.929235e-01,3.867368e-03,1.066910e+00,1.664391e+01,4.365360e-02,-1.477102e+02,6.717012e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.450639e+00,3.450639e+00,-6.114172e+01,-6.114172e+01,0.000000e+00,0.000000e+00,0.000000e+00
8,9.000000e-03,1.000000e-03,-1.039922e+00,1.047824e+00,-6.022237e-01,3.424204e+00,-2.256763e+01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-5.451631e-02,7.043138e-02,-5.674552e-02,1.296631e-01,1.340710e-01,1.614566e-03,6.590644e-01,1.243365e+01,3.033681e-02,-9.869347e+01,6.086915e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.425819e+00,3.425819e+00,-2.482043e+01,-2.482043e+01,0.000000e+00,0.000000e+00,0.000000e+00
9,1.000000e-02,1.000000e-03,-1.036997e+00,1.044901e+00,-6.022421e-01,3.411498e+00,-1.270628e+01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-3.854946e-02,4.718197e-02,-4.133770e-02,8.800706e-02,8.865614e-02,6.383821e-04,3.996580e-01,8.998663e+00,2.006060e-02,-7.687987e+01,5.510371e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.412136e+00,3.412136e+00,-1.368246e+01,-1.368246e+01,0.000000e+00,0.000000e+00,0.000000e+00
