step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,1.000000e-03,1.480899e+00,8.067657e-12,0.000000e+00,1.480899e+00,1.480899e+00,0.000000e+00,0.000000e+00
1,2.000000e-03,1.480806e+00,1.899326e-11,0.000000e+00,1.480806e+00,1.480806e+00,-9.233228e-02,-9.233228e-02
2,3.000000e-03,1.480728e+00,2.732823e-11,0.000000e+00,1.480728e+00,1.480728e+00,-7.821719e-02,-7.821719e-02
3,4.000000e-03,1.480659e+00,3.271832e-11,0.000000e+00,1.480659e+00,1.480659e+00,-6.884841e-02,-6.884841e-02
4,5.000000e-03,1.480597e+00,3.595044e-11,0.000000e+00,1.480597e+00,1.480597e+00,-6.209996e-02,-6.209996e-02
5,6.000000e-03,3.736811e+00,8.948208e-03,0.000000e+00,3.745759e+00,3.745759e+00,2.265162e+03,2.265162e+03
6,7.000000e-03,3.504207e+00,7.574130e-03,0.000000e+00,3.511781e+00,3.511781e+00,-2.339784e+02,-2.339784e+02
7,8.000000e-03,3.446772e+00,3.867368e-03,0.000000e+00,3.450639e+00,3.450639e+00,-6.114172e+01,-6.114172e+01
8,9.000000e-03,3.424204e+00,1.614566e-03,0.000000e+00,3.425819e+00,3.425819e+00,-2.482043e+01,-2.482043e+01
9,1.000000e-02,3.411498e+00,6.383821e-04,0.000000e+00,3.412136e+00,3.412136e+00,-1.368246e+01,-1.368246e+01
10,1.100000e-02,4.475285e+00,7.964482e-03,0.000000e+00,4.483249e+00,4.483249e+00,1.071113e+03,1.071113e+03
11,1.200000e-02,4.418983e+00,6.458303e-03,0.000000e+00,4.425442e+00,4.425442e+00,-5.780755e+01,-5.780755e+01
12,1.300000e-02,4.386911e+00,3.432689e-03,0.000000e+00,4.390343e+00,4.390343e+00,-3.509844e+01,-3.509844e+01
13,1.400000e-02,4.367954e+00,1.589002e-03,0.000000e+00,4.369543e+00,4.369543e+00,-2.080051e+01,-2.080051e+01
14,1.500000e-02,4.356026e+00,7.117214e-04,0.000000e+00,4.356737e+00,4.356737e+00,-1.280531e+01,-1.280531e+01
15,1.600000e-02,7.148293e+00,1.547319e-02,0.000000e+00,7.163766e+00,7.163766e+00,2.807028e+03,2.807028e+03
16,1.700000e-02,6.793352e+00,1.111382e-02,0.000000e+00,6.804466e+00,6.804466e+00,-3.593004e+02,-3.593004e+02
17,1.800000e-02,6.654600e+00,5.690458e-03,0.000000e+00,6.660290e+00,6.660290e+00,-1.441754e+02,-1.441754e+02
18,1.900000e-02,6.590432e+00,2.581929e-03,0.000000e+00,6.593014e+00,6.593014e+00,-6.727643e+01,-6.727643e+01
19,2.000000e-02,6.556339e+00,1.142871e-03,0.000000e+00,6.557481e+00,6.557481e+00,-3.553228e+01,-3.553228e+01
20,2.100000e-02,7.544660e+00,7.591681e-03,0.000000e+00,7.552251e+00,7.552251e+00,9.947699e+02,9.947699e+02
21,2.200000e-02,7.467988e+00,7.193605e-03,0.000000e+00,7.475181e+00,7.475181e+00,-7.707021e+01,-7.707021e+01
22,2.300000e-02,7.427993e+00,4.281242e-03,0.000000e+00,7.432274e+00,7.432274e+00,-4.290700e+01,-4.290700e+01
23,2.400000e-02,7.402205e+00,2.091350e-03,0.000000e+00,7.404296e+00,7.404296e+00,-2.797797e+01,-2.797797e+01
24,2.500000e-02,7.382263e+00,9.443028e-04,0.000000e+00,7.383207e+00,7.383207e+00,-2.108879e+01,-2.108879e+01
25,2.600000e-02,1.197715e+01,3.047011e-02,0.000000e+00,1.200762e+01,1.200762e+01,4.624413e+03,4.624413e+03
26,2.700000e-02,1.125432e+01,1.609750e-02,0.000000e+00,1.127042e+01,1.127042e+01,-7.372045e+02,-7.372045e+02
27,2.800000e-02,1.100575e+01,6.487312e-03,0.000000e+00,1.101224e+01,1.101224e+01,-2.581786e+02,-2.581786e+02
28,2.900000e-02,1.089986e+01,2.352432e-03,0.000000e+00,1.090222e+01,1.090222e+01,-1.100207e+02,-1.100207e+02
29,3.000000e-02,1.084255e+01,8.903723e-04,0.000000e+00,1.084344e+01,1.084344e+01,-5.877438e+01,-5.877438e+01
30,3.100000e-02,1.507351e+01,2.294705e-02,0.000000e+00,1.509645e+01,1.509645e+01,4.253010e+03,4.253010e+03
31,3.200000e-02,1.445731e+01,1.137287e-02,0.000000e+00,1.446869e+01,1.446869e+01,-6.277668e+02,-6.277668e+02
32,3.300000e-02,1.421151e+01,4.729083e-03,0.000000e+00,1.421624e+01,1.421624e+01,-2.524505e+02,-2.524505e+02
33,3.400000e-02,1.409522e+01,1.860904e-03,0.000000e+00,1.409708e+01,1.409708e+01,-1.191552e+02,-1.191552e+02
34,3.500000e-02,1.403074e+01,7.954101e-04,0.000000e+00,1.403153e+01,1.403153e+01,-6.554521e+01,-6.554521e+01
35,3.600000e-02,1.828817e+01,2.467601e-02,0.000000e+00,1.831284e+01,1.831284e+01,4.281310e+03,4.281310e+03
36,3.700000e-02,1.764371e+01,9.458854e-03,0.000000e+00,1.765317e+01,1.765317e+01,-6.596722e+02,-6.596722e+02
37,3.800000e-02,1.742462e+01,3.025316e-03,0.000000e+00,1.742764e+01,1.742764e+01,-2.255283e+02,-2.255283e+02
38,3.900000e-02,1.733270e+01,8.587162e-04,0.000000e+00,1.733356e+01,1.733356e+01,-9.408352e+01,-9.408352e+01
39,4.000000e-02,1.728465e+01,2.528822e-04,0.000000e+00,1.728491e+01,1.728491e+01,-4.865452e+01,-4.865452e+01
40,4.100000e-02,2.177775e+01,3.051436e-02,0.000000e+00,2.180826e+01,2.180826e+01,4.523355e+03,4.523355e+03
41,4.183669e-02,2.110791e+01,7.258680e-03,0.000000e+00,2.111517e+01,2.111517e+01,-8.283731e+02,-8.283731e+02
42,4.267337e-02,2.086673e+01,1.958834e-03,0.000000e+00,2.086869e+01,2.086869e+01,-2.945949e+02,-2.945949e+02
43,4.351006e-02,2.076243e+01,1.253995e-03,0.000000e+00,2.076368e+01,2.076368e+01,-1.255067e+02,-1.255067e+02
44,4.434674e-02,2.070699e+01,8.685701e-04,0.000000e+00,2.070786e+01,2.070786e+01,-6.671696e+01,-6.671696e+01
45,4.518343e-02,2.320717e+01,1.824941e-02,0.000000e+00,2.322542e+01,2.322542e+01,3.008964e+03,3.008964e+03
46,4.602011e-02,2.284670e+01,4.260472e-03,0.000000e+00,2.285096e+01,2.285096e+01,-4.475437e+02,-4.475437e+02
47,4.685680e-02,2.270163e+01,2.785572e-03,0.000000e+00,2.270442e+01,2.270442e+01,-1.751454e+02,-1.751454e+02
48,4.769348e-02,2.262838e+01,1.642860e-03,0.000000e+00,2.263002e+01,2.263002e+01,-8.892522e+01,-8.892522e+01
49,4.853017e-02,2.258334e+01,1.114483e-03,0.000000e+00,2.258445e+01,2.258445e+01,-5.446008e+01,-5.446008e+01
50,4.936685e-02,2.469897e+01,2.102040e-02,0.000000e+00,2.471999e+01,2.471999e+01,2.552382e+03,2.552382e+03
51,5.020354e-02,2.430495e+01,6.847196e-03,0.000000e+00,2.431179e+01,2.431179e+01,-4.878767e+02,-4.878767e+02
52,5.104023e-02,2.415785e+01,3.861097e-03,0.000000e+00,2.416171e+01,2.416171e+01,-1.793763e+02,-1.793763e+02
53,5.187691e-02,2.408860e+01,2.297870e-03,0.000000e+00,2.409089e+01,2.409089e+01,-8.464234e+01,-8.464234e+01
54,5.271360e-02,2.404811e+01,2.102262e-03,0.000000e+00,2.405021e+01,2.405021e+01,-4.862586e+01,-4.862586e+01
55,5.355028e-02,2.508133e+01,2.797248e-03,0.000000e+00,2.508413e+01,2.508413e+01,1.235736e+03,1.235736e+03
56,5.409498e-02,2.487381e+01,1.153703e-03,0.000000e+00,2.487496e+01,2.487496e+01,-3.840114e+02,-3.840114e+02
57,5.463968e-02,2.478397e+01,5.695152e-04,0.000000e+00,2.478454e+01,2.478454e+01,-1.659943e+02,-1.659943e+02
58,5.518438e-02,2.473396e+01,3.090318e-04,0.000000e+00,2.473427e+01,2.473427e+01,-9.229483e+01,-9.229483e+01
59,5.572908e-02,2.470125e+01,1.812308e-04,0.000000e+00,2.470143e+01,2.470143e+01,-6.029186e+01,-6.029186e+01
