step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,5.000000e-04,9.428638e-01,1.803021e-15,0.000000e+00,9.428638e-01,9.428638e-01,0.000000e+00,0.000000e+00
1,1.000000e-03,9.428638e-01,1.360674e-16,4.492559e-04,9.428638e-01,9.433131e-01,-2.810717e-06,8.985091e-01
2,1.500000e-03,9.428638e-01,8.626404e-17,1.728913e-03,9.428638e-01,9.445927e-01,-1.123474e-06,2.559314e+00
3,2.000000e-03,9.428638e-01,2.450008e-16,3.853286e-03,9.428638e-01,9.467171e-01,-6.681544e-07,4.248744e+00
4,2.500000e-03,9.428638e-01,8.036861e-16,6.816007e-03,9.428638e-01,9.496798e-01,-4.693006e-07,5.925441e+00
5,3.000000e-03,9.428638e-01,2.309076e-15,1.061842e-02,9.428638e-01,9.534822e-01,-3.571741e-07,7.604822e+00
6,3.500000e-03,9.428638e-01,5.407773e-15,1.526028e-02,9.428638e-01,9.581241e-01,-2.844180e-07,9.283730e+00
7,4.000000e-03,9.428638e-01,1.115088e-14,2.074164e-02,9.428638e-01,9.636055e-01,-2.333240e-07,1.096271e+01
8,4.500000e-03,9.428638e-01,2.095005e-14,2.706248e-02,9.428638e-01,9.699263e-01,-1.952651e-07,1.264169e+01
9,5.000000e-03,9.428638e-01,3.629308e-14,3.422281e-02,9.428638e-01,9.770866e-01,-1.660960e-07,1.432066e+01
10,5.500000e-03,9.428638e-01,5.974424e-14,4.222263e-02,9.428638e-01,9.850864e-01,-1.431888e-07,1.599964e+01
11,6.000000e-03,9.428638e-01,9.245877e-14,5.106194e-02,9.428638e-01,9.939257e-01,-1.244265e-07,1.767861e+01
12,6.500000e-03,9.428638e-01,1.385614e-13,6.074073e-02,9.428638e-01,1.003605e+00,-1.091631e-07,1.935758e+01
13,7.000000e-03,9.428638e-01,2.010648e-13,7.125901e-02,9.428638e-01,1.014123e+00,-9.669820e-08,2.103656e+01
14,7.500000e-03,9.428638e-01,2.809393e-13,8.261677e-02,9.428638e-01,1.025481e+00,-8.599077e-08,2.271553e+01
15,8.000000e-03,9.428638e-01,3.873354e-13,9.481403e-02,9.428638e-01,1.037678e+00,-7.671197e-08,2.439451e+01
16,8.500000e-03,9.428638e-01,5.179308e-13,1.078508e-01,9.428638e-01,1.050715e+00,-6.883227e-08,2.607348e+01
17,9.000000e-03,9.428638e-01,6.815551e-13,1.217270e-01,9.428638e-01,1.064591e+00,-6.245338e-08,2.775245e+01
18,9.500000e-03,9.428638e-01,8.806216e-13,1.364427e-01,9.428638e-01,1.079307e+00,-5.661227e-08,2.943143e+01
19,1.000000e-02,9.428638e-01,1.124089e-12,1.519979e-01,9.428638e-01,1.094862e+00,-5.093082e-08,3.111040e+01
20,1.050000e-02,9.428638e-01,1.413368e-12,1.683926e-01,9.428638e-01,1.111256e+00,-4.668976e-08,3.278938e+01
21,1.100000e-02,9.428638e-01,1.758571e-12,1.856268e-01,9.428638e-01,1.128491e+00,-4.247913e-08,3.446835e+01
22,1.150000e-02,9.428638e-01,2.169198e-12,2.037004e-01,9.428638e-01,1.146564e+00,-3.905609e-08,3.614732e+01
23,1.200000e-02,9.428638e-01,2.642051e-12,2.226136e-01,9.428638e-01,1.165477e+00,-3.563683e-08,3.782630e+01
24,1.250000e-02,9.428638e-01,3.201573e-12,2.423662e-01,9.428638e-01,1.185230e+00,-3.281664e-08,3.950527e+01
25,1.300000e-02,9.428638e-01,3.838440e-12,2.629583e-01,9.428638e-01,1.205822e+00,-3.023137e-08,4.118425e+01
26,1.350000e-02,9.428638e-01,4.563111e-12,2.843900e-01,9.428638e-01,1.227254e+00,-2.779177e-08,4.286322e+01
