step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,1.000000e-03,9.428638e-01,2.404277e-05,0.000000e+00,9.428879e-01,9.428879e-01,0.000000e+00,0.000000e+00
1,2.000000e-03,9.428703e-01,2.401080e-05,1.678894e-03,9.428943e-01,9.445732e-01,6.452461e-03,1.685346e+00
2,3.000000e-03,9.428776e-01,2.416029e-05,6.715582e-03,9.429017e-01,9.496173e-01,7.441718e-03,5.044130e+00
3,4.000000e-03,9.428852e-01,2.428278e-05,1.511007e-02,9.429095e-01,9.580195e-01,7.725236e-03,8.402217e+00
4,5.000000e-03,9.428929e-01,2.431446e-05,2.686238e-02,9.429173e-01,9.697796e-01,7.787413e-03,1.176009e+01
5,6.000000e-03,9.429008e-01,2.428337e-05,4.197251e-02,9.429251e-01,9.848976e-01,7.836387e-03,1.511797e+01
6,7.000000e-03,9.429088e-01,2.423391e-05,6.044048e-02,9.429330e-01,1.003373e+00,7.903847e-03,1.847587e+01
7,8.000000e-03,9.429168e-01,2.419244e-05,8.226630e-02,9.429410e-01,1.025207e+00,7.980540e-03,2.183379e+01
8,9.000000e-03,9.429249e-01,2.416661e-05,1.074500e-01,9.429490e-01,1.050399e+00,8.053253e-03,2.519172e+01
9,1.000000e-02,9.429330e-01,2.415453e-05,1.359915e-01,9.429572e-01,1.078949e+00,8.115789e-03,2.854965e+01
