step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,5.000000e-04,9.433684e-01,3.439548e-07,0.000000e+00,9.433688e-01,9.433688e-01,0.000000e+00,0.000000e+00
1,1.000000e-03,9.433685e-01,3.746502e-07,4.492487e-04,9.433689e-01,9.438181e-01,1.734995e-04,8.986710e-01
2,1.500000e-03,9.433686e-01,3.775935e-07,1.728880e-03,9.433690e-01,9.450978e-01,1.763304e-04,2.559438e+00
3,2.000000e-03,9.433687e-01,3.714050e-07,3.853208e-03,9.433690e-01,9.472222e-01,1.373385e-04,4.248793e+00
4,2.500000e-03,9.433687e-01,3.622974e-07,6.815865e-03,9.433691e-01,9.501850e-01,1.198985e-04,5.925435e+00
5,3.000000e-03,9.899791e-01,1.542420e-06,1.061820e-02,9.899806e-01,1.000599e+00,9.322302e+01,1.008277e+02
6,3.500000e-03,9.906357e-01,3.156741e-06,1.525996e-02,9.906389e-01,1.005899e+00,1.316502e+00,1.060002e+01
7,4.000000e-03,9.902480e-01,3.942832e-06,2.074120e-02,9.902520e-01,1.010993e+00,-7.737924e-01,1.018868e+01
8,4.500000e-03,9.898734e-01,4.527638e-06,2.706190e-02,9.898779e-01,1.016940e+00,-7.480972e-01,1.189331e+01
9,5.000000e-03,9.896024e-01,4.935254e-06,3.422207e-02,9.896073e-01,1.023829e+00,-5.411849e-01,1.377916e+01
