step,time,message
1,5.000000e-04,"divU large: L2=0.389878, Linf=12.691163"
1,5.000000e-04,"internal energy increasing: dE_internal/dt=0.920960"
2,7.500000e-04,"theta bounds violated: [-1.002200, 0.999998]"
2,7.500000e-04,"divU large: L2=1.803831, Linf=50.095295"
2,7.500000e-04,"internal energy increasing: dE_internal/dt=37.741855"
3,1.000000e-03,"theta bounds violated: [-1.005413, 1.000001]"
3,1.000000e-03,"divU large: L2=4.310598, Linf=117.598967"
3,1.000000e-03,"internal energy increasing: dE_internal/dt=285.462001"
4,1.250000e-03,"theta bounds violated: [-1.010461, 0.999996]"
4,1.250000e-03,"divU large: L2=7.928506, Linf=213.672937"
4,1.250000e-03,"internal energy increasing: dE_internal/dt=1133.410436"
5,1.500000e-03,"theta bounds violated: [-1.076117, 1.022376]"
5,1.500000e-03,"divU large: L2=23.497761, Linf=732.051827"
5,1.500000e-03,"internal energy increasing: dE_internal/dt=5485.482915"
6,1.750000e-03,"theta bounds violated: [-1.126451, 1.038621]"
6,1.750000e-03,"divU large: L2=36.470279, Linf=1270.139560"
6,1.750000e-03,"internal energy increasing: dE_internal/dt=5826.263966"
7,2.000000e-03,"theta bounds violated: [-1.173105, 1.045544]"
7,2.000000e-03,"divU large: L2=41.119374, Linf=2022.136168"
7,2.000000e-03,"internal energy increasing: dE_internal/dt=10876.183539"
