step,time,message
2,1.500000e-03,"theta bounds violated: [-1.000000, 1.001111]"
3,2.000000e-03,"theta bounds violated: [-1.000000, 1.001238]"
4,2.500000e-03,"theta bounds violated: [-1.000000, 1.001342]"
5,3.000000e-03,"theta bounds violated: [-1.000000, 1.173106]"
5,3.000000e-03,"divU large: L2=0.179598, Linf=41.847411"
5,3.000000e-03,"internal energy increasing: dE_internal/dt=76.410086"
6,3.500000e-03,"theta bounds violated: [-1.000001, 1.125037]"
6,3.500000e-03,"divU large: L2=0.150975, Linf=45.671357"
7,4.000000e-03,"theta bounds violated: [-1.000001, 1.044186]"
7,4.000000e-03,"divU large: L2=0.163563, Linf=49.794480"
8,4.500000e-03,"theta bounds violated: [-1.000001, 1.038933]"
8,4.500000e-03,"divU large: L2=0.171048, Linf=52.141948"
9,5.000000e-03,"theta bounds violated: [-1.000001, 1.036484]"
9,5.000000e-03,"divU large: L2=0.175873, Linf=53.638742"
10,5.500000e-03,"theta bounds violated: [-1.000001, 1.047224]"
10,5.500000e-03,"divU large: L2=0.172723, Linf=50.453683"
10,5.500000e-03,"internal energy increasing: dE_internal/dt=8.891119"
11,6.000000e-03,"theta bounds violated: [-1.000001, 1.046469]"
11,6.000000e-03,"divU large: L2=0.186391, Linf=57.287610"
12,6.500000e-03,"theta bounds violated: [-1.000001, 1.043115]"
12,6.500000e-03,"divU large: L2=0.200154, Linf=61.674999"
13,7.000000e-03,"theta bounds violated: [-1.000001, 1.039989]"
13,7.000000e-03,"divU large: L2=0.205703, Linf=63.233029"
14,7.500000e-03,"theta bounds violated: [-1.000001, 1.037268]"
14,7.500000e-03,"divU large: L2=0.208909, Linf=64.173836"
15,8.000000e-03,"theta bounds violated: [-1.000001, 1.093222]"
15,8.000000e-03,"divU large: L2=0.222952, Linf=37.058149"
15,8.000000e-03,"internal energy increasing: dE_internal/dt=136.541189"
16,8.500000e-03,"theta bounds violated: [-1.000001, 1.090083]"
16,8.500000e-03,"divU large: L2=0.127600, Linf=35.219524"
17,9.000000e-03,"theta bounds violated: [-1.000001, 1.082813]"
17,9.000000e-03,"divU large: L2=0.139633, Linf=38.780811"
18,9.500000e-03,"theta bounds violated: [-1.000001, 1.076119]"
18,9.500000e-03,"divU large: L2=0.148937, Linf=41.904872"
19,1.000000e-02,"theta bounds violated: [-1.000001, 1.069937]"
19,1.000000e-02,"divU large: L2=0.156758, Linf=45.077614"
