step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,2.500000e-04,9.429761e-01,2.264341e-08,0.000000e+00,9.429761e-01,9.429761e-01,0.000000e+00,0.000000e+00
1,5.000000e-04,9.429766e-01,2.288190e-04,4.527937e+02,9.432054e-01,4.537369e+02,9.169596e-01,1.811176e+06
2,7.500000e-04,9.429811e-01,9.578184e-03,1.742970e+03,9.525592e-01,1.743922e+03,3.741549e+01,5.160742e+06
3,1.000000e-03,9.430039e-01,7.983684e-02,3.883480e+03,1.022841e+00,3.884503e+03,2.811262e+02,8.562321e+06
4,1.250000e-03,9.430809e-01,3.570858e-01,6.864925e+03,1.300167e+00,6.866225e+03,1.109304e+03,1.192689e+07
5,1.500000e-03,3.475433e+00,9.319064e-01,1.069745e+04,4.407340e+00,1.070186e+04,1.242869e+04,1.534254e+07
6,1.750000e-03,3.387597e+00,2.601810e+00,1.537036e+04,5.989407e+00,1.537635e+04,6.328269e+03,1.869795e+07
7,1.987728e-03,3.342820e+00,6.053387e+00,2.088912e+04,9.396207e+00,2.089851e+04,1.433069e+04,2.322896e+07
8,2.133382e-03,3.374309e+00,1.233485e+01,2.689471e+04,1.570915e+01,2.691042e+04,4.334193e+04,4.127514e+07
9,2.235805e-03,3.493249e+00,2.107740e+01,3.083787e+04,2.457065e+01,3.086244e+04,8.651868e+04,3.858532e+07
