step,time,message
1,5.000000e-04,"divU large: L2=0.531015, Linf=13.743621"
1,5.000000e-04,"internal energy increasing: dE_internal/dt=0.916960"
2,7.500000e-04,"theta bounds violated: [-1.002090, 1.000045]"
2,7.500000e-04,"divU large: L2=3.197748, Linf=59.690126"
2,7.500000e-04,"internal energy increasing: dE_internal/dt=37.415488"
3,1.000000e-03,"theta bounds violated: [-1.005070, 1.000097]"
3,1.000000e-03,"divU large: L2=7.566736, Linf=140.025437"
3,1.000000e-03,"internal energy increasing: dE_internal/dt=281.126159"
4,1.250000e-03,"theta bounds violated: [-1.010163, 1.000167]"
4,1.250000e-03,"divU large: L2=13.121697, Linf=233.801695"
4,1.250000e-03,"internal energy increasing: dE_internal/dt=1109.303701"
5,1.500000e-03,"theta bounds violated: [-1.088069, 1.107511]"
5,1.500000e-03,"divU large: L2=19.988593, Linf=486.188569"
5,1.500000e-03,"internal energy increasing: dE_internal/dt=12428.692179"
6,1.750000e-03,"theta bounds violated: [-1.120641, 1.126358]"
6,1.750000e-03,"divU large: L2=29.219512, Linf=935.679022"
6,1.750000e-03,"internal energy increasing: dE_internal/dt=6328.269183"
7,1.987728e-03,"theta bounds violated: [-1.153347, 1.126172]"
7,1.987728e-03,"divU large: L2=43.944459, Linf=1555.572385"
7,1.987728e-03,"internal energy increasing: dE_internal/dt=14330.689324"
8,2.133382e-03,"theta bounds violated: [-1.183234, 1.141236]"
8,2.133382e-03,"divU large: L2=55.565599, Linf=2052.196243"
8,2.133382e-03,"internal energy increasing: dE_internal/dt=43341.931760"
9,2.235805e-03,"theta bounds violated: [-1.247588, 1.372083]"
9,2.235805e-03,"divU large: L2=60.466748, Linf=2116.262564"
9,2.235805e-03,"internal energy increasing: dE_internal/dt=86518.680456"
10,2.316366e-03,"theta bounds violated: [-1.081451, 1.239529]"
10,2.316366e-03,"divU large: L2=89.859805, Linf=4459.529672"
11,2.363883e-03,"theta bounds violated: [-1.186620, 1.525038]"
11,2.363883e-03,"divU large: L2=99.709039, Linf=4667.261102"
11,2.363883e-03,"internal energy increasing: dE_internal/dt=97721.646649"
12,2.401498e-03,"theta bounds violated: [-1.311544, 1.935530]"
12,2.401498e-03,"divU large: L2=112.623529, Linf=5563.050946"
12,2.401498e-03,"internal energy increasing: dE_internal/dt=140742.075863"
13,2.432962e-03,"theta bounds violated: [-1.373897, 2.298002]"
13,2.432962e-03,"divU large: L2=115.698068, Linf=5802.990142"
13,2.432962e-03,"internal energy increasing: dE_internal/dt=57195.486578"
