step,time,ramp_factor,h_a_left,h_a_center,h_a_right,h_a_center_x,h_a_center_y,h_a_min,h_a_max,center_edge_ratio,uniformity
18,1.800000e-02,4.285714e-03,7.866973e-01,9.126885e-01,7.866973e-01,8.535109e-17,9.126885e-01,7.235170e-01,9.126885e-01,1.160152e+00,7.927316e-01
19,1.900000e-02,4.523810e-03,8.304027e-01,9.633934e-01,8.304027e-01,8.546841e-17,9.633934e-01,7.637124e-01,9.633934e-01,1.160152e+00,7.927316e-01
20,2.000000e-02,4.761905e-03,8.741081e-01,1.014098e+00,8.741081e-01,5.262598e-17,1.014098e+00,8.039078e-01,1.014098e+00,1.160152e+00,7.927316e-01
21,2.100000e-02,5.000000e-03,9.178135e-01,1.064803e+00,9.178135e-01,7.873675e-17,1.064803e+00,8.441032e-01,1.064803e+00,1.160152e+00,7.927316e-01
22,2.200000e-02,5.238095e-03,9.615189e-01,1.115508e+00,9.615189e-01,1.049023e-16,1.115508e+00,8.842986e-01,1.115508e+00,1.160152e+00,7.927316e-01
23,2.300000e-02,5.476190e-03,1.005224e+00,1.166213e+00,1.005224e+00,1.414214e-16,1.166213e+00,9.244940e-01,1.166213e+00,1.160152e+00,7.927316e-01
24,2.400000e-02,5.714286e-03,1.048930e+00,1.216918e+00,1.048930e+00,9.296650e-17,1.216918e+00,9.646894e-01,1.216918e+00,1.160152e+00,7.927316e-01
25,2.500000e-02,5.952381e-03,1.092635e+00,1.267623e+00,1.092635e+00,9.134910e-17,1.267623e+00,1.004885e+00,1.267623e+00,1.160152e+00,7.927316e-01
26,2.600000e-02,6.190476e-03,1.136341e+00,1.318328e+00,1.136341e+00,1.452428e-16,1.318328e+00,1.045080e+00,1.318328e+00,1.160152e+00,7.927316e-01
27,2.700000e-02,6.428571e-03,1.180046e+00,1.369033e+00,1.180046e+00,1.106657e-16,1.369033e+00,1.085276e+00,1.369033e+00,1.160152e+00,7.927316e-01
28,2.800000e-02,6.666667e-03,1.223751e+00,1.419738e+00,1.223751e+00,1.012420e-16,1.419738e+00,1.125471e+00,1.419738e+00,1.160152e+00,7.927316e-01
29,2.900000e-02,6.904762e-03,1.267457e+00,1.470443e+00,1.267457e+00,9.786250e-17,1.470443e+00,1.165666e+00,1.470443e+00,1.160152e+00,7.927316e-01
30,3.000000e-02,7.142857e-03,1.311162e+00,1.521147e+00,1.311162e+00,9.971455e-17,1.521147e+00,1.205862e+00,1.521147e+00,1.160152e+00,7.927316e-01
31,3.100000e-02,7.380952e-03,1.354868e+00,1.571852e+00,1.354868e+00,1.206211e-16,1.571852e+00,1.246057e+00,1.571852e+00,1.160152e+00,7.927316e-01
32,3.200000e-02,7.619048e-03,1.398573e+00,1.622557e+00,1.398573e+00,1.233406e-16,1.622557e+00,1.286253e+00,1.622557e+00,1.160152e+00,7.927316e-01
33,3.300000e-02,7.857143e-03,1.442278e+00,1.673262e+00,1.442278e+00,1.225905e-16,1.673262e+00,1.326448e+00,1.673262e+00,1.160152e+00,7.927316e-01
34,3.400000e-02,8.095238e-03,1.485984e+00,1.723967e+00,1.485984e+00,1.774064e-16,1.723967e+00,1.366643e+00,1.723967e+00,1.160152e+00,7.927316e-01
35,3.500000e-02,8.333333e-03,1.529689e+00,1.774672e+00,1.529689e+00,1.297640e-16,1.774672e+00,1.406839e+00,1.774672e+00,1.160152e+00,7.927316e-01
36,3.600000e-02,8.571429e-03,1.573395e+00,1.825377e+00,1.573395e+00,1.775863e-16,1.825377e+00,1.447034e+00,1.825377e+00,1.160152e+00,7.927316e-01
37,3.700000e-02,8.809524e-03,1.617100e+00,1.876082e+00,1.617100e+00,1.195903e-16,1.876082e+00,1.487229e+00,1.876082e+00,1.160152e+00,7.927316e-01
38,3.800000e-02,9.047619e-03,1.660805e+00,1.926787e+00,1.660805e+00,1.916439e-16,1.926787e+00,1.527425e+00,1.926787e+00,1.160152e+00,7.927316e-01
39,3.900000e-02,9.285714e-03,1.704511e+00,1.977492e+00,1.704511e+00,1.753361e-16,1.977492e+00,1.567620e+00,1.977492e+00,1.160152e+00,7.927316e-01
40,4.000000e-02,9.523810e-03,1.748216e+00,2.028197e+00,1.748216e+00,1.260138e-16,2.028197e+00,1.607816e+00,2.028197e+00,1.160152e+00,7.927316e-01
41,4.100000e-02,9.761905e-03,1.791922e+00,2.078902e+00,1.791922e+00,1.721013e-16,2.078902e+00,1.648011e+00,2.078902e+00,1.160152e+00,7.927316e-01
42,4.200000e-02,1.000000e-02,1.835627e+00,2.129606e+00,1.835627e+00,1.435409e-16,2.129606e+00,1.688206e+00,2.129606e+00,1.160152e+00,7.927316e-01
43,4.300000e-02,1.023810e-02,1.879332e+00,2.180311e+00,1.879332e+00,2.069756e-16,2.180311e+00,1.728402e+00,2.180311e+00,1.160152e+00,7.927316e-01
44,4.400000e-02,1.047619e-02,1.923038e+00,2.231016e+00,1.923038e+00,1.819943e-16,2.231016e+00,1.768597e+00,2.231016e+00,1.160152e+00,7.927316e-01
45,4.500000e-02,1.071429e-02,1.966743e+00,2.281721e+00,1.966743e+00,1.552234e-16,2.281721e+00,1.808793e+00,2.281721e+00,1.160152e+00,7.927316e-01
46,4.600000e-02,1.095238e-02,2.010449e+00,2.332426e+00,2.010449e+00,2.515630e-16,2.332426e+00,1.848988e+00,2.332426e+00,1.160152e+00,7.927316e-01
47,4.700000e-02,1.119048e-02,2.054154e+00,2.383131e+00,2.054154e+00,1.900977e-16,2.383131e+00,1.889183e+00,2.383131e+00,1.160152e+00,7.927316e-01
48,4.800000e-02,1.142857e-02,2.097859e+00,2.433836e+00,2.097859e+00,2.275116e-16,2.433836e+00,1.929379e+00,2.433836e+00,1.160152e+00,7.927316e-01
49,4.900000e-02,1.166667e-02,2.141565e+00,2.484541e+00,2.141565e+00,1.712504e-16,2.484541e+00,1.969574e+00,2.484541e+00,1.160152e+00,7.927316e-01
50,5.000000e-02,1.190476e-02,2.185270e+00,2.535246e+00,2.185270e+00,1.861128e-16,2.535246e+00,2.009770e+00,2.535246e+00,1.160152e+00,7.927316e-01
51,5.100000e-02,1.214286e-02,2.228976e+00,2.585951e+00,2.228976e+00,2.096489e-16,2.585951e+00,2.049965e+00,2.585951e+00,1.160152e+00,7.927316e-01
52,5.200000e-02,1.238095e-02,2.272681e+00,2.636656e+00,2.272681e+00,2.592059e-16,2.636656e+00,2.090160e+00,2.636656e+00,1.160152e+00,7.927316e-01
53,5.300000e-02,1.261905e-02,2.316386e+00,2.687361e+00,2.316386e+00,2.237065e-16,2.687361e+00,2.130356e+00,2.687361e+00,1.160152e+00,7.927316e-01
54,5.400000e-02,1.285714e-02,2.360092e+00,2.738065e+00,2.360092e+00,2.004599e-16,2.738065e+00,2.170551e+00,2.738065e+00,1.160152e+00,7.927316e-01
55,5.500000e-02,1.309524e-02,2.403797e+00,2.788770e+00,2.403797e+00,2.621599e-16,2.788770e+00,2.210747e+00,2.788770e+00,1.160152e+00,7.927316e-01
56,5.600000e-02,1.333333e-02,2.447503e+00,2.839475e+00,2.447503e+00,2.977842e-16,2.839475e+00,2.250942e+00,2.839475e+00,1.160152e+00,7.927316e-01
57,5.700000e-02,1.357143e-02,2.491208e+00,2.890180e+00,2.491208e+00,2.484619e-16,2.890180e+00,2.291137e+00,2.890180e+00,1.160152e+00,7.927316e-01
58,5.800000e-02,1.380952e-02,2.534913e+00,2.940885e+00,2.534913e+00,2.494466e-16,2.940885e+00,2.331333e+00,2.940885e+00,1.160152e+00,7.927316e-01
59,5.900000e-02,1.404762e-02,2.578619e+00,2.991590e+00,2.578619e+00,2.105875e-16,2.991590e+00,2.371528e+00,2.991590e+00,1.160152e+00,7.927316e-01
60,6.000000e-02,1.428571e-02,2.622324e+00,3.042295e+00,2.622324e+00,2.739674e-16,3.042295e+00,2.411723e+00,3.042295e+00,1.160152e+00,7.927316e-01
61,6.100000e-02,1.452381e-02,2.666030e+00,3.093000e+00,2.666030e+00,2.246451e-16,3.093000e+00,2.451919e+00,3.093000e+00,1.160152e+00,7.927316e-01
62,6.200000e-02,1.476190e-02,2.709735e+00,3.143705e+00,2.709735e+00,2.412423e-16,3.143705e+00,2.492114e+00,3.143705e+00,1.160152e+00,7.927316e-01
63,6.300000e-02,1.500000e-02,2.753440e+00,3.194410e+00,2.753440e+00,2.751867e-16,3.194410e+00,2.532310e+00,3.194410e+00,1.160152e+00,7.927316e-01
64,6.400000e-02,1.523810e-02,2.797146e+00,3.245115e+00,2.797146e+00,2.466811e-16,3.245115e+00,2.572505e+00,3.245115e+00,1.160152e+00,7.927316e-01
65,6.500000e-02,1.547619e-02,2.840851e+00,3.295820e+00,2.840851e+00,1.766517e-16,3.295820e+00,2.612700e+00,3.295820e+00,1.160152e+00,7.927316e-01
66,6.600000e-02,1.571429e-02,2.884557e+00,3.346524e+00,2.884557e+00,2.451810e-16,3.346524e+00,2.652896e+00,3.346524e+00,1.160152e+00,7.927316e-01
67,6.700000e-02,1.595238e-02,2.928262e+00,3.397229e+00,2.928262e+00,3.416851e-16,3.397229e+00,2.693091e+00,3.397229e+00,1.160152e+00,7.927316e-01
68,6.800000e-02,1.619048e-02,2.971968e+00,3.447934e+00,2.971968e+00,3.548129e-16,3.447934e+00,2.733287e+00,3.447934e+00,1.160152e+00,7.927316e-01
69,6.900000e-02,1.642857e-02,3.015673e+00,3.498639e+00,3.015673e+00,3.019115e-16,3.498639e+00,2.773482e+00,3.498639e+00,1.160152e+00,7.927316e-01
70,7.000000e-02,1.666667e-02,3.059378e+00,3.549344e+00,3.059378e+00,2.595281e-16,3.549344e+00,2.813677e+00,3.549344e+00,1.160152e+00,7.927316e-01
71,7.100000e-02,1.690476e-02,3.103084e+00,3.600049e+00,3.103084e+00,2.865336e-16,3.600049e+00,2.853873e+00,3.600049e+00,1.160152e+00,7.927316e-01
72,7.200000e-02,1.714286e-02,3.146789e+00,3.650754e+00,3.146789e+00,3.551725e-16,3.650754e+00,2.894068e+00,3.650754e+00,1.160152e+00,7.927316e-01
73,7.300000e-02,1.738095e-02,3.190495e+00,3.701459e+00,3.190495e+00,3.093197e-16,3.701459e+00,2.934264e+00,3.701459e+00,1.160152e+00,7.927316e-01
74,7.400000e-02,1.761905e-02,3.234200e+00,3.752164e+00,3.234200e+00,2.391807e-16,3.752164e+00,2.974459e+00,3.752164e+00,1.160152e+00,7.927316e-01
75,7.500000e-02,1.785714e-02,3.277905e+00,3.802869e+00,3.277905e+00,2.453695e-16,3.802869e+00,3.014654e+00,3.802869e+00,1.160152e+00,7.927316e-01
76,7.600000e-02,1.809524e-02,3.321611e+00,3.853574e+00,3.321611e+00,3.832878e-16,3.853574e+00,3.054850e+00,3.853574e+00,1.160152e+00,7.927316e-01
77,7.700000e-02,1.833333e-02,3.365316e+00,3.904279e+00,3.365316e+00,4.485668e-16,3.904279e+00,3.095045e+00,3.904279e+00,1.160152e+00,7.927316e-01
78,7.800000e-02,1.857143e-02,3.409022e+00,3.954983e+00,3.409022e+00,3.506723e-16,3.954983e+00,3.135241e+00,3.954983e+00,1.160152e+00,7.927316e-01
79,7.900000e-02,1.880952e-02,3.452727e+00,4.005688e+00,3.452727e+00,2.319610e-16,4.005688e+00,3.175436e+00,4.005688e+00,1.160152e+00,7.927316e-01
80,8.000000e-02,1.904762e-02,3.496432e+00,4.056393e+00,3.496432e+00,2.520277e-16,4.056393e+00,3.215631e+00,4.056393e+00,1.160152e+00,7.927316e-01
81,8.100000e-02,1.928571e-02,3.540138e+00,4.107098e+00,3.540138e+00,3.761777e-16,4.107098e+00,3.255827e+00,4.107098e+00,1.160152e+00,7.927316e-01
82,8.200000e-02,1.952381e-02,3.583843e+00,4.157803e+00,3.583843e+00,3.442027e-16,4.157803e+00,3.296022e+00,4.157803e+00,1.160152e+00,7.927316e-01
83,8.300000e-02,1.976190e-02,3.627549e+00,4.208508e+00,3.627549e+00,4.404875e-16,4.208508e+00,3.336217e+00,4.208508e+00,1.160152e+00,7.927316e-01
84,8.400000e-02,2.000000e-02,3.671254e+00,4.259213e+00,3.671254e+00,2.870818e-16,4.259213e+00,3.376413e+00,4.259213e+00,1.160152e+00,7.927316e-01
85,8.500000e-02,2.023810e-02,3.714959e+00,4.309918e+00,3.714959e+00,2.793929e-16,4.309918e+00,3.416608e+00,4.309918e+00,1.160152e+00,7.927316e-01
86,8.600000e-02,2.047619e-02,3.758665e+00,4.360623e+00,3.758665e+00,4.139513e-16,4.360623e+00,3.456804e+00,4.360623e+00,1.160152e+00,7.927316e-01
87,8.700000e-02,2.071429e-02,3.802370e+00,4.411328e+00,3.802370e+00,5.034068e-16,4.411328e+00,3.496999e+00,4.411328e+00,1.160152e+00,7.927316e-01
88,8.800000e-02,2.095238e-02,3.846076e+00,4.462033e+00,3.846076e+00,3.639885e-16,4.462033e+00,3.537194e+00,4.462033e+00,1.160152e+00,7.927316e-01
89,8.900000e-02,2.119048e-02,3.889781e+00,4.512738e+00,3.889781e+00,2.730329e-16,4.512738e+00,3.577390e+00,4.512738e+00,1.160152e+00,7.927316e-01
90,9.000000e-02,2.142857e-02,3.933486e+00,4.563442e+00,3.933486e+00,3.104468e-16,4.563442e+00,3.617585e+00,4.563442e+00,1.160152e+00,7.927316e-01
91,9.100000e-02,2.166667e-02,3.977192e+00,4.614147e+00,3.977192e+00,4.622428e-16,4.614147e+00,3.657781e+00,4.614147e+00,1.160152e+00,7.927316e-01
92,9.200000e-02,2.190476e-02,4.020897e+00,4.664852e+00,4.020897e+00,5.031261e-16,4.664852e+00,3.697976e+00,4.664852e+00,1.160152e+00,7.927316e-01
93,9.300000e-02,2.214286e-02,4.064603e+00,4.715557e+00,4.064603e+00,3.219648e-16,4.715557e+00,3.738171e+00,4.715557e+00,1.160152e+00,7.927316e-01
94,9.400000e-02,2.238095e-02,4.108308e+00,4.766262e+00,4.108308e+00,3.801954e-16,4.766262e+00,3.778367e+00,4.766262e+00,1.160152e+00,7.927316e-01
95,9.500000e-02,2.261905e-02,4.152013e+00,4.816967e+00,4.152013e+00,3.794453e-16,4.816967e+00,3.818562e+00,4.816967e+00,1.160152e+00,7.927316e-01
96,9.600000e-02,2.285714e-02,4.195719e+00,4.867672e+00,4.195719e+00,4.550231e-16,4.867672e+00,3.858758e+00,4.867672e+00,1.160152e+00,7.927316e-01
97,9.700000e-02,2.309524e-02,4.239424e+00,4.918377e+00,4.239424e+00,3.500800e-16,4.918377e+00,3.898953e+00,4.918377e+00,1.160152e+00,7.927316e-01
98,9.800000e-02,2.333333e-02,4.283130e+00,4.969082e+00,4.283130e+00,3.425007e-16,4.969082e+00,3.939148e+00,4.969082e+00,1.160152e+00,7.927316e-01
99,9.900000e-02,2.357143e-02,4.326835e+00,5.019787e+00,4.326835e+00,4.839980e-16,5.019787e+00,3.979344e+00,5.019787e+00,1.160152e+00,7.927316e-01
100,1.000000e-01,2.380952e-02,4.370540e+00,5.070492e+00,4.370540e+00,3.722257e-16,5.070492e+00,4.019539e+00,5.070492e+00,1.160152e+00,7.927316e-01
101,1.010000e-01,2.404762e-02,4.414246e+00,5.121196e+00,4.414246e+00,5.380091e-16,5.121196e+00,4.059735e+00,5.121196e+00,1.160152e+00,7.927316e-01
102,1.020000e-01,2.428571e-02,4.457951e+00,5.171901e+00,4.457951e+00,4.192978e-16,5.171901e+00,4.099930e+00,5.171901e+00,1.160152e+00,7.927316e-01
103,1.030000e-01,2.452381e-02,4.501657e+00,5.222606e+00,4.501657e+00,4.358950e-16,5.222606e+00,4.140125e+00,5.222606e+00,1.160152e+00,7.927316e-01
104,1.040000e-01,2.476190e-02,4.545362e+00,5.273311e+00,4.545362e+00,5.184117e-16,5.273311e+00,4.180321e+00,5.273311e+00,1.160152e+00,7.927316e-01
105,1.050000e-01,2.500000e-02,4.589067e+00,5.324016e+00,4.589067e+00,3.579575e-16,5.324016e+00,4.220516e+00,5.324016e+00,1.160152e+00,7.927316e-01
106,1.060000e-01,2.523810e-02,4.632773e+00,5.374721e+00,4.632773e+00,4.474131e-16,5.374721e+00,4.260711e+00,5.374721e+00,1.160152e+00,7.927316e-01
107,1.070000e-01,2.547619e-02,4.676478e+00,5.425426e+00,4.676478e+00,4.501325e-16,5.425426e+00,4.300907e+00,5.425426e+00,1.160152e+00,7.927316e-01
108,1.080000e-01,2.571429e-02,4.720184e+00,5.476131e+00,4.720184e+00,4.009198e-16,5.476131e+00,4.341102e+00,5.476131e+00,1.160152e+00,7.927316e-01
109,1.090000e-01,2.595238e-02,4.763889e+00,5.526836e+00,4.763889e+00,5.805810e-16,5.526836e+00,4.381298e+00,5.526836e+00,1.160152e+00,7.927316e-01
110,1.100000e-01,2.619048e-02,4.807595e+00,5.577541e+00,4.807595e+00,5.243198e-16,5.577541e+00,4.421493e+00,5.577541e+00,1.160152e+00,7.927316e-01
111,1.110000e-01,2.642857e-02,4.851300e+00,5.628246e+00,4.851300e+00,4.264252e-16,5.628246e+00,4.461688e+00,5.628246e+00,1.160152e+00,7.927316e-01
112,1.120000e-01,2.666667e-02,4.895005e+00,5.678951e+00,4.895005e+00,5.955685e-16,5.678951e+00,4.501884e+00,5.678951e+00,1.160152e+00,7.927316e-01
113,1.130000e-01,2.690476e-02,4.938711e+00,5.729655e+00,4.938711e+00,2.478738e-16,5.729655e+00,4.542079e+00,5.729655e+00,1.160152e+00,7.927316e-01
114,1.140000e-01,2.714286e-02,4.982416e+00,5.780360e+00,4.982416e+00,4.969239e-16,5.780360e+00,4.582275e+00,5.780360e+00,1.160152e+00,7.927316e-01
115,1.150000e-01,2.738095e-02,5.026122e+00,5.831065e+00,5.026122e+00,4.406627e-16,5.831065e+00,4.622470e+00,5.831065e+00,1.160152e+00,7.927316e-01
116,1.160000e-01,2.761905e-02,5.069827e+00,5.881770e+00,5.069827e+00,4.988933e-16,5.881770e+00,4.662665e+00,5.881770e+00,1.160152e+00,7.927316e-01
117,1.170000e-01,2.785714e-02,5.113532e+00,5.932475e+00,5.113532e+00,4.218154e-16,5.932475e+00,4.702861e+00,5.932475e+00,1.160152e+00,7.927316e-01
118,1.180000e-01,2.809524e-02,5.157238e+00,5.983180e+00,5.157238e+00,4.211750e-16,5.983180e+00,4.743056e+00,5.983180e+00,1.160152e+00,7.927316e-01
119,1.190000e-01,2.833333e-02,5.200943e+00,6.033885e+00,5.200943e+00,5.313376e-16,6.033885e+00,4.783252e+00,6.033885e+00,1.160152e+00,7.927316e-01
120,1.200000e-01,2.857143e-02,5.244649e+00,6.084590e+00,5.244649e+00,5.479348e-16,6.084590e+00,4.823447e+00,6.084590e+00,1.160152e+00,7.927316e-01
121,1.210000e-01,2.880952e-02,5.288354e+00,6.135295e+00,5.288354e+00,4.604486e-16,6.135295e+00,4.863642e+00,6.135295e+00,1.160152e+00,7.927316e-01
122,1.220000e-01,2.904762e-02,5.332059e+00,6.186000e+00,5.332059e+00,4.492902e-16,6.186000e+00,4.903838e+00,6.186000e+00,1.160152e+00,7.927316e-01
123,1.230000e-01,2.928571e-02,5.375765e+00,6.236705e+00,5.375765e+00,4.345528e-16,6.236705e+00,4.944033e+00,6.236705e+00,1.160152e+00,7.927316e-01
124,1.240000e-01,2.952381e-02,5.419470e+00,6.287410e+00,5.419470e+00,4.824846e-16,6.287410e+00,4.984229e+00,6.287410e+00,1.160152e+00,7.927316e-01
125,1.250000e-01,2.976190e-02,5.463176e+00,6.338114e+00,5.463176e+00,4.749053e-16,6.338114e+00,5.024424e+00,6.338114e+00,1.160152e+00,7.927316e-01
126,1.260000e-01,3.000000e-02,5.506881e+00,6.388819e+00,5.506881e+00,5.503734e-16,6.388819e+00,5.064619e+00,6.388819e+00,1.160152e+00,7.927316e-01
127,1.270000e-01,3.023810e-02,5.550586e+00,6.439524e+00,5.550586e+00,5.289163e-16,6.439524e+00,5.104815e+00,6.439524e+00,1.160152e+00,7.927316e-01
128,1.280000e-01,3.047619e-02,5.594292e+00,6.490229e+00,5.594292e+00,4.933622e-16,6.490229e+00,5.145010e+00,6.490229e+00,1.160152e+00,7.927316e-01
129,1.290000e-01,3.071429e-02,5.637997e+00,6.540934e+00,5.637997e+00,7.286442e-16,6.540934e+00,5.185205e+00,6.540934e+00,1.160152e+00,7.927316e-01
130,1.300000e-01,3.095238e-02,5.681703e+00,6.591639e+00,5.681703e+00,3.533035e-16,6.591639e+00,5.225401e+00,6.591639e+00,1.160152e+00,7.927316e-01
131,1.310000e-01,3.119048e-02,5.725408e+00,6.642344e+00,5.725408e+00,5.744884e-16,6.642344e+00,5.265596e+00,6.642344e+00,1.160152e+00,7.927316e-01
132,1.320000e-01,3.142857e-02,5.769113e+00,6.693049e+00,5.769113e+00,4.903620e-16,6.693049e+00,5.305792e+00,6.693049e+00,1.160152e+00,7.927316e-01
133,1.330000e-01,3.166667e-02,5.812819e+00,6.743754e+00,5.812819e+00,5.172580e-16,6.743754e+00,5.345987e+00,6.743754e+00,1.160152e+00,7.927316e-01
134,1.340000e-01,3.190476e-02,5.856524e+00,6.794459e+00,5.856524e+00,6.833702e-16,6.794459e+00,5.386182e+00,6.794459e+00,1.160152e+00,7.927316e-01
135,1.350000e-01,3.214286e-02,5.900230e+00,6.845164e+00,5.900230e+00,4.882215e-16,6.845164e+00,5.426378e+00,6.845164e+00,1.160152e+00,7.927316e-01
136,1.360000e-01,3.238095e-02,5.943935e+00,6.895869e+00,5.943935e+00,7.096257e-16,6.895869e+00,5.466573e+00,6.895869e+00,1.160152e+00,7.927316e-01
137,1.370000e-01,3.261905e-02,5.987640e+00,6.946573e+00,5.987640e+00,4.659048e-16,6.946573e+00,5.506769e+00,6.946573e+00,1.160152e+00,7.927316e-01
138,1.380000e-01,3.285714e-02,6.031346e+00,6.997278e+00,6.031346e+00,6.038230e-16,6.997278e+00,5.546964e+00,6.997278e+00,1.160152e+00,7.927316e-01
139,1.390000e-01,3.309524e-02,6.075051e+00,7.047983e+00,6.075051e+00,6.448159e-16,7.047983e+00,5.587159e+00,7.047983e+00,1.160152e+00,7.927316e-01
140,1.400000e-01,3.333333e-02,6.118757e+00,7.098688e+00,6.118757e+00,5.190562e-16,7.098688e+00,5.627355e+00,7.098688e+00,1.160152e+00,7.927316e-01
141,1.410000e-01,3.357143e-02,6.162462e+00,7.149393e+00,6.162462e+00,7.820937e-16,7.149393e+00,5.667550e+00,7.149393e+00,1.160152e+00,7.927316e-01
142,1.420000e-01,3.380952e-02,6.206167e+00,7.200098e+00,6.206167e+00,5.730672e-16,7.200098e+00,5.707746e+00,7.200098e+00,1.160152e+00,7.927316e-01
143,1.430000e-01,3.404762e-02,6.249873e+00,7.250803e+00,6.249873e+00,4.475267e-16,7.250803e+00,5.747941e+00,7.250803e+00,1.160152e+00,7.927316e-01
144,1.440000e-01,3.428571e-02,6.293578e+00,7.301508e+00,6.293578e+00,7.103450e-16,7.301508e+00,5.788136e+00,7.301508e+00,1.160152e+00,7.927316e-01
145,1.450000e-01,3.452381e-02,6.337284e+00,7.352213e+00,6.337284e+00,6.054020e-16,7.352213e+00,5.828332e+00,7.352213e+00,1.160152e+00,7.927316e-01
146,1.460000e-01,3.476190e-02,6.380989e+00,7.402918e+00,6.380989e+00,6.186393e-16,7.402918e+00,5.868527e+00,7.402918e+00,1.160152e+00,7.927316e-01
147,1.470000e-01,3.500000e-02,6.424694e+00,7.453623e+00,6.424694e+00,7.426798e-16,7.453623e+00,5.908723e+00,7.453623e+00,1.160152e+00,7.927316e-01
148,1.480000e-01,3.523810e-02,6.468400e+00,7.504328e+00,6.468400e+00,4.783614e-16,7.504328e+00,5.948918e+00,7.504328e+00,1.160152e+00,7.927316e-01
149,1.490000e-01,3.547619e-02,6.512105e+00,7.555032e+00,6.512105e+00,7.689353e-16,7.555032e+00,5.989113e+00,7.555032e+00,1.160152e+00,7.927316e-01
150,1.500000e-01,3.571429e-02,6.555811e+00,7.605737e+00,6.555811e+00,4.907391e-16,7.605737e+00,6.029309e+00,7.605737e+00,1.160152e+00,7.927316e-01
151,1.510000e-01,3.595238e-02,6.599516e+00,7.656442e+00,6.599516e+00,5.176350e-16,7.656442e+00,6.069504e+00,7.656442e+00,1.160152e+00,7.927316e-01
152,1.520000e-01,3.619048e-02,6.643221e+00,7.707147e+00,6.643221e+00,7.665755e-16,7.707147e+00,6.109699e+00,7.707147e+00,1.160152e+00,7.927316e-01
153,1.530000e-01,3.642857e-02,6.686927e+00,7.757852e+00,6.686927e+00,3.287848e-16,7.757852e+00,6.149895e+00,7.757852e+00,1.160152e+00,7.927316e-01
