step,time,ramp_factor,h_a_left,h_a_center,h_a_right,h_a_center_x,h_a_center_y,h_a_min,h_a_max,center_edge_ratio,uniformity
501,5.010000e-01,1.192857e-01,2.189641e+01,2.540316e+01,2.189641e+01,2.120806e-15,2.540316e+01,2.013789e+01,2.540316e+01,1.160152e+00,7.927316e-01
502,5.020000e-01,1.195238e-01,2.194011e+01,2.545387e+01,2.194011e+01,2.591791e-15,2.545387e+01,2.017809e+01,2.545387e+01,1.160152e+00,7.927316e-01
503,5.030000e-01,1.197619e-01,2.198382e+01,2.550457e+01,2.198382e+01,2.452154e-15,2.550457e+01,2.021828e+01,2.550457e+01,1.160152e+00,7.927316e-01
504,5.040000e-01,1.200000e-01,2.202752e+01,2.555528e+01,2.202752e+01,2.201494e-15,2.555528e+01,2.025848e+01,2.555528e+01,1.160152e+00,7.927316e-01
505,5.050000e-01,1.202381e-01,2.207123e+01,2.560598e+01,2.207123e+01,1.701911e-15,2.560598e+01,2.029867e+01,2.560598e+01,1.160152e+00,7.927316e-01
506,5.060000e-01,1.204762e-01,2.211493e+01,2.565669e+01,2.211493e+01,2.227530e-15,2.565669e+01,2.033887e+01,2.565669e+01,1.160152e+00,7.927316e-01
507,5.070000e-01,1.207143e-01,2.215864e+01,2.570739e+01,2.215864e+01,3.087970e-15,2.570739e+01,2.037906e+01,2.570739e+01,1.160152e+00,7.927316e-01
508,5.080000e-01,1.209524e-01,2.220235e+01,2.575810e+01,2.220235e+01,2.115665e-15,2.575810e+01,2.041926e+01,2.575810e+01,1.160152e+00,7.927316e-01
509,5.090000e-01,1.211905e-01,2.224605e+01,2.580880e+01,2.224605e+01,2.558895e-15,2.580880e+01,2.045945e+01,2.580880e+01,1.160152e+00,7.927316e-01
510,5.100000e-01,1.214286e-01,2.228976e+01,2.585951e+01,2.228976e+01,2.141702e-15,2.585951e+01,2.049965e+01,2.585951e+01,1.160152e+00,7.927316e-01
511,5.110000e-01,1.216667e-01,2.233346e+01,2.591021e+01,2.233346e+01,1.446953e-15,2.591021e+01,2.053984e+01,2.591021e+01,1.160152e+00,7.927316e-01
512,5.120000e-01,1.219048e-01,2.237717e+01,2.596092e+01,2.237717e+01,1.973449e-15,2.596092e+01,2.058004e+01,2.596092e+01,1.160152e+00,7.927316e-01
513,5.130000e-01,1.221429e-01,2.242087e+01,2.601162e+01,2.242087e+01,2.499945e-15,2.601162e+01,2.062024e+01,2.601162e+01,1.160152e+00,7.927316e-01
514,5.140000e-01,1.223810e-01,2.246458e+01,2.606233e+01,2.246458e+01,2.694251e-15,2.606233e+01,2.066043e+01,2.606233e+01,1.160152e+00,7.927316e-01
515,5.150000e-01,1.226190e-01,2.250828e+01,2.611303e+01,2.250828e+01,2.943192e-15,2.611303e+01,2.070063e+01,2.611303e+01,1.160152e+00,7.927316e-01
516,5.160000e-01,1.228571e-01,2.255199e+01,2.616374e+01,2.255199e+01,2.914577e-15,2.616374e+01,2.074082e+01,2.616374e+01,1.160152e+00,7.927316e-01
517,5.170000e-01,1.230952e-01,2.259569e+01,2.621444e+01,2.259569e+01,2.219828e-15,2.621444e+01,2.078102e+01,2.621444e+01,1.160152e+00,7.927316e-01
518,5.180000e-01,1.233333e-01,2.263940e+01,2.626515e+01,2.263940e+01,1.469567e-15,2.626515e+01,2.082121e+01,2.626515e+01,1.160152e+00,7.927316e-01
519,5.190000e-01,1.235714e-01,2.268310e+01,2.631585e+01,2.268310e+01,2.107086e-15,2.631585e+01,2.086141e+01,2.631585e+01,1.160152e+00,7.927316e-01
520,5.200000e-01,1.238095e-01,2.272681e+01,2.636656e+01,2.272681e+01,1.413214e-15,2.636656e+01,2.090160e+01,2.636656e+01,1.160152e+00,7.927316e-01
521,5.210000e-01,1.240476e-01,2.277052e+01,2.641726e+01,2.277052e+01,2.604967e-15,2.641726e+01,2.094180e+01,2.641726e+01,1.160152e+00,7.927316e-01
522,5.220000e-01,1.242857e-01,2.281422e+01,2.646797e+01,2.281422e+01,2.466206e-15,2.646797e+01,2.098199e+01,2.646797e+01,1.160152e+00,7.927316e-01
523,5.230000e-01,1.245238e-01,2.285793e+01,2.651867e+01,2.285793e+01,2.826169e-15,2.651867e+01,2.102219e+01,2.651867e+01,1.160152e+00,7.927316e-01
524,5.240000e-01,1.247619e-01,2.290163e+01,2.656938e+01,2.290163e+01,2.297954e-15,2.656938e+01,2.106239e+01,2.656938e+01,1.160152e+00,7.927316e-01
525,5.250000e-01,1.250000e-01,2.294534e+01,2.662008e+01,2.294534e+01,1.991783e-15,2.662008e+01,2.110258e+01,2.662008e+01,1.160152e+00,7.927316e-01
526,5.260000e-01,1.252381e-01,2.298904e+01,2.667079e+01,2.298904e+01,2.129701e-15,2.667079e+01,2.114278e+01,2.667079e+01,1.160152e+00,7.927316e-01
527,5.270000e-01,1.254762e-01,2.303275e+01,2.672149e+01,2.303275e+01,2.268496e-15,2.672149e+01,2.118297e+01,2.672149e+01,1.160152e+00,7.927316e-01
528,5.280000e-01,1.257143e-01,2.307645e+01,2.677220e+01,2.307645e+01,1.961448e-15,2.677220e+01,2.122317e+01,2.677220e+01,1.160152e+00,7.927316e-01
529,5.290000e-01,1.259524e-01,2.312016e+01,2.682290e+01,2.312016e+01,2.821011e-15,2.682290e+01,2.126336e+01,2.682290e+01,1.160152e+00,7.927316e-01
530,5.300000e-01,1.261905e-01,2.316386e+01,2.687361e+01,2.316386e+01,1.405494e-15,2.687361e+01,2.130356e+01,2.687361e+01,1.160152e+00,7.927316e-01
531,5.310000e-01,1.264286e-01,2.320757e+01,2.692431e+01,2.320757e+01,1.765457e-15,2.692431e+01,2.134375e+01,2.692431e+01,1.160152e+00,7.927316e-01
532,5.320000e-01,1.266667e-01,2.325128e+01,2.697502e+01,2.325128e+01,2.069032e-15,2.697502e+01,2.138395e+01,2.697502e+01,1.160152e+00,7.927316e-01
533,5.330000e-01,1.269048e-01,2.329498e+01,2.702572e+01,2.329498e+01,1.985782e-15,2.702572e+01,2.142414e+01,2.702572e+01,1.160152e+00,7.927316e-01
534,5.340000e-01,1.271429e-01,2.333869e+01,2.707643e+01,2.333869e+01,2.623301e-15,2.707643e+01,2.146434e+01,2.707643e+01,1.160152e+00,7.927316e-01
535,5.350000e-01,1.273810e-01,2.338239e+01,2.712713e+01,2.338239e+01,2.816730e-15,2.712713e+01,2.150453e+01,2.712713e+01,1.160152e+00,7.927316e-01
536,5.360000e-01,1.276190e-01,2.342610e+01,2.717783e+01,2.342610e+01,2.733481e-15,2.717783e+01,2.154473e+01,2.717783e+01,1.160152e+00,7.927316e-01
537,5.370000e-01,1.278571e-01,2.346980e+01,2.722854e+01,2.346980e+01,2.648478e-15,2.722854e+01,2.158493e+01,2.722854e+01,1.160152e+00,7.927316e-01
538,5.380000e-01,1.280952e-01,2.351351e+01,2.727924e+01,2.351351e+01,2.397818e-15,2.727924e+01,2.162512e+01,2.727924e+01,1.160152e+00,7.927316e-01
539,5.390000e-01,1.283333e-01,2.355721e+01,2.732995e+01,2.355721e+01,1.259856e-15,2.732995e+01,2.166532e+01,2.732995e+01,1.160152e+00,7.927316e-01
540,5.400000e-01,1.285714e-01,2.360092e+01,2.738065e+01,2.360092e+01,1.952886e-15,2.738065e+01,2.170551e+01,2.738065e+01,1.160152e+00,7.927316e-01
541,5.410000e-01,1.288095e-01,2.364462e+01,2.743136e+01,2.364462e+01,2.339728e-15,2.743136e+01,2.174571e+01,2.743136e+01,1.160152e+00,7.927316e-01
542,5.420000e-01,1.290476e-01,2.368833e+01,2.748206e+01,2.368833e+01,1.840145e-15,2.748206e+01,2.178590e+01,2.748206e+01,1.160152e+00,7.927316e-01
543,5.430000e-01,1.292857e-01,2.373203e+01,2.753277e+01,2.373203e+01,2.616441e-15,2.753277e+01,2.182610e+01,2.753277e+01,1.160152e+00,7.927316e-01
544,5.440000e-01,1.295238e-01,2.377574e+01,2.758347e+01,2.377574e+01,2.838503e-15,2.758347e+01,2.186629e+01,2.758347e+01,1.160152e+00,7.927316e-01
545,5.450000e-01,1.297619e-01,2.381945e+01,2.763418e+01,2.381945e+01,2.115121e-15,2.763418e+01,2.190649e+01,2.763418e+01,1.160152e+00,7.927316e-01
546,5.460000e-01,1.300000e-01,2.386315e+01,2.768488e+01,2.386315e+01,2.419573e-15,2.768488e+01,2.194668e+01,2.768488e+01,1.160152e+00,7.927316e-01
547,5.470000e-01,1.302381e-01,2.390686e+01,2.773559e+01,2.390686e+01,2.613879e-15,2.773559e+01,2.198688e+01,2.773559e+01,1.160152e+00,7.927316e-01
548,5.480000e-01,1.304762e-01,2.395056e+01,2.778629e+01,2.395056e+01,1.863619e-15,2.778629e+01,2.202707e+01,2.778629e+01,1.160152e+00,7.927316e-01
549,5.490000e-01,1.307143e-01,2.399427e+01,2.783700e+01,2.399427e+01,2.000660e-15,2.783700e+01,2.206727e+01,2.783700e+01,1.160152e+00,7.927316e-01
550,5.500000e-01,1.309524e-01,2.403797e+01,2.788770e+01,2.403797e+01,2.194967e-15,2.788770e+01,2.210747e+01,2.788770e+01,1.160152e+00,7.927316e-01
551,5.510000e-01,1.311905e-01,2.408168e+01,2.793841e+01,2.408168e+01,1.833285e-15,2.793841e+01,2.214766e+01,2.793841e+01,1.160152e+00,7.927316e-01
552,5.520000e-01,1.314286e-01,2.412538e+01,2.798911e+01,2.412538e+01,2.415292e-15,2.798911e+01,2.218786e+01,2.798911e+01,1.160152e+00,7.927316e-01
553,5.530000e-01,1.316667e-01,2.416909e+01,2.803982e+01,2.416909e+01,3.552411e-15,2.803982e+01,2.222805e+01,2.803982e+01,1.160152e+00,7.927316e-01
554,5.540000e-01,1.319048e-01,2.421279e+01,2.809052e+01,2.421279e+01,2.247039e-15,2.809052e+01,2.226825e+01,2.809052e+01,1.160152e+00,7.927316e-01
555,5.550000e-01,1.321429e-01,2.425650e+01,2.814123e+01,2.425650e+01,2.996457e-15,2.814123e+01,2.230844e+01,2.814123e+01,1.160152e+00,7.927316e-01
556,5.560000e-01,1.323810e-01,2.430020e+01,2.819193e+01,2.430020e+01,2.579264e-15,2.819193e+01,2.234864e+01,2.819193e+01,1.160152e+00,7.927316e-01
557,5.570000e-01,1.326190e-01,2.434391e+01,2.824264e+01,2.434391e+01,2.051048e-15,2.824264e+01,2.238883e+01,2.824264e+01,1.160152e+00,7.927316e-01
558,5.580000e-01,1.328571e-01,2.438762e+01,2.829334e+01,2.438762e+01,2.522033e-15,2.829334e+01,2.242903e+01,2.829334e+01,1.160152e+00,7.927316e-01
559,5.590000e-01,1.330952e-01,2.443132e+01,2.834405e+01,2.443132e+01,2.271373e-15,2.834405e+01,2.246922e+01,2.834405e+01,1.160152e+00,7.927316e-01
560,5.600000e-01,1.333333e-01,2.447503e+01,2.839475e+01,2.447503e+01,2.076225e-15,2.839475e+01,2.250942e+01,2.839475e+01,1.160152e+00,7.927316e-01
561,5.610000e-01,1.335714e-01,2.451873e+01,2.844546e+01,2.451873e+01,2.659109e-15,2.844546e+01,2.254961e+01,2.844546e+01,1.160152e+00,7.927316e-01
562,5.620000e-01,1.338095e-01,2.456244e+01,2.849616e+01,2.456244e+01,2.296550e-15,2.849616e+01,2.258981e+01,2.849616e+01,1.160152e+00,7.927316e-01
563,5.630000e-01,1.340476e-01,2.460614e+01,2.854687e+01,2.460614e+01,2.101401e-15,2.854687e+01,2.263001e+01,2.854687e+01,1.160152e+00,7.927316e-01
564,5.640000e-01,1.342857e-01,2.464985e+01,2.859757e+01,2.464985e+01,3.128375e-15,2.859757e+01,2.267020e+01,2.859757e+01,1.160152e+00,7.927316e-01
565,5.650000e-01,1.345238e-01,2.469355e+01,2.864828e+01,2.469355e+01,2.655670e-15,2.864828e+01,2.271040e+01,2.864828e+01,1.160152e+00,7.927316e-01
566,5.660000e-01,1.347619e-01,2.473726e+01,2.869898e+01,2.473726e+01,2.404134e-15,2.869898e+01,2.275059e+01,2.869898e+01,1.160152e+00,7.927316e-01
567,5.670000e-01,1.350000e-01,2.478096e+01,2.874969e+01,2.478096e+01,3.375596e-15,2.874969e+01,2.279079e+01,2.874969e+01,1.160152e+00,7.927316e-01
568,5.680000e-01,1.352381e-01,2.482467e+01,2.880039e+01,2.482467e+01,2.292269e-15,2.880039e+01,2.283098e+01,2.880039e+01,1.160152e+00,7.927316e-01
569,5.690000e-01,1.354762e-01,2.486838e+01,2.885110e+01,2.486838e+01,2.097997e-15,2.885110e+01,2.287118e+01,2.885110e+01,1.160152e+00,7.927316e-01
570,5.700000e-01,1.357143e-01,2.491208e+01,2.890180e+01,2.491208e+01,1.735438e-15,2.890180e+01,2.291137e+01,2.890180e+01,1.160152e+00,7.927316e-01
571,5.710000e-01,1.359524e-01,2.495579e+01,2.895251e+01,2.495579e+01,1.429267e-15,2.895251e+01,2.295157e+01,2.895251e+01,1.160152e+00,7.927316e-01
572,5.720000e-01,1.361905e-01,2.499949e+01,2.900321e+01,2.499949e+01,1.790107e-15,2.900321e+01,2.299176e+01,2.900321e+01,1.160152e+00,7.927316e-01
573,5.730000e-01,1.364286e-01,2.504320e+01,2.905392e+01,2.504320e+01,2.649670e-15,2.905392e+01,2.303196e+01,2.905392e+01,1.160152e+00,7.927316e-01
574,5.740000e-01,1.366667e-01,2.508690e+01,2.910462e+01,2.508690e+01,3.175289e-15,2.910462e+01,2.307215e+01,2.910462e+01,1.160152e+00,7.927316e-01
575,5.750000e-01,1.369048e-01,2.513061e+01,2.915533e+01,2.513061e+01,2.981018e-15,2.915533e+01,2.311235e+01,2.915533e+01,1.160152e+00,7.927316e-01
576,5.760000e-01,1.371429e-01,2.517431e+01,2.920603e+01,2.517431e+01,2.841380e-15,2.920603e+01,2.315255e+01,2.920603e+01,1.160152e+00,7.927316e-01
577,5.770000e-01,1.373810e-01,2.521802e+01,2.925674e+01,2.521802e+01,2.146631e-15,2.925674e+01,2.319274e+01,2.925674e+01,1.160152e+00,7.927316e-01
578,5.780000e-01,1.376190e-01,2.526172e+01,2.930744e+01,2.526172e+01,1.896848e-15,2.930744e+01,2.323294e+01,2.930744e+01,1.160152e+00,7.927316e-01
579,5.790000e-01,1.378571e-01,2.530543e+01,2.935815e+01,2.530543e+01,2.117156e-15,2.935815e+01,2.327313e+01,2.935815e+01,1.160152e+00,7.927316e-01
580,5.800000e-01,1.380952e-01,2.534913e+01,2.940885e+01,2.534913e+01,2.421608e-15,2.940885e+01,2.331333e+01,2.940885e+01,1.160152e+00,7.927316e-01
581,5.810000e-01,1.383333e-01,2.539284e+01,2.945956e+01,2.539284e+01,1.894269e-15,2.945956e+01,2.335352e+01,2.945956e+01,1.160152e+00,7.927316e-01
582,5.820000e-01,1.385714e-01,2.543655e+01,2.951026e+01,2.543655e+01,2.476277e-15,2.951026e+01,2.339372e+01,2.951026e+01,1.160152e+00,7.927316e-01
583,5.830000e-01,1.388095e-01,2.548025e+01,2.956097e+01,2.548025e+01,2.890874e-15,2.956097e+01,2.343391e+01,2.956097e+01,1.160152e+00,7.927316e-01
584,5.840000e-01,1.390476e-01,2.552396e+01,2.961167e+01,2.552396e+01,2.474557e-15,2.961167e+01,2.347411e+01,2.961167e+01,1.160152e+00,7.927316e-01
585,5.850000e-01,1.392857e-01,2.556766e+01,2.966238e+01,2.556766e+01,2.445942e-15,2.966238e+01,2.351430e+01,2.966238e+01,1.160152e+00,7.927316e-01
586,5.860000e-01,1.395238e-01,2.561137e+01,2.971308e+01,2.561137e+01,3.195360e-15,2.971308e+01,2.355450e+01,2.971308e+01,1.160152e+00,7.927316e-01
587,5.870000e-01,1.397619e-01,2.565507e+01,2.976379e+01,2.565507e+01,2.999334e-15,2.976379e+01,2.359469e+01,2.976379e+01,1.160152e+00,7.927316e-01
588,5.880000e-01,1.400000e-01,2.569878e+01,2.981449e+01,2.569878e+01,2.970719e-15,2.981449e+01,2.363489e+01,2.981449e+01,1.160152e+00,7.927316e-01
589,5.890000e-01,1.402381e-01,2.574248e+01,2.986520e+01,2.574248e+01,2.276847e-15,2.986520e+01,2.367509e+01,2.986520e+01,1.160152e+00,7.927316e-01
590,5.900000e-01,1.404762e-01,2.578619e+01,2.991590e+01,2.578619e+01,1.859654e-15,2.991590e+01,2.371528e+01,2.991590e+01,1.160152e+00,7.927316e-01
591,5.910000e-01,1.407143e-01,2.582989e+01,2.996661e+01,2.582989e+01,1.996695e-15,2.996661e+01,2.375548e+01,2.996661e+01,1.160152e+00,7.927316e-01
592,5.920000e-01,1.409524e-01,2.587360e+01,3.001731e+01,2.587360e+01,1.913446e-15,3.001731e+01,2.379567e+01,3.001731e+01,1.160152e+00,7.927316e-01
593,5.930000e-01,1.411905e-01,2.591730e+01,3.006802e+01,2.591730e+01,2.550964e-15,3.006802e+01,2.383587e+01,3.006802e+01,1.160152e+00,7.927316e-01
594,5.940000e-01,1.414286e-01,2.596101e+01,3.011872e+01,2.596101e+01,3.355016e-15,3.011872e+01,2.387606e+01,3.011872e+01,1.160152e+00,7.927316e-01
595,5.950000e-01,1.416667e-01,2.600472e+01,3.016942e+01,2.600472e+01,2.661144e-15,3.016942e+01,2.391626e+01,3.016942e+01,1.160152e+00,7.927316e-01
596,5.960000e-01,1.419048e-01,2.604842e+01,3.022013e+01,2.604842e+01,3.075741e-15,3.022013e+01,2.395645e+01,3.022013e+01,1.160152e+00,7.927316e-01
597,5.970000e-01,1.421429e-01,2.609213e+01,3.027083e+01,2.609213e+01,1.993291e-15,3.027083e+01,2.399665e+01,3.027083e+01,1.160152e+00,7.927316e-01
598,5.980000e-01,1.423810e-01,2.613583e+01,3.032154e+01,2.613583e+01,1.576098e-15,3.032154e+01,2.403684e+01,3.032154e+01,1.160152e+00,7.927316e-01
599,5.990000e-01,1.426190e-01,2.617954e+01,3.037224e+01,2.617954e+01,1.825038e-15,3.037224e+01,2.407704e+01,3.037224e+01,1.160152e+00,7.927316e-01
600,6.000000e-01,1.428571e-01,2.622324e+01,3.042295e+01,2.622324e+01,1.962956e-15,3.042295e+01,2.411723e+01,3.042295e+01,1.160152e+00,7.927316e-01
601,6.010000e-01,1.430952e-01,2.626695e+01,3.047365e+01,2.626695e+01,2.378430e-15,3.047365e+01,2.415743e+01,3.047365e+01,1.160152e+00,7.927316e-01
602,6.020000e-01,1.433333e-01,2.631065e+01,3.052436e+01,2.631065e+01,2.682882e-15,3.052436e+01,2.419763e+01,3.052436e+01,1.160152e+00,7.927316e-01
603,6.030000e-01,1.435714e-01,2.635436e+01,3.057506e+01,2.635436e+01,2.433099e-15,3.057506e+01,2.423782e+01,3.057506e+01,1.160152e+00,7.927316e-01
604,6.040000e-01,1.438095e-01,2.639806e+01,3.062577e+01,2.639806e+01,2.070540e-15,3.062577e+01,2.427802e+01,3.062577e+01,1.160152e+00,7.927316e-01
605,6.050000e-01,1.440476e-01,2.644177e+01,3.067647e+01,2.644177e+01,2.097436e-15,3.067647e+01,2.431821e+01,3.067647e+01,1.160152e+00,7.927316e-01
606,6.060000e-01,1.442857e-01,2.648548e+01,3.072718e+01,2.648548e+01,1.570097e-15,3.072718e+01,2.435841e+01,3.072718e+01,1.160152e+00,7.927316e-01
607,6.070000e-01,1.445238e-01,2.652918e+01,3.077788e+01,2.652918e+01,3.262328e-15,3.077788e+01,2.439860e+01,3.077788e+01,1.160152e+00,7.927316e-01
608,6.080000e-01,1.447619e-01,2.657289e+01,3.082859e+01,2.657289e+01,3.066302e-15,3.082859e+01,2.443880e+01,3.082859e+01,1.160152e+00,7.927316e-01
609,6.090000e-01,1.450000e-01,2.661659e+01,3.087929e+01,2.661659e+01,2.261408e-15,3.087929e+01,2.447899e+01,3.087929e+01,1.160152e+00,7.927316e-01
610,6.100000e-01,1.452381e-01,2.666030e+01,3.093000e+01,2.666030e+01,2.621370e-15,3.093000e+01,2.451919e+01,3.093000e+01,1.160152e+00,7.927316e-01
611,6.110000e-01,1.454762e-01,2.670400e+01,3.098070e+01,2.670400e+01,1.538920e-15,3.098070e+01,2.455938e+01,3.098070e+01,1.160152e+00,7.927316e-01
612,6.120000e-01,1.457143e-01,2.674771e+01,3.103141e+01,2.674771e+01,1.315139e-15,3.103141e+01,2.459958e+01,3.103141e+01,1.160152e+00,7.927316e-01
613,6.130000e-01,1.459524e-01,2.679141e+01,3.108211e+01,2.679141e+01,2.452258e-15,3.108211e+01,2.463977e+01,3.108211e+01,1.160152e+00,7.927316e-01
614,6.140000e-01,1.461905e-01,2.683512e+01,3.113282e+01,2.683512e+01,3.618010e-15,3.113282e+01,2.467997e+01,3.113282e+01,1.160152e+00,7.927316e-01
615,6.150000e-01,1.464286e-01,2.687882e+01,3.118352e+01,2.687882e+01,2.784483e-15,3.118352e+01,2.472017e+01,3.118352e+01,1.160152e+00,7.927316e-01
616,6.160000e-01,1.466667e-01,2.692253e+01,3.123423e+01,2.692253e+01,3.588535e-15,3.123423e+01,2.476036e+01,3.123423e+01,1.160152e+00,7.927316e-01
617,6.170000e-01,1.469048e-01,2.696623e+01,3.128493e+01,2.696623e+01,3.448897e-15,3.128493e+01,2.480056e+01,3.128493e+01,1.160152e+00,7.927316e-01
618,6.180000e-01,1.471429e-01,2.700994e+01,3.133564e+01,2.700994e+01,2.365570e-15,3.133564e+01,2.484075e+01,3.133564e+01,1.160152e+00,7.927316e-01
619,6.190000e-01,1.473810e-01,2.705365e+01,3.138634e+01,2.705365e+01,1.670821e-15,3.138634e+01,2.488095e+01,3.138634e+01,1.160152e+00,7.927316e-01
620,6.200000e-01,1.476190e-01,2.709735e+01,3.143705e+01,2.709735e+01,1.920638e-15,3.143705e+01,2.492114e+01,3.143705e+01,1.160152e+00,7.927316e-01
621,6.210000e-01,1.478571e-01,2.714106e+01,3.148775e+01,2.714106e+01,1.447057e-15,3.148775e+01,2.496134e+01,3.148775e+01,1.160152e+00,7.927316e-01
622,6.220000e-01,1.480952e-01,2.718476e+01,3.153846e+01,2.718476e+01,2.362131e-15,3.153846e+01,2.500153e+01,3.153846e+01,1.160152e+00,7.927316e-01
623,6.230000e-01,1.483333e-01,2.722847e+01,3.158916e+01,2.722847e+01,3.056038e-15,3.158916e+01,2.504173e+01,3.158916e+01,1.160152e+00,7.927316e-01
624,6.240000e-01,1.485714e-01,2.727217e+01,3.163987e+01,2.727217e+01,2.805378e-15,3.163987e+01,2.508192e+01,3.163987e+01,1.160152e+00,7.927316e-01
625,6.250000e-01,1.488095e-01,2.731588e+01,3.169057e+01,2.731588e+01,2.277163e-15,3.169057e+01,2.512212e+01,3.169057e+01,1.160152e+00,7.927316e-01
626,6.260000e-01,1.490476e-01,2.735958e+01,3.174128e+01,2.735958e+01,2.637125e-15,3.174128e+01,2.516231e+01,3.174128e+01,1.160152e+00,7.927316e-01
627,6.270000e-01,1.492857e-01,2.740329e+01,3.179198e+01,2.740329e+01,2.830555e-15,3.179198e+01,2.520251e+01,3.179198e+01,1.160152e+00,7.927316e-01
628,6.280000e-01,1.495238e-01,2.744699e+01,3.184269e+01,2.744699e+01,3.468950e-15,3.184269e+01,2.524271e+01,3.184269e+01,1.160152e+00,7.927316e-01
629,6.290000e-01,1.497619e-01,2.749070e+01,3.189339e+01,2.749070e+01,3.050880e-15,3.189339e+01,2.528290e+01,3.189339e+01,1.160152e+00,7.927316e-01
630,6.300000e-01,1.500000e-01,2.753440e+01,3.194410e+01,2.753440e+01,2.522664e-15,3.194410e+01,2.532310e+01,3.194410e+01,1.160152e+00,7.927316e-01
631,6.310000e-01,1.502381e-01,2.757811e+01,3.199480e+01,2.757811e+01,2.439415e-15,3.199480e+01,2.536329e+01,3.199480e+01,1.160152e+00,7.927316e-01
632,6.320000e-01,1.504762e-01,2.762182e+01,3.204551e+01,2.762182e+01,1.855688e-15,3.204551e+01,2.540349e+01,3.204551e+01,1.160152e+00,7.927316e-01
633,6.330000e-01,1.507143e-01,2.766552e+01,3.209621e+01,2.766552e+01,1.992730e-15,3.209621e+01,2.544368e+01,3.209621e+01,1.160152e+00,7.927316e-01
634,6.340000e-01,1.509524e-01,2.770923e+01,3.214692e+01,2.770923e+01,3.352770e-15,3.214692e+01,2.548388e+01,3.214692e+01,1.160152e+00,7.927316e-01
635,6.350000e-01,1.511905e-01,2.775293e+01,3.219762e+01,2.775293e+01,2.658021e-15,3.219762e+01,2.552407e+01,3.219762e+01,1.160152e+00,7.927316e-01
636,6.360000e-01,1.514286e-01,2.779664e+01,3.224833e+01,2.779664e+01,2.684917e-15,3.224833e+01,2.556427e+01,3.224833e+01,1.160152e+00,7.927316e-01
637,6.370000e-01,1.516667e-01,2.784034e+01,3.229903e+01,2.784034e+01,3.767402e-15,3.229903e+01,2.560446e+01,3.229903e+01,1.160152e+00,7.927316e-01
638,6.380000e-01,1.519048e-01,2.788405e+01,3.234974e+01,2.788405e+01,2.350131e-15,3.234974e+01,2.564466e+01,3.234974e+01,1.160152e+00,7.927316e-01
639,6.390000e-01,1.521429e-01,2.792775e+01,3.240044e+01,2.792775e+01,1.545236e-15,3.240044e+01,2.568485e+01,3.240044e+01,1.160152e+00,7.927316e-01
640,6.400000e-01,1.523810e-01,2.797146e+01,3.245115e+01,2.797146e+01,2.016221e-15,3.245115e+01,2.572505e+01,3.245115e+01,1.160152e+00,7.927316e-01
641,6.410000e-01,1.526190e-01,2.801516e+01,3.250185e+01,2.801516e+01,1.710050e-15,3.250185e+01,2.576525e+01,3.250185e+01,1.160152e+00,7.927316e-01
642,6.420000e-01,1.528571e-01,2.805887e+01,3.255256e+01,2.805887e+01,2.014502e-15,3.255256e+01,2.580544e+01,3.255256e+01,1.160152e+00,7.927316e-01
643,6.430000e-01,1.530952e-01,2.810258e+01,3.260326e+01,2.810258e+01,3.040599e-15,3.260326e+01,2.584564e+01,3.260326e+01,1.160152e+00,7.927316e-01
644,6.440000e-01,1.533333e-01,2.814628e+01,3.265397e+01,2.814628e+01,2.956472e-15,3.265397e+01,2.588583e+01,3.265397e+01,1.160152e+00,7.927316e-01
645,6.450000e-01,1.535714e-01,2.818999e+01,3.270467e+01,2.818999e+01,1.818511e-15,3.270467e+01,2.592603e+01,3.270467e+01,1.160152e+00,7.927316e-01
646,6.460000e-01,1.538095e-01,2.823369e+01,3.275538e+01,2.823369e+01,3.204553e-15,3.275538e+01,2.596622e+01,3.275538e+01,1.160152e+00,7.927316e-01
647,6.470000e-01,1.540476e-01,2.827740e+01,3.280608e+01,2.827740e+01,2.620826e-15,3.280608e+01,2.600642e+01,3.280608e+01,1.160152e+00,7.927316e-01
648,6.480000e-01,1.542857e-01,2.832110e+01,3.285679e+01,2.832110e+01,3.009422e-15,3.285679e+01,2.604661e+01,3.285679e+01,1.160152e+00,7.927316e-01
649,6.490000e-01,1.545238e-01,2.836481e+01,3.290749e+01,2.836481e+01,3.064073e-15,3.290749e+01,2.608681e+01,3.290749e+01,1.160152e+00,7.927316e-01
650,6.500000e-01,1.547619e-01,2.840851e+01,3.295820e+01,2.840851e+01,2.646003e-15,3.295820e+01,2.612700e+01,3.295820e+01,1.160152e+00,7.927316e-01
651,6.510000e-01,1.550000e-01,2.845222e+01,3.300890e+01,2.845222e+01,2.562754e-15,3.300890e+01,2.616720e+01,3.300890e+01,1.160152e+00,7.927316e-01
652,6.520000e-01,1.552381e-01,2.849592e+01,3.305961e+01,2.849592e+01,3.255783e-15,3.305961e+01,2.620740e+01,3.305961e+01,1.160152e+00,7.927316e-01
653,6.530000e-01,1.554762e-01,2.853963e+01,3.311031e+01,2.853963e+01,2.728445e-15,3.311031e+01,2.624759e+01,3.311031e+01,1.160152e+00,7.927316e-01
654,6.540000e-01,1.557143e-01,2.858333e+01,3.316101e+01,2.858333e+01,2.920997e-15,3.316101e+01,2.628779e+01,3.316101e+01,1.160152e+00,7.927316e-01
