refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,time
3,0.0125,0.00045323,0,0.00177446,0,0.00130487,0,117.003
4,0.00625,0.00045323,2.09688e-06,0.0017733,0.000943118,0.00130475,0.00013719,447.763
