refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,theta_L2,theta_L2_rate,theta_H1,theta_H1_rate,ux_L2,ux_L2_rate,ux_H1,ux_H1_rate,time
2,0.0353553,0,0,0,0,0,0,0,0,0,0,3.64537e-05,0,0.00946003,0,1.76175
3,0.0176777,0,0,0,0,0,0,0,0,0,0,4.56395e-06,2.99771,0.00236649,1.9991,6.78746
4,0.00883883,0,0,0,0,0,0,0,0,0,0,5.70987e-07,2.99875,0.000591716,1.99977,27.3168
