refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,time
3,0.0125,0.0566631,0,0.323274,0,0.316519,0,6.30406
4,0.00625,0.0566631,3.75699e-09,0.323274,8.53258e-09,0.316519,-1.2764e-08,30.6391
5,0.003125,0.0566631,2.33738e-10,0.323274,5.3458e-10,0.316519,-8.00847e-10,137.953
