refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,time
2,0.025,0.000249779,0,0.00101247,0,0.000722838,0,15.3183
3,0.0125,0.000249766,7.11935e-05,0.000979431,0.0478586,0.000719247,0.0071866,59.8534
4,0.00625,0.000249766,3.89435e-06,0.000977329,0.00310003,0.000719021,0.00045169,245.774
