refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,theta_L2,theta_L2_rate,theta_H1,theta_H1_rate,ux_L2,ux_L2_rate,ux_H1,ux_H1_rate,time
3,0.0176777,0,0,0,0,0,0,0,0,0,0,4.56396e-06,0,0.00236649,0,120.144
4,0.00883883,0,0,0,0,0,0,0,0,0,0,5.70988e-07,2.99876,0.000591716,1.99977,483.182
