refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,time
3,0.0125,0.000658954,0,0.00257895,0,0.00189729,0,49.045
4,0.00625,0.000658953,1.42183e-06,0.00257815,0.000446368,0.0018972,6.48787e-05,216.158
