refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,time
3,0.0125,0.0566631,0,0.323274,0,0.316519,0,3.42281
4,0.00625,0.0566631,3.77661e-09,0.323274,8.53656e-09,0.316519,-1.27639e-08,15.4957
5,0.003125,0.0566631,2.37126e-10,0.323274,5.35359e-10,0.316519,-8.00445e-10,74.0422
