refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,time
3,0.0125,0.0566631,0,0.323274,0,0.316519,0,5.24257
4,0.00625,0.0566631,3.77661e-09,0.323274,8.53655e-09,0.316519,-1.27639e-08,24.1566
5,0.003125,0.0566631,2.37086e-10,0.323274,5.35348e-10,0.316519,-8.00441e-10,92.2465
