refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,time
3,0.0125,0.0566631,0,0.323274,0,0.316519,0,4.78976
4,0.00625,0.0566631,3.77663e-09,0.323274,8.53658e-09,0.316519,-1.27639e-08,23.2876
5,0.003125,0.0566631,2.37126e-10,0.323274,5.35344e-10,0.316519,-8.00431e-10,108.766
