refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,theta_L2,theta_L2_rate,theta_H1,theta_H1_rate,ux_L2,ux_L2_rate,ux_H1,ux_H1_rate,time
2,0.025,1.02167e-06,0,0.000264923,0,7.43323e-05,0,0,0,0,0,0,0,0,0,5.42208
3,0.0125,1.27751e-07,2.99953,6.62385e-05,1.99983,1.85859e-05,1.99979,0,0,0,0,0,0,0,0,19.9947
4,0.00625,1.59702e-08,2.99988,1.65601e-05,1.99996,4.64664e-06,1.99995,0,0,0,0,0,0,0,0,86.4873
5,0.003125,1.99632e-09,2.99997,4.14006e-06,1.99999,1.16167e-06,1.99999,0,0,0,0,0,0,0,0,384.545
