refinement,h,phi_L2,phi_L2_rate,phi_H1,phi_H1_rate,M_L2,M_L2_rate,time
3,0.0125,0.0566631,0,0.323274,0,0.316519,0,6.41172
4,0.00625,0.0566631,3.77696e-09,0.323274,8.5374e-09,0.316519,-1.27637e-08,31.2398
