step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_internal,E_total,dE_internal_dt,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
0,1.000000e-03,1.000000e-03,-1.022357e+00,1.022503e+00,-3.800000e-01,9.898685e-01,0.000000e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017884e-02,1.625588e-03,-1.017886e-02,1.625562e-03,1.275721e-02,7.610743e-09,3.519002e-02,7.696743e+00,2.164970e-03,-1.586506e+02,4.022862e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.898685e-01,9.898685e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,2.000000e-03,1.000000e-03,-1.027240e+00,1.027182e+00,-3.800000e-01,1.029218e+00,3.934919e+01,0,0.000000e+00,0.000000e+00,-1.713449e-02,1.248459e-02,7.804446e-02,7.024001e-02,6.755583e-04,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017402e-02,1.625500e-03,-1.017401e-02,1.625503e-03,1.275084e-02,3.327308e-09,2.387861e-02,7.693196e+00,2.163890e-03,-1.079456e+02,4.020701e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.029218e+00,1.029893e+00,3.934918e+01,4.002474e+01,0.000000e+00,0.000000e+00,0.000000e+00
2,3.000000e-03,1.000000e-03,-1.027699e+00,1.027849e+00,-3.800000e-01,1.055460e+00,2.624250e+01,0,0.000000e+00,0.000000e+00,-2.721707e-02,2.595180e-02,1.320036e-01,8.952140e-02,1.963707e-03,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017022e-02,1.624333e-03,-1.017022e-02,1.624332e-03,1.274642e-02,2.445671e-09,2.389582e-02,7.690222e+00,2.163139e-03,-8.385126e+01,4.019073e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.055460e+00,1.057424e+00,2.624250e+01,2.753064e+01,0.000000e+00,0.000000e+00,0.000000e+00
3,4.000000e-03,1.000000e-03,-1.027105e+00,1.027229e+00,-3.800000e-01,1.074104e+00,1.864333e+01,0,0.000000e+00,0.000000e+00,-4.219362e-02,3.882986e-02,1.998361e-01,1.459428e-01,4.607600e-03,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.016890e-02,1.624116e-03,-1.016890e-02,1.624130e-03,1.274477e-02,3.421592e-09,2.404104e-02,7.689222e+00,2.162859e-03,-6.925432e+01,4.018563e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.074104e+00,1.078711e+00,1.864333e+01,2.128722e+01,0.000000e+00,0.000000e+00,0.000000e+00
4,5.000000e-03,1.000000e-03,-1.026165e+00,1.026191e+00,-3.800000e-01,1.088093e+00,1.398912e+01,0,0.000000e+00,0.000000e+00,-5.361916e-02,5.212720e-02,2.683599e-01,1.753332e-01,7.742861e-03,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.016866e-02,1.623401e-03,-1.016866e-02,1.623401e-03,1.274484e-02,1.632940e-09,2.413402e-02,7.688925e+00,2.162871e-03,-5.887349e+01,4.018304e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.088093e+00,1.095835e+00,1.398912e+01,1.712438e+01,0.000000e+00,0.000000e+00,0.000000e+00
5,6.000000e-03,1.000000e-03,-1.025087e+00,1.025002e+00,-3.800000e-01,1.099016e+00,1.092376e+01,0,0.000000e+00,0.000000e+00,-6.763077e-02,6.512088e-02,3.364981e-01,2.244006e-01,1.223179e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017337e-02,1.623779e-03,-1.017336e-02,1.623802e-03,1.275091e-02,1.788864e-09,2.420674e-02,7.692430e+00,2.163902e-03,-5.125738e+01,4.020091e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.099016e+00,1.111248e+00,1.092376e+01,1.541269e+01,0.000000e+00,0.000000e+00,0.000000e+00
6,7.000000e-03,1.000000e-03,-1.023949e+00,1.023949e+00,-3.800000e-01,1.107801e+00,8.784622e+00,0,0.000000e+00,0.000000e+00,-7.975827e-02,7.833499e-02,4.048919e-01,2.591947e-01,1.727473e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017829e-02,1.624568e-03,-1.017830e-02,1.624573e-03,1.275706e-02,2.364297e-09,2.425946e-02,7.696179e+00,2.164945e-03,-4.556108e+01,4.022061e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.107801e+00,1.125076e+00,8.784623e+00,1.382757e+01,0.000000e+00,0.000000e+00,0.000000e+00
7,8.000000e-03,1.000000e-03,-1.022828e+00,1.022870e+00,-3.800000e-01,1.115025e+00,7.224122e+00,0,0.000000e+00,0.000000e+00,-9.325854e-02,9.138903e-02,4.731164e-01,3.043651e-01,2.357850e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.018293e-02,1.625119e-03,-1.018294e-02,1.625128e-03,1.276300e-02,2.481212e-09,2.430155e-02,7.699647e+00,2.165954e-03,-4.076280e+01,4.023835e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.115025e+00,1.138604e+00,7.224123e+00,1.352789e+01,0.000000e+00,0.000000e+00,0.000000e+00
8,9.000000e-03,1.000000e-03,-1.021857e+00,1.021819e+00,-3.800000e-01,1.121071e+00,6.045949e+00,0,0.000000e+00,0.000000e+00,-1.057586e-01,1.045593e-01,5.414595e-01,3.420517e-01,3.053711e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.018418e-02,1.625501e-03,-1.018420e-02,1.625503e-03,1.276446e-02,2.509095e-09,2.432912e-02,7.700633e+00,2.166201e-03,-3.705405e+01,4.024390e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.121071e+00,1.151608e+00,6.045949e+00,1.300456e+01,0.000000e+00,0.000000e+00,0.000000e+00
9,1.000000e-02,1.000000e-03,-1.020859e+00,1.020905e+00,-3.800000e-01,1.126203e+00,5.132174e+00,0,0.000000e+00,0.000000e+00,-1.189874e-01,1.176452e-01,6.097215e-01,3.851812e-01,3.865820e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.018222e-02,1.625176e-03,-1.018223e-02,1.625195e-03,1.276200e-02,2.439505e-09,2.434748e-02,7.699146e+00,2.165784e-03,-3.395812e+01,4.023623e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.126203e+00,1.164861e+00,5.132174e+00,1.325326e+01,0.000000e+00,0.000000e+00,0.000000e+00
