step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,1.000000e-03,9.898685e-01,7.610743e-09,0.000000e+00,9.898685e-01,9.898685e-01,0.000000e+00,0.000000e+00
1,2.000000e-03,1.029218e+00,3.327308e-09,6.755583e-04,1.029218e+00,1.029893e+00,3.934918e+01,4.002474e+01
2,3.000000e-03,1.055460e+00,2.445671e-09,1.963707e-03,1.055460e+00,1.057424e+00,2.624250e+01,2.753064e+01
3,4.000000e-03,1.074104e+00,3.421592e-09,4.607600e-03,1.074104e+00,1.078711e+00,1.864333e+01,2.128722e+01
4,5.000000e-03,1.088093e+00,1.632940e-09,7.742861e-03,1.088093e+00,1.095835e+00,1.398912e+01,1.712438e+01
5,6.000000e-03,1.099016e+00,1.788864e-09,1.223179e-02,1.099016e+00,1.111248e+00,1.092376e+01,1.541269e+01
6,7.000000e-03,1.107801e+00,2.364297e-09,1.727473e-02,1.107801e+00,1.125076e+00,8.784623e+00,1.382757e+01
7,8.000000e-03,1.115025e+00,2.481212e-09,2.357850e-02,1.115025e+00,1.138604e+00,7.224123e+00,1.352789e+01
8,9.000000e-03,1.121071e+00,2.509095e-09,3.053711e-02,1.121071e+00,1.151608e+00,6.045949e+00,1.300456e+01
9,1.000000e-02,1.126203e+00,2.439505e-09,3.865820e-02,1.126203e+00,1.164861e+00,5.132174e+00,1.325326e+01
10,1.100000e-02,1.130611e+00,3.639819e-09,4.752357e-02,1.130611e+00,1.178135e+00,4.407948e+00,1.327332e+01
11,1.200000e-02,1.134435e+00,6.738551e-09,5.747310e-02,1.134435e+00,1.191908e+00,3.823890e+00,1.377342e+01
12,1.300000e-02,1.137781e+00,6.984675e-09,6.823347e-02,1.137781e+00,1.206015e+00,3.346054e+00,1.410642e+01
13,1.400000e-02,1.140732e+00,4.201499e-09,8.002252e-02,1.140732e+00,1.220754e+00,2.950426e+00,1.473948e+01
14,1.500000e-02,1.143351e+00,7.360999e-09,9.266789e-02,1.143351e+00,1.236019e+00,2.619260e+00,1.526462e+01
15,1.600000e-02,1.145690e+00,5.918457e-09,1.063051e-01,1.145690e+00,1.251995e+00,2.339326e+00,1.597655e+01
16,1.700000e-02,1.147791e+00,8.243728e-09,1.208282e-01,1.147791e+00,1.268619e+00,2.100847e+00,1.662390e+01
17,1.800000e-02,1.149687e+00,7.802171e-09,1.363196e-01,1.149687e+00,1.286006e+00,1.895888e+00,1.738732e+01
18,1.900000e-02,1.151405e+00,1.292541e-08,1.527154e-01,1.151405e+00,1.304121e+00,1.718572e+00,1.811438e+01
19,2.000000e-02,1.152970e+00,1.345492e-08,1.700650e-01,1.152970e+00,1.323035e+00,1.564066e+00,1.891369e+01
20,2.100000e-02,1.154398e+00,1.597960e-08,1.883304e-01,1.154398e+00,1.342729e+00,1.428657e+00,1.969403e+01
21,2.200000e-02,1.155707e+00,1.559750e-08,2.075408e-01,1.155707e+00,1.363248e+00,1.309219e+00,2.051957e+01
22,2.300000e-02,1.156911e+00,2.143014e-08,2.276737e-01,1.156911e+00,1.384584e+00,1.203138e+00,2.133608e+01
23,2.400000e-02,1.158019e+00,2.268378e-08,2.487463e-01,1.158019e+00,1.406766e+00,1.108812e+00,2.218145e+01
24,2.500000e-02,1.159044e+00,2.341402e-08,2.707456e-01,1.159044e+00,1.429789e+00,1.024279e+00,2.302357e+01
25,2.600000e-02,1.159992e+00,2.761985e-08,2.936815e-01,1.159992e+00,1.453673e+00,9.480379e-01,2.388391e+01
26,2.700000e-02,1.160871e+00,3.062606e-08,3.175464e-01,1.160871e+00,1.478418e+00,8.794460e-01,2.474435e+01
27,2.800000e-02,1.161688e+00,3.672046e-08,3.423461e-01,1.161688e+00,1.504034e+00,8.170015e-01,2.561667e+01
28,2.900000e-02,1.162448e+00,4.295733e-08,3.680762e-01,1.162448e+00,1.530525e+00,7.602974e-01,2.649039e+01
29,3.000000e-02,1.163157e+00,4.530966e-08,3.947400e-01,1.163157e+00,1.557897e+00,7.086006e-01,2.737240e+01
30,3.100000e-02,1.163818e+00,5.224919e-08,4.223350e-01,1.163818e+00,1.586153e+00,6.612188e-01,2.825624e+01
31,3.200000e-02,1.164436e+00,5.790581e-08,4.508631e-01,1.164436e+00,1.615299e+00,6.178295e-01,2.914595e+01
32,3.300000e-02,1.165014e+00,6.694752e-08,4.803229e-01,1.165014e+00,1.645337e+00,5.778054e-01,3.003761e+01
33,3.400000e-02,1.165555e+00,7.450724e-08,5.107155e-01,1.165555e+00,1.676270e+00,5.410952e-01,3.093365e+01
34,3.500000e-02,1.166062e+00,8.434562e-08,5.420400e-01,1.166062e+00,1.708102e+00,5.071066e-01,3.183161e+01
35,3.600000e-02,1.166538e+00,9.486905e-08,5.742970e-01,1.166538e+00,1.740835e+00,4.756714e-01,3.273273e+01
36,3.700000e-02,1.166984e+00,1.067143e-07,6.074862e-01,1.166984e+00,1.774471e+00,4.465675e-01,3.363573e+01
37,3.800000e-02,1.167404e+00,1.172272e-07,6.416078e-01,1.167404e+00,1.809012e+00,4.197336e-01,3.454133e+01
38,3.900000e-02,1.167799e+00,1.314927e-07,6.766616e-01,1.167799e+00,1.844460e+00,3.946370e-01,3.544842e+01
39,4.000000e-02,1.168170e+00,1.471562e-07,7.126478e-01,1.168170e+00,1.880818e+00,3.713686e-01,3.635753e+01
40,4.100000e-02,1.168520e+00,1.614645e-07,7.495661e-01,1.168520e+00,1.918086e+00,3.499276e-01,3.726832e+01
41,4.200000e-02,1.168850e+00,1.790711e-07,7.874169e-01,1.168850e+00,1.956267e+00,3.297321e-01,3.818047e+01
42,4.300000e-02,1.169161e+00,1.976322e-07,8.261999e-01,1.169161e+00,1.995361e+00,3.110625e-01,3.909406e+01
43,4.400000e-02,1.169454e+00,2.181341e-07,8.659152e-01,1.169454e+00,2.035370e+00,2.935891e-01,4.000891e+01
44,4.500000e-02,1.169731e+00,2.401440e-07,9.065628e-01,1.169732e+00,2.076294e+00,2.773215e-01,4.092492e+01
45,4.600000e-02,1.169994e+00,2.631703e-07,9.481427e-01,1.169994e+00,2.118137e+00,2.621111e-01,4.184202e+01
46,4.700000e-02,1.170241e+00,2.880486e-07,9.906549e-01,1.170242e+00,2.160897e+00,2.479194e-01,4.276012e+01
47,4.800000e-02,1.170476e+00,3.145155e-07,1.034099e+00,1.170476e+00,2.204576e+00,2.347298e-01,4.367924e+01
48,4.900000e-02,1.170698e+00,3.429272e-07,1.078476e+00,1.170699e+00,2.249175e+00,2.223186e-01,4.459912e+01
49,5.000000e-02,1.170909e+00,3.730856e-07,1.123785e+00,1.170910e+00,2.294695e+00,2.107409e-01,4.551984e+01
50,5.100000e-02,1.171109e+00,4.051705e-07,1.170027e+00,1.171109e+00,2.341136e+00,1.999270e-01,4.644132e+01
51,5.200000e-02,1.171299e+00,4.394813e-07,1.217200e+00,1.171299e+00,2.388500e+00,1.897428e-01,4.736344e+01
52,5.300000e-02,1.171479e+00,4.758738e-07,1.265306e+00,1.171479e+00,2.436786e+00,1.803061e-01,4.828629e+01
53,5.400000e-02,1.171650e+00,5.146969e-07,1.314345e+00,1.171651e+00,2.485995e+00,1.713214e-01,4.920960e+01
54,5.500000e-02,1.171813e+00,5.559571e-07,1.364315e+00,1.171814e+00,2.536129e+00,1.631643e-01,5.013374e+01
55,5.600000e-02,1.171969e+00,5.996303e-07,1.415218e+00,1.171969e+00,2.587187e+00,1.551476e-01,5.105801e+01
56,5.700000e-02,1.172116e+00,6.459927e-07,1.467053e+00,1.172117e+00,2.639170e+00,1.478803e-01,5.198303e+01
57,5.800000e-02,1.172257e+00,6.947404e-07,1.519821e+00,1.172258e+00,2.692079e+00,1.409146e-01,5.290836e+01
58,5.900000e-02,1.172392e+00,7.461682e-07,1.573520e+00,1.172392e+00,2.745913e+00,1.344458e-01,5.383417e+01
59,6.000000e-02,1.172520e+00,8.002779e-07,1.628152e+00,1.172521e+00,2.800673e+00,1.283655e-01,5.476037e+01
60,6.100000e-02,1.172643e+00,8.579698e-07,1.683717e+00,1.172643e+00,2.856360e+00,1.226783e-01,5.568696e+01
61,6.200000e-02,1.172760e+00,9.185436e-07,1.740213e+00,1.172761e+00,2.912974e+00,1.172474e-01,5.661381e+01
62,6.300000e-02,1.172872e+00,9.818474e-07,1.797642e+00,1.172873e+00,2.970515e+00,1.122878e-01,5.754112e+01
63,6.400000e-02,1.172979e+00,1.049052e-06,1.856003e+00,1.172980e+00,3.028984e+00,1.075309e-01,5.846862e+01
64,6.500000e-02,1.173082e+00,1.118636e-06,1.915297e+00,1.173084e+00,3.088380e+00,1.030648e-01,5.939641e+01
65,6.600000e-02,1.173181e+00,1.191926e-06,1.975522e+00,1.173182e+00,3.148705e+00,9.883259e-02,6.032443e+01
66,6.700000e-02,1.173276e+00,1.269186e-06,2.036680e+00,1.173277e+00,3.209957e+00,9.492387e-02,6.125277e+01
67,6.800000e-02,1.173367e+00,1.349273e-06,2.098770e+00,1.173368e+00,3.272139e+00,9.118505e-02,6.218127e+01
68,6.900000e-02,1.173455e+00,1.432880e-06,2.161792e+00,1.173456e+00,3.335248e+00,8.760308e-02,6.310992e+01
69,7.000000e-02,1.173539e+00,1.521326e-06,2.225747e+00,1.173540e+00,3.399287e+00,8.419624e-02,6.403874e+01
70,7.100000e-02,1.173620e+00,1.613758e-06,2.290634e+00,1.173621e+00,3.464255e+00,8.122162e-02,6.496799e+01
71,7.200000e-02,1.173698e+00,1.709758e-06,2.356453e+00,1.173700e+00,3.530152e+00,7.827312e-02,6.589724e+01
72,7.300000e-02,1.173773e+00,1.810211e-06,2.423204e+00,1.173775e+00,3.596979e+00,7.543934e-02,6.682659e+01
73,7.400000e-02,1.173846e+00,1.914150e-06,2.490887e+00,1.173848e+00,3.664735e+00,7.279407e-02,6.775614e+01
74,7.500000e-02,1.173916e+00,2.023523e-06,2.559503e+00,1.173918e+00,3.733421e+00,7.033202e-02,6.868583e+01
75,7.600000e-02,1.173984e+00,2.136369e-06,2.629050e+00,1.173986e+00,3.803037e+00,6.793686e-02,6.961561e+01
76,7.700000e-02,1.174050e+00,2.255147e-06,2.699530e+00,1.174052e+00,3.873582e+00,6.566016e-02,7.054545e+01
77,7.800000e-02,1.174113e+00,2.378746e-06,2.770942e+00,1.174116e+00,3.945058e+00,6.377685e-02,7.147571e+01
78,7.900000e-02,1.174175e+00,2.506974e-06,2.843286e+00,1.174177e+00,4.017464e+00,6.169184e-02,7.240575e+01
79,8.000000e-02,1.174235e+00,2.640107e-06,2.916562e+00,1.174237e+00,4.090799e+00,5.980424e-02,7.333594e+01
80,8.100000e-02,1.174292e+00,2.778135e-06,2.990770e+00,1.174295e+00,4.165066e+00,5.798653e-02,7.426619e+01
81,8.200000e-02,1.174349e+00,2.921269e-06,3.065911e+00,1.174351e+00,4.240262e+00,5.627176e-02,7.519653e+01
82,8.300000e-02,1.174403e+00,3.069602e-06,3.141983e+00,1.174406e+00,4.316389e+00,5.463228e-02,7.612691e+01
83,8.400000e-02,1.174456e+00,3.223285e-06,3.218987e+00,1.174459e+00,4.393446e+00,5.308858e-02,7.705737e+01
84,8.500000e-02,1.174507e+00,3.382415e-06,3.296924e+00,1.174511e+00,4.471434e+00,5.161755e-02,7.798787e+01
85,8.600000e-02,1.174557e+00,3.547016e-06,3.375792e+00,1.174561e+00,4.550353e+00,5.021824e-02,7.891841e+01
86,8.700000e-02,1.174606e+00,3.717323e-06,3.455592e+00,1.174610e+00,4.630202e+00,4.889367e-02,7.984899e+01
87,8.800000e-02,1.174654e+00,3.893309e-06,3.536324e+00,1.174658e+00,4.710981e+00,4.762596e-02,8.077960e+01
88,8.900000e-02,1.174700e+00,4.075691e-06,3.617988e+00,1.174704e+00,4.792691e+00,4.619518e-02,8.171000e+01
89,9.000000e-02,1.174745e+00,4.262789e-06,3.700583e+00,1.174749e+00,4.875332e+00,4.532216e-02,8.264086e+01
90,9.100000e-02,1.174788e+00,4.457192e-06,3.784111e+00,1.174793e+00,4.958903e+00,4.384453e-02,8.357121e+01
91,9.200000e-02,1.174831e+00,4.655741e-06,3.868569e+00,1.174836e+00,5.043406e+00,4.312992e-02,8.450211e+01
92,9.300000e-02,1.174873e+00,4.861678e-06,3.953960e+00,1.174878e+00,5.128838e+00,4.210607e-02,8.543282e+01
93,9.400000e-02,1.174914e+00,5.074205e-06,4.040282e+00,1.174919e+00,5.215202e+00,4.097743e-02,8.636327e+01
94,9.500000e-02,1.174954e+00,5.291159e-06,4.127536e+00,1.174959e+00,5.302496e+00,4.029511e-02,8.729404e+01
