step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,1.000000e-03,9.428638e-01,5.043929e-16,0.000000e+00,9.428638e-01,9.428638e-01,0.000000e+00,0.000000e+00
1,2.000000e-03,9.428638e-01,2.761750e-17,0.000000e+00,9.428638e-01,9.428638e-01,-1.305004e-06,-1.305004e-06
2,3.000000e-03,9.428638e-01,6.766461e-18,0.000000e+00,9.428638e-01,9.428638e-01,-5.236398e-07,-5.236398e-07
3,4.000000e-03,9.428638e-01,2.671155e-18,0.000000e+00,9.428638e-01,9.428638e-01,-3.073960e-07,-3.073960e-07
4,5.000000e-03,9.428638e-01,1.347643e-18,0.000000e+00,9.428638e-01,9.428638e-01,-2.081667e-07,-2.081667e-07
5,6.000000e-03,1.305736e+00,5.684499e-04,0.000000e+00,1.306304e+00,1.306304e+00,3.634407e+02,3.634407e+02
6,7.000000e-03,1.292996e+00,7.507049e-04,0.000000e+00,1.293747e+00,1.293747e+00,-1.255790e+01,-1.255790e+01
7,8.000000e-03,1.283772e+00,7.474312e-04,0.000000e+00,1.284520e+00,1.284520e+00,-9.226764e+00,-9.226764e+00
8,9.000000e-03,1.278212e+00,6.971484e-04,0.000000e+00,1.278909e+00,1.278909e+00,-5.610472e+00,-5.610472e+00
9,1.000000e-02,1.274752e+00,6.294754e-04,0.000000e+00,1.275381e+00,1.275381e+00,-3.527904e+00,-3.527904e+00
10,1.100000e-02,2.030617e+00,4.118420e-03,0.000000e+00,2.034735e+00,2.034735e+00,7.593535e+02,7.593535e+02
11,1.200000e-02,1.971988e+00,3.695544e-03,0.000000e+00,1.975684e+00,1.975684e+00,-5.905133e+01,-5.905133e+01
12,1.300000e-02,1.937961e+00,3.216674e-03,0.000000e+00,1.941178e+00,1.941178e+00,-3.450561e+01,-3.450561e+01
13,1.400000e-02,1.919708e+00,2.930487e-03,0.000000e+00,1.922638e+00,1.922638e+00,-1.854000e+01,-1.854000e+01
14,1.500000e-02,1.909305e+00,2.716998e-03,0.000000e+00,1.912022e+00,1.912022e+00,-1.061608e+01,-1.061608e+01
15,1.600000e-02,2.597018e+00,6.752983e-03,0.000000e+00,2.603771e+00,2.603771e+00,6.917494e+02,6.917494e+02
16,1.700000e-02,2.550752e+00,6.323537e-03,0.000000e+00,2.557076e+00,2.557076e+00,-4.669582e+01,-4.669582e+01
17,1.800000e-02,2.527585e+00,4.568095e-03,0.000000e+00,2.532153e+00,2.532153e+00,-2.492231e+01,-2.492231e+01
18,1.900000e-02,2.514971e+00,3.197031e-03,0.000000e+00,2.518168e+00,2.518168e+00,-1.398512e+01,-1.398512e+01
19,2.000000e-02,2.507170e+00,2.316686e-03,0.000000e+00,2.509487e+00,2.509487e+00,-8.681624e+00,-8.681624e+00
20,2.100000e-02,3.935088e+00,1.062984e-02,0.000000e+00,3.945717e+00,3.945717e+00,1.436231e+03,1.436231e+03
21,2.200000e-02,3.768680e+00,8.695835e-03,0.000000e+00,3.777375e+00,3.777375e+00,-1.683420e+02,-1.683420e+02
22,2.300000e-02,3.698472e+00,5.685873e-03,0.000000e+00,3.704157e+00,3.704157e+00,-7.321795e+01,-7.321795e+01
23,2.400000e-02,3.663124e+00,3.597134e-03,0.000000e+00,3.666721e+00,3.666721e+00,-3.743647e+01,-3.743647e+01
24,2.500000e-02,3.642314e+00,2.374517e-03,0.000000e+00,3.644689e+00,3.644689e+00,-2.203213e+01,-2.203213e+01
25,2.600000e-02,4.712911e+00,7.987572e-03,0.000000e+00,4.720898e+00,4.720898e+00,1.076210e+03,1.076210e+03
26,2.700000e-02,4.594256e+00,7.070631e-03,0.000000e+00,4.601327e+00,4.601327e+00,-1.195714e+02,-1.195714e+02
27,2.800000e-02,4.542466e+00,4.973759e-03,0.000000e+00,4.547440e+00,4.547440e+00,-5.388685e+01,-5.388685e+01
28,2.900000e-02,4.515069e+00,3.322542e-03,0.000000e+00,4.518391e+00,4.518391e+00,-2.904874e+01,-2.904874e+01
29,3.000000e-02,4.497534e+00,2.277361e-03,0.000000e+00,4.499812e+00,4.499812e+00,-1.857996e+01,-1.857996e+01
