step,time,message
1,2.000000e-03,"energy increasing: dE/dt=1.678893"
2,3.000000e-03,"energy increasing: dE/dt=5.036681"
3,4.000000e-03,"energy increasing: dE/dt=8.394469"
4,5.000000e-03,"energy increasing: dE/dt=11.752257"
5,6.000000e-03,"energy increasing: dE/dt=15.110045"
6,7.000000e-03,"energy increasing: dE/dt=18.467833"
7,8.000000e-03,"energy increasing: dE/dt=21.825621"
8,9.000000e-03,"energy increasing: dE/dt=25.183409"
9,1.000000e-02,"energy increasing: dE/dt=28.541197"
10,1.100000e-02,"energy increasing: dE/dt=31.898985"
11,1.200000e-02,"energy increasing: dE/dt=35.256773"
12,1.300000e-02,"energy increasing: dE/dt=38.614561"
13,1.400000e-02,"energy increasing: dE/dt=41.972348"
14,1.500000e-02,"energy increasing: dE/dt=45.330136"
15,1.600000e-02,"energy increasing: dE/dt=48.687924"
16,1.700000e-02,"energy increasing: dE/dt=52.045712"
17,1.800000e-02,"energy increasing: dE/dt=55.403500"
18,1.900000e-02,"energy increasing: dE/dt=58.761288"
19,2.000000e-02,"energy increasing: dE/dt=62.119076"
20,2.100000e-02,"energy increasing: dE/dt=65.476864"
21,2.200000e-02,"energy increasing: dE/dt=68.834652"
22,2.300000e-02,"energy increasing: dE/dt=72.192439"
23,2.400000e-02,"energy increasing: dE/dt=75.550227"
24,2.500000e-02,"energy increasing: dE/dt=78.908015"
25,2.600000e-02,"energy increasing: dE/dt=82.265803"
26,2.700000e-02,"energy increasing: dE/dt=85.623591"
27,2.800000e-02,"energy increasing: dE/dt=88.981379"
28,2.900000e-02,"energy increasing: dE/dt=92.339167"
29,3.000000e-02,"energy increasing: dE/dt=95.696954"
30,3.100000e-02,"energy increasing: dE/dt=99.054742"
31,3.200000e-02,"energy increasing: dE/dt=102.412530"
32,3.300000e-02,"energy increasing: dE/dt=105.770318"
33,3.400000e-02,"energy increasing: dE/dt=109.128106"
34,3.500000e-02,"energy increasing: dE/dt=112.485894"
35,3.600000e-02,"energy increasing: dE/dt=115.843682"
36,3.700000e-02,"energy increasing: dE/dt=119.201469"
37,3.800000e-02,"energy increasing: dE/dt=122.559257"
38,3.900000e-02,"energy increasing: dE/dt=125.917045"
39,4.000000e-02,"energy increasing: dE/dt=129.274833"
40,4.100000e-02,"energy increasing: dE/dt=132.632621"
41,4.200000e-02,"energy increasing: dE/dt=135.990409"
42,4.300000e-02,"energy increasing: dE/dt=139.348196"
43,4.400000e-02,"energy increasing: dE/dt=142.705984"
44,4.500000e-02,"energy increasing: dE/dt=146.063772"
45,4.600000e-02,"energy increasing: dE/dt=149.421560"
46,4.700000e-02,"energy increasing: dE/dt=152.779348"
47,4.800000e-02,"energy increasing: dE/dt=156.137135"
48,4.900000e-02,"energy increasing: dE/dt=159.494923"
49,5.000000e-02,"energy increasing: dE/dt=162.852711"
50,5.100000e-02,"energy increasing: dE/dt=166.210499"
51,5.200000e-02,"energy increasing: dE/dt=169.568287"
52,5.300000e-02,"energy increasing: dE/dt=172.926074"
53,5.400000e-02,"energy increasing: dE/dt=176.283862"
54,5.500000e-02,"energy increasing: dE/dt=179.641650"
55,5.600000e-02,"energy increasing: dE/dt=182.999437"
56,5.700000e-02,"energy increasing: dE/dt=186.357225"
57,5.800000e-02,"energy increasing: dE/dt=189.715013"
58,5.900000e-02,"energy increasing: dE/dt=193.072801"
59,6.000000e-02,"energy increasing: dE/dt=196.430588"
60,6.100000e-02,"energy increasing: dE/dt=199.788376"
61,6.200000e-02,"energy increasing: dE/dt=203.146163"
62,6.300000e-02,"energy increasing: dE/dt=206.503951"
63,6.400000e-02,"energy increasing: dE/dt=209.861739"
64,6.500000e-02,"energy increasing: dE/dt=213.219526"
65,6.600000e-02,"energy increasing: dE/dt=216.577314"
66,6.700000e-02,"energy increasing: dE/dt=219.935101"
67,6.800000e-02,"energy increasing: dE/dt=223.292889"
68,6.900000e-02,"energy increasing: dE/dt=226.650676"
69,7.000000e-02,"energy increasing: dE/dt=230.008464"
70,7.100000e-02,"energy increasing: dE/dt=233.366251"
71,7.200000e-02,"energy increasing: dE/dt=236.724039"
72,7.300000e-02,"energy increasing: dE/dt=240.081826"
73,7.400000e-02,"energy increasing: dE/dt=243.439614"
74,7.500000e-02,"energy increasing: dE/dt=246.797401"
75,7.600000e-02,"energy increasing: dE/dt=250.155188"
76,7.700000e-02,"energy increasing: dE/dt=253.512975"
