step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,1.000000e-03,9.428638e-01,5.085884e-16,0.000000e+00,9.428638e-01,9.428638e-01,0.000000e+00,0.000000e+00
1,2.000000e-03,9.428638e-01,4.763627e-17,1.678894e-03,9.428638e-01,9.445427e-01,-1.305120e-06,1.678893e+00
2,3.000000e-03,9.428638e-01,4.149074e-16,6.715576e-03,9.428638e-01,9.495794e-01,-5.237075e-07,5.036681e+00
3,4.000000e-03,9.428638e-01,2.522866e-15,1.511005e-02,9.428638e-01,9.579739e-01,-3.073362e-07,8.394469e+00
4,5.000000e-03,9.428638e-01,9.277777e-15,2.686230e-02,9.428638e-01,9.697261e-01,-2.081555e-07,1.175226e+01
5,6.000000e-03,9.428638e-01,2.547777e-14,4.197235e-02,9.428638e-01,9.848362e-01,-1.513061e-07,1.511005e+01
6,7.000000e-03,9.428638e-01,5.797325e-14,6.044018e-02,9.428638e-01,1.003304e+00,-1.149562e-07,1.846783e+01
7,8.000000e-03,9.428638e-01,1.157526e-13,8.226580e-02,9.428638e-01,1.025130e+00,-9.008583e-08,2.182562e+01
8,9.000000e-03,9.428638e-01,2.099856e-13,1.074492e-01,9.428638e-01,1.050313e+00,-7.214251e-08,2.518341e+01
9,1.000000e-02,9.428638e-01,3.540451e-13,1.359904e-01,9.428638e-01,1.078854e+00,-5.888912e-08,2.854120e+01
10,1.100000e-02,9.428638e-01,5.635157e-13,1.678894e-01,9.428638e-01,1.110753e+00,-4.879974e-08,3.189898e+01
11,1.200000e-02,9.428638e-01,8.561949e-13,2.031462e-01,9.428638e-01,1.146010e+00,-4.093104e-08,3.525677e+01
12,1.300000e-02,9.428638e-01,1.252089e-12,2.417607e-01,9.428638e-01,1.184625e+00,-3.464706e-08,3.861456e+01
13,1.400000e-02,9.428638e-01,1.773404e-12,2.837331e-01,9.428638e-01,1.226597e+00,-2.944944e-08,4.197235e+01
14,1.500000e-02,9.428638e-01,2.444536e-12,3.290632e-01,9.428638e-01,1.271927e+00,-2.534817e-08,4.533014e+01
15,1.600000e-02,9.428638e-01,3.292063e-12,3.777511e-01,9.428638e-01,1.320615e+00,-2.184974e-08,4.868792e+01
16,1.700000e-02,9.428638e-01,4.344724e-12,4.297968e-01,9.428638e-01,1.372661e+00,-1.887956e-08,5.204571e+01
17,1.800000e-02,9.428638e-01,5.633410e-12,4.852003e-01,9.428638e-01,1.428064e+00,-1.631217e-08,5.540350e+01
18,1.900000e-02,9.428638e-01,7.191150e-12,5.439616e-01,9.428638e-01,1.486825e+00,-1.393430e-08,5.876129e+01
19,2.000000e-02,9.428638e-01,9.053087e-12,6.060807e-01,9.428638e-01,1.548945e+00,-1.209843e-08,6.211908e+01
20,2.100000e-02,9.428638e-01,1.125647e-11,6.715576e-01,9.428638e-01,1.614421e+00,-1.008416e-08,6.547686e+01
21,2.200000e-02,9.428638e-01,1.384062e-11,7.403922e-01,9.428638e-01,1.683256e+00,-8.667289e-09,6.883465e+01
22,2.300000e-02,9.428638e-01,1.684693e-11,8.125847e-01,9.428638e-01,1.755448e+00,-7.053358e-09,7.219244e+01
23,2.400000e-02,9.428638e-01,2.031882e-11,8.881349e-01,9.428638e-01,1.830999e+00,-5.648371e-09,7.555023e+01
24,2.500000e-02,9.428638e-01,2.430174e-11,9.670429e-01,9.428638e-01,1.909907e+00,-4.366285e-09,7.890802e+01
25,2.600000e-02,9.428638e-01,2.884311e-11,1.049309e+00,9.428638e-01,1.992173e+00,-3.012479e-09,8.226580e+01
26,2.700000e-02,9.428638e-01,3.399234e-11,1.134932e+00,9.428638e-01,2.077796e+00,-1.782241e-09,8.562359e+01
27,2.800000e-02,9.428638e-01,3.980075e-11,1.223914e+00,9.428638e-01,2.166777e+00,-4.580780e-10,8.898138e+01
28,2.900000e-02,9.428638e-01,4.632157e-11,1.316253e+00,9.428638e-01,2.259117e+00,8.019141e-10,9.233917e+01
29,3.000000e-02,9.428638e-01,5.360992e-11,1.411950e+00,9.428638e-01,2.354814e+00,2.016165e-09,9.569695e+01
30,3.100000e-02,9.428638e-01,6.172273e-11,1.511005e+00,9.428638e-01,2.453868e+00,3.194445e-09,9.905474e+01
31,3.200000e-02,9.428638e-01,7.071875e-11,1.613417e+00,9.428638e-01,2.556281e+00,4.563239e-09,1.024125e+02
32,3.300000e-02,9.428638e-01,8.065848e-11,1.719187e+00,9.428638e-01,2.662051e+00,5.898837e-09,1.057703e+02
33,3.400000e-02,9.428638e-01,9.160412e-11,1.828316e+00,9.428638e-01,2.771179e+00,7.329137e-09,1.091281e+02
34,3.500000e-02,9.428638e-01,1.036196e-10,1.940801e+00,9.428638e-01,2.883665e+00,8.725909e-09,1.124859e+02
35,3.600000e-02,9.428638e-01,1.167704e-10,2.056645e+00,9.428638e-01,2.999509e+00,1.009548e-08,1.158437e+02
36,3.700000e-02,9.428638e-01,1.311237e-10,2.175847e+00,9.428638e-01,3.118710e+00,1.165945e-08,1.192015e+02
37,3.800000e-02,9.428638e-01,1.467480e-10,2.298406e+00,9.428638e-01,3.241270e+00,1.315870e-08,1.225593e+02
