step,time,ramp_factor,h_a_left,h_a_center,h_a_right,h_a_center_x,h_a_center_y,h_a_min,h_a_max,center_edge_ratio,uniformity
154,7.700000e-02,4.812500e-02,6.201165e+00,6.205373e+00,6.201165e+00,-2.059683e-18,6.205373e+00,6.198801e+00,6.205373e+00,1.000679e+00,9.989408e-01
155,7.750000e-02,4.843750e-02,6.241433e+00,6.245668e+00,6.241433e+00,2.697254e-18,6.245668e+00,6.239053e+00,6.245668e+00,1.000679e+00,9.989408e-01
156,7.800000e-02,4.875000e-02,6.281700e+00,6.285963e+00,6.281700e+00,7.454191e-18,6.285963e+00,6.279305e+00,6.285963e+00,1.000679e+00,9.989408e-01
157,7.850000e-02,4.906250e-02,6.321967e+00,6.326257e+00,6.321967e+00,1.221113e-17,6.326257e+00,6.319557e+00,6.326257e+00,1.000679e+00,9.989408e-01
158,7.900000e-02,4.937500e-02,6.362235e+00,6.366552e+00,6.362235e+00,-3.854309e-17,6.366552e+00,6.359809e+00,6.366552e+00,1.000679e+00,9.989408e-01
159,7.950000e-02,4.968750e-02,6.402502e+00,6.406847e+00,6.402502e+00,2.172500e-17,6.406847e+00,6.400061e+00,6.406847e+00,1.000679e+00,9.989408e-01
160,8.000000e-02,5.000000e-02,6.442769e+00,6.447141e+00,6.442769e+00,-1.273637e-18,6.447141e+00,6.440313e+00,6.447141e+00,1.000679e+00,9.989408e-01
161,8.050000e-02,5.031250e-02,6.483037e+00,6.487436e+00,6.483037e+00,3.483300e-18,6.487436e+00,6.480565e+00,6.487436e+00,1.000679e+00,9.989408e-01
162,8.100000e-02,5.062500e-02,6.523304e+00,6.527730e+00,6.523304e+00,8.240237e-18,6.527730e+00,6.520817e+00,6.527730e+00,1.000679e+00,9.989408e-01
163,8.150000e-02,5.093750e-02,6.563571e+00,6.568025e+00,6.563571e+00,-1.475840e-17,6.568025e+00,6.561069e+00,6.568025e+00,1.000679e+00,9.989408e-01
164,8.200000e-02,5.125000e-02,6.603839e+00,6.608320e+00,6.603839e+00,-1.000146e-17,6.608320e+00,6.601321e+00,6.608320e+00,1.000679e+00,9.989408e-01
165,8.250000e-02,5.156250e-02,6.644106e+00,6.648614e+00,6.644106e+00,-3.300010e-17,6.648614e+00,6.641572e+00,6.648614e+00,1.000679e+00,9.989408e-01
166,8.300000e-02,5.187500e-02,6.684373e+00,6.688909e+00,6.684373e+00,-2.824317e-17,6.688909e+00,6.681824e+00,6.688909e+00,1.000679e+00,9.989408e-01
167,8.350000e-02,5.218750e-02,6.724640e+00,6.729204e+00,6.724640e+00,3.202492e-17,6.729204e+00,6.722076e+00,6.729204e+00,1.000679e+00,9.989408e-01
168,8.400000e-02,5.250000e-02,6.764908e+00,6.769498e+00,6.764908e+00,9.026284e-18,6.769498e+00,6.762328e+00,6.769498e+00,1.000679e+00,9.989408e-01
169,8.450000e-02,5.281250e-02,6.805175e+00,6.809793e+00,6.805175e+00,1.378322e-17,6.809793e+00,6.802580e+00,6.809793e+00,1.000679e+00,9.989408e-01
170,8.500000e-02,5.312500e-02,6.845442e+00,6.850088e+00,6.845442e+00,1.421248e-17,6.850088e+00,6.842832e+00,6.850088e+00,1.000679e+00,9.989408e-01
171,8.550000e-02,5.343750e-02,6.885710e+00,6.890382e+00,6.885710e+00,1.896942e-17,6.890382e+00,6.883084e+00,6.890382e+00,1.000679e+00,9.989408e-01
172,8.600000e-02,5.375000e-02,6.925977e+00,6.930677e+00,6.925977e+00,-4.029217e-18,6.930677e+00,6.923336e+00,6.930677e+00,1.000679e+00,9.989408e-01
173,8.650000e-02,5.406250e-02,6.966244e+00,6.970971e+00,6.966244e+00,7.277198e-19,6.970971e+00,6.963588e+00,6.970971e+00,1.000679e+00,9.989408e-01
174,8.700000e-02,5.437500e-02,7.006512e+00,7.011266e+00,7.006512e+00,-2.227092e-17,7.011266e+00,7.003840e+00,7.011266e+00,1.000679e+00,9.989408e-01
175,8.750000e-02,5.468750e-02,7.046779e+00,7.051561e+00,7.046779e+00,-1.751398e-17,7.051561e+00,7.044092e+00,7.051561e+00,1.000679e+00,9.989408e-01
176,8.800000e-02,5.500000e-02,7.087046e+00,7.091855e+00,7.087046e+00,-1.275704e-17,7.091855e+00,7.084344e+00,7.091855e+00,1.000679e+00,9.989408e-01
177,8.850000e-02,5.531250e-02,7.127314e+00,7.132150e+00,7.127314e+00,-3.575568e-17,7.132150e+00,7.124596e+00,7.132150e+00,1.000679e+00,9.989408e-01
178,8.900000e-02,5.562500e-02,7.167581e+00,7.172445e+00,7.167581e+00,2.451240e-17,7.172445e+00,7.164848e+00,7.172445e+00,1.000679e+00,9.989408e-01
179,8.950000e-02,5.593750e-02,7.207848e+00,7.212739e+00,7.207848e+00,1.513766e-18,7.212739e+00,7.205100e+00,7.212739e+00,1.000679e+00,9.989408e-01
180,9.000000e-02,5.625000e-02,7.248115e+00,7.253034e+00,7.248115e+00,6.270703e-18,7.253034e+00,7.245352e+00,7.253034e+00,1.000679e+00,9.989408e-01
181,9.050000e-02,5.656250e-02,7.288383e+00,7.293329e+00,7.288383e+00,1.102764e-17,7.293329e+00,7.285604e+00,7.293329e+00,1.000679e+00,9.989408e-01
182,9.100000e-02,5.687500e-02,7.328650e+00,7.333623e+00,7.328650e+00,-1.197100e-17,7.333623e+00,7.325856e+00,7.333623e+00,1.000679e+00,9.989408e-01
183,9.150000e-02,5.718750e-02,7.368917e+00,7.373918e+00,7.368917e+00,-7.214061e-18,7.373918e+00,7.366108e+00,7.373918e+00,1.000679e+00,9.989408e-01
184,9.200000e-02,5.750000e-02,7.409185e+00,7.414212e+00,7.409185e+00,-2.457124e-18,7.414212e+00,7.406360e+00,7.414212e+00,1.000679e+00,9.989408e-01
185,9.250000e-02,5.781250e-02,7.449452e+00,7.454507e+00,7.449452e+00,-2.545576e-17,7.454507e+00,7.446612e+00,7.454507e+00,1.000679e+00,9.989408e-01
186,9.300000e-02,5.812500e-02,7.489719e+00,7.494802e+00,7.489719e+00,3.481233e-17,7.494802e+00,7.486863e+00,7.494802e+00,1.000679e+00,9.989408e-01
187,9.350000e-02,5.843750e-02,7.529987e+00,7.535096e+00,7.529987e+00,1.181369e-17,7.535096e+00,7.527115e+00,7.535096e+00,1.000679e+00,9.989408e-01
188,9.400000e-02,5.875000e-02,7.570254e+00,7.575391e+00,7.570254e+00,-3.894053e-17,7.575391e+00,7.567367e+00,7.575391e+00,1.000679e+00,9.989408e-01
189,9.450000e-02,5.906250e-02,7.610521e+00,7.615686e+00,7.610521e+00,2.132756e-17,7.615686e+00,7.607619e+00,7.615686e+00,1.000679e+00,9.989408e-01
190,9.500000e-02,5.937500e-02,7.650789e+00,7.655980e+00,7.650789e+00,-1.671077e-18,7.655980e+00,7.647871e+00,7.655980e+00,1.000679e+00,9.989408e-01
191,9.550000e-02,5.968750e-02,7.691056e+00,7.696275e+00,7.691056e+00,3.085860e-18,7.696275e+00,7.688123e+00,7.696275e+00,1.000679e+00,9.989408e-01
192,9.600000e-02,6.000000e-02,7.731323e+00,7.736569e+00,7.731323e+00,-1.991278e-17,7.736569e+00,7.728375e+00,7.736569e+00,1.000679e+00,9.989408e-01
193,9.650000e-02,6.031250e-02,7.771590e+00,7.776864e+00,7.771590e+00,-1.515584e-17,7.776864e+00,7.768627e+00,7.776864e+00,1.000679e+00,9.989408e-01
194,9.700000e-02,6.062500e-02,7.811858e+00,7.817159e+00,7.811858e+00,-1.039890e-17,7.817159e+00,7.808879e+00,7.817159e+00,1.000679e+00,9.989408e-01
195,9.750000e-02,6.093750e-02,7.852125e+00,7.857453e+00,7.852125e+00,-3.339754e-17,7.857453e+00,7.849131e+00,7.857453e+00,1.000679e+00,9.989408e-01
196,9.800000e-02,6.125000e-02,7.892392e+00,7.897748e+00,7.892392e+00,2.687054e-17,7.897748e+00,7.889383e+00,7.897748e+00,1.000679e+00,9.989408e-01
197,9.850000e-02,6.156250e-02,7.932660e+00,7.938043e+00,7.932660e+00,3.162748e-17,7.938043e+00,7.929635e+00,7.938043e+00,1.000679e+00,9.989408e-01
198,9.900000e-02,6.187500e-02,7.972927e+00,7.978337e+00,7.972927e+00,8.628843e-18,7.978337e+00,7.969887e+00,7.978337e+00,1.000679e+00,9.989408e-01
199,9.950000e-02,6.218750e-02,8.013194e+00,8.018632e+00,8.013194e+00,1.338578e-17,8.018632e+00,8.010139e+00,8.018632e+00,1.000679e+00,9.989408e-01
200,1.000000e-01,6.250000e-02,8.053462e+00,8.058927e+00,8.053462e+00,-9.612858e-18,8.058927e+00,8.050391e+00,8.058927e+00,1.000679e+00,9.989408e-01
201,1.005000e-01,6.281250e-02,8.093729e+00,8.099221e+00,8.093729e+00,-9.183595e-18,8.099221e+00,8.090643e+00,8.099221e+00,1.000679e+00,9.989408e-01
202,1.010000e-01,6.312500e-02,8.133996e+00,8.139516e+00,8.133996e+00,-9.898432e-20,8.139516e+00,8.130895e+00,8.139516e+00,1.000679e+00,9.989408e-01
203,1.015000e-01,6.343750e-02,8.174264e+00,8.179810e+00,8.174264e+00,3.302793e-19,8.179810e+00,8.171147e+00,8.179810e+00,1.000679e+00,9.989408e-01
204,1.020000e-01,6.375000e-02,8.214531e+00,8.220105e+00,8.214531e+00,-2.266836e-17,8.220105e+00,8.211399e+00,8.220105e+00,1.000679e+00,9.989408e-01
205,1.025000e-01,6.406250e-02,8.254798e+00,8.260400e+00,8.254798e+00,3.759973e-17,8.260400e+00,8.251651e+00,8.260400e+00,1.000679e+00,9.989408e-01
206,1.030000e-01,6.437500e-02,8.295065e+00,8.300694e+00,8.295065e+00,-4.091006e-17,8.300694e+00,8.291903e+00,8.300694e+00,1.000679e+00,9.989408e-01
207,1.035000e-01,6.468750e-02,8.335333e+00,8.340989e+00,8.335333e+00,-3.615312e-17,8.340989e+00,8.332155e+00,8.340989e+00,1.000679e+00,9.989408e-01
208,1.040000e-01,6.500000e-02,8.375600e+00,8.381284e+00,8.375600e+00,2.411496e-17,8.381284e+00,8.372406e+00,8.381284e+00,1.000679e+00,9.989408e-01
209,1.045000e-01,6.531250e-02,8.415867e+00,8.421578e+00,8.415867e+00,1.116326e-18,8.421578e+00,8.412658e+00,8.421578e+00,1.000679e+00,9.989408e-01
210,1.050000e-01,6.562500e-02,8.456135e+00,8.461873e+00,8.456135e+00,5.873263e-18,8.461873e+00,8.452910e+00,8.461873e+00,1.000679e+00,9.989408e-01
211,1.055000e-01,6.593750e-02,8.496402e+00,8.502168e+00,8.496402e+00,1.063020e-17,8.502168e+00,8.493162e+00,8.502168e+00,1.000679e+00,9.989408e-01
212,1.060000e-01,6.625000e-02,8.536669e+00,8.542462e+00,8.536669e+00,-1.236844e-17,8.542462e+00,8.533414e+00,8.542462e+00,1.000679e+00,9.989408e-01
213,1.065000e-01,6.656250e-02,8.576937e+00,8.582757e+00,8.576937e+00,-1.193918e-17,8.582757e+00,8.573666e+00,8.582757e+00,1.000679e+00,9.989408e-01
214,1.070000e-01,6.687500e-02,8.617204e+00,8.623051e+00,8.617204e+00,-3.061014e-17,8.623051e+00,8.613918e+00,8.623051e+00,1.000679e+00,9.989408e-01
215,1.075000e-01,6.718750e-02,8.657471e+00,8.663346e+00,8.657471e+00,-3.018088e-17,8.663346e+00,8.654170e+00,8.663346e+00,1.000679e+00,9.989408e-01
216,1.080000e-01,6.750000e-02,8.697739e+00,8.703641e+00,8.697739e+00,3.441489e-17,8.703641e+00,8.694422e+00,8.703641e+00,1.000679e+00,9.989408e-01
217,1.085000e-01,6.781250e-02,8.738006e+00,8.743935e+00,8.738006e+00,3.484415e-17,8.743935e+00,8.734674e+00,8.743935e+00,1.000679e+00,9.989408e-01
218,1.090000e-01,6.812500e-02,8.778273e+00,8.784230e+00,8.778273e+00,1.617318e-17,8.784230e+00,8.774926e+00,8.784230e+00,1.000679e+00,9.989408e-01
219,1.095000e-01,6.843750e-02,8.818541e+00,8.824525e+00,8.818541e+00,1.660245e-17,8.824525e+00,8.815178e+00,8.824525e+00,1.000679e+00,9.989408e-01
220,1.100000e-01,6.875000e-02,8.858808e+00,8.864819e+00,8.858808e+00,-2.068518e-18,8.864819e+00,8.855430e+00,8.864819e+00,1.000679e+00,9.989408e-01
221,1.105000e-01,6.906250e-02,8.899075e+00,8.905114e+00,8.899075e+00,-1.639254e-18,8.905114e+00,8.895682e+00,8.905114e+00,1.000679e+00,9.989408e-01
222,1.110000e-01,6.937500e-02,8.939342e+00,8.945408e+00,8.939342e+00,-2.031022e-17,8.945408e+00,8.935934e+00,8.945408e+00,1.000679e+00,9.989408e-01
223,1.115000e-01,6.968750e-02,8.979610e+00,8.985703e+00,8.979610e+00,-1.988096e-17,8.985703e+00,8.976186e+00,8.985703e+00,1.000679e+00,9.989408e-01
224,1.120000e-01,7.000000e-02,9.019877e+00,9.025998e+00,9.019877e+00,-1.079635e-17,9.025998e+00,9.016438e+00,9.025998e+00,1.000679e+00,9.989408e-01
225,1.125000e-01,7.031250e-02,9.060144e+00,9.066292e+00,9.060144e+00,-1.036708e-17,9.066292e+00,9.056690e+00,9.066292e+00,1.000679e+00,9.989408e-01
226,1.130000e-01,7.062500e-02,9.100412e+00,9.106587e+00,9.100412e+00,2.647310e-17,9.106587e+00,9.096942e+00,9.106587e+00,1.000679e+00,9.989408e-01
227,1.135000e-01,7.093750e-02,9.140679e+00,9.146882e+00,9.140679e+00,2.690237e-17,9.146882e+00,9.137194e+00,9.146882e+00,1.000679e+00,9.989408e-01
228,1.140000e-01,7.125000e-02,9.180946e+00,9.187176e+00,9.180946e+00,8.231403e-18,9.187176e+00,9.177446e+00,9.187176e+00,1.000679e+00,9.989408e-01
229,1.145000e-01,7.156250e-02,9.221214e+00,9.227471e+00,9.221214e+00,8.660666e-18,9.227471e+00,9.217698e+00,9.227471e+00,1.000679e+00,9.989408e-01
230,1.150000e-01,7.187500e-02,9.261481e+00,9.267766e+00,9.261481e+00,-1.001030e-17,9.267766e+00,9.257949e+00,9.267766e+00,1.000679e+00,9.989408e-01
231,1.155000e-01,7.218750e-02,9.301748e+00,9.308060e+00,9.301748e+00,-9.581035e-18,9.308060e+00,9.298201e+00,9.308060e+00,1.000679e+00,9.989408e-01
232,1.160000e-01,7.250000e-02,9.342016e+00,9.348355e+00,9.342016e+00,-2.825200e-17,9.348355e+00,9.338453e+00,9.348355e+00,1.000679e+00,9.989408e-01
233,1.165000e-01,7.281250e-02,9.382283e+00,9.388649e+00,9.382283e+00,-2.782274e-17,9.388649e+00,9.378705e+00,9.388649e+00,1.000679e+00,9.989408e-01
234,1.170000e-01,7.312500e-02,9.422550e+00,9.428944e+00,9.422550e+00,3.677302e-17,9.428944e+00,9.418957e+00,9.428944e+00,1.000679e+00,9.989408e-01
235,1.175000e-01,7.343750e-02,9.462817e+00,9.469239e+00,9.462817e+00,3.720229e-17,9.469239e+00,9.459209e+00,9.469239e+00,1.000679e+00,9.989408e-01
236,1.180000e-01,7.375000e-02,9.503085e+00,9.509533e+00,9.503085e+00,1.853132e-17,9.509533e+00,9.499461e+00,9.509533e+00,1.000679e+00,9.989408e-01
237,1.185000e-01,7.406250e-02,9.543352e+00,9.549828e+00,9.543352e+00,-8.794989e-18,9.549828e+00,9.539713e+00,9.549828e+00,1.000679e+00,9.989408e-01
238,1.190000e-01,7.437500e-02,9.583619e+00,9.590123e+00,9.583619e+00,-4.038052e-18,9.590123e+00,9.579965e+00,9.590123e+00,1.000679e+00,9.989408e-01
239,1.195000e-01,7.468750e-02,9.623887e+00,9.630417e+00,9.623887e+00,7.188853e-19,9.630417e+00,9.620217e+00,9.630417e+00,1.000679e+00,9.989408e-01
240,1.200000e-01,7.500000e-02,9.664154e+00,9.670712e+00,9.664154e+00,5.475822e-18,9.670712e+00,9.660469e+00,9.670712e+00,1.000679e+00,9.989408e-01
241,1.205000e-01,7.531250e-02,9.704421e+00,9.711006e+00,9.704421e+00,1.023276e-17,9.711006e+00,9.700721e+00,9.711006e+00,1.000679e+00,9.989408e-01
242,1.210000e-01,7.562500e-02,9.744689e+00,9.751301e+00,9.744689e+00,1.498970e-17,9.751301e+00,9.740973e+00,9.751301e+00,1.000679e+00,9.989408e-01
243,1.215000e-01,7.593750e-02,9.784956e+00,9.791596e+00,9.784956e+00,1.974663e-17,9.791596e+00,9.781225e+00,9.791596e+00,1.000679e+00,9.989408e-01
244,1.220000e-01,7.625000e-02,9.825223e+00,9.831890e+00,9.825223e+00,2.450357e-17,9.831890e+00,9.821477e+00,9.831890e+00,1.000679e+00,9.989408e-01
245,1.225000e-01,7.656250e-02,9.865491e+00,9.872185e+00,9.865491e+00,-2.625064e-17,9.872185e+00,9.861729e+00,9.872185e+00,1.000679e+00,9.989408e-01
246,1.230000e-01,7.687500e-02,9.905758e+00,9.912480e+00,9.905758e+00,-2.149371e-17,9.912480e+00,9.901981e+00,9.912480e+00,1.000679e+00,9.989408e-01
247,1.235000e-01,7.718750e-02,9.946025e+00,9.952774e+00,9.946025e+00,6.691132e-18,9.952774e+00,9.942233e+00,9.952774e+00,1.000679e+00,9.989408e-01
248,1.240000e-01,7.750000e-02,9.986292e+00,9.993069e+00,9.986292e+00,-1.197983e-17,9.993069e+00,9.982485e+00,9.993069e+00,1.000679e+00,9.989408e-01
249,1.245000e-01,7.781250e-02,1.002656e+01,1.003336e+01,1.002656e+01,1.620501e-17,1.003336e+01,1.002274e+01,1.003336e+01,1.000679e+00,9.989408e-01
250,1.250000e-01,7.812500e-02,1.006683e+01,1.007366e+01,1.006683e+01,6.189388e-18,1.007366e+01,1.006299e+01,1.007366e+01,1.000679e+00,9.989408e-01
251,1.255000e-01,7.843750e-02,1.010709e+01,1.011395e+01,1.010709e+01,-2.113692e-17,1.011395e+01,1.010324e+01,1.011395e+01,1.000679e+00,9.989408e-01
252,1.260000e-01,7.875000e-02,1.014736e+01,1.015425e+01,1.014736e+01,1.570326e-17,1.015425e+01,1.014349e+01,1.015425e+01,1.000679e+00,9.989408e-01
253,1.265000e-01,7.906250e-02,1.018763e+01,1.019454e+01,1.018763e+01,-1.162305e-17,1.019454e+01,1.018374e+01,1.019454e+01,1.000679e+00,9.989408e-01
254,1.270000e-01,7.937500e-02,1.022790e+01,1.023484e+01,1.022790e+01,-6.866113e-18,1.023484e+01,1.022400e+01,1.023484e+01,1.000679e+00,9.989408e-01
255,1.275000e-01,7.968750e-02,1.026816e+01,1.027513e+01,1.026816e+01,-2.109176e-18,1.027513e+01,1.026425e+01,1.027513e+01,1.000679e+00,9.989408e-01
256,1.280000e-01,8.000000e-02,1.030843e+01,1.031543e+01,1.030843e+01,2.647761e-18,1.031543e+01,1.030450e+01,1.031543e+01,1.000679e+00,9.989408e-01
257,1.285000e-01,8.031250e-02,1.034870e+01,1.035572e+01,1.034870e+01,7.404698e-18,1.035572e+01,1.034475e+01,1.035572e+01,1.000679e+00,9.989408e-01
258,1.290000e-01,8.062500e-02,1.038897e+01,1.039602e+01,1.038897e+01,1.216164e-17,1.039602e+01,1.038500e+01,1.039602e+01,1.000679e+00,9.989408e-01
259,1.295000e-01,8.093750e-02,1.042923e+01,1.043631e+01,1.042923e+01,1.691857e-17,1.043631e+01,1.042526e+01,1.043631e+01,1.000679e+00,9.989408e-01
260,1.300000e-01,8.125000e-02,1.046950e+01,1.047660e+01,1.046950e+01,2.167551e-17,1.047660e+01,1.046551e+01,1.047660e+01,1.000679e+00,9.989408e-01
261,1.305000e-01,8.156250e-02,1.050977e+01,1.051690e+01,1.050977e+01,2.643245e-17,1.051690e+01,1.050576e+01,1.051690e+01,1.000679e+00,9.989408e-01
262,1.310000e-01,8.187500e-02,1.055003e+01,1.055719e+01,1.055003e+01,-2.432177e-17,1.055719e+01,1.054601e+01,1.055719e+01,1.000679e+00,9.989408e-01
263,1.315000e-01,8.218750e-02,1.059030e+01,1.059749e+01,1.059030e+01,3.863072e-18,1.059749e+01,1.058626e+01,1.059749e+01,1.000679e+00,9.989408e-01
264,1.320000e-01,8.250000e-02,1.063057e+01,1.063778e+01,1.063057e+01,-1.480789e-17,1.063778e+01,1.062652e+01,1.063778e+01,1.000679e+00,9.989408e-01
265,1.325000e-01,8.281250e-02,1.067084e+01,1.067808e+01,1.067084e+01,1.337695e-17,1.067808e+01,1.066677e+01,1.067808e+01,1.000679e+00,9.989408e-01
266,1.330000e-01,8.312500e-02,1.071110e+01,1.071837e+01,1.071110e+01,-5.294020e-18,1.071837e+01,1.070702e+01,1.071837e+01,1.000679e+00,9.989408e-01
267,1.335000e-01,8.343750e-02,1.075137e+01,1.075867e+01,1.075137e+01,2.289082e-17,1.075867e+01,1.074727e+01,1.075867e+01,1.000679e+00,9.989408e-01
268,1.340000e-01,8.375000e-02,1.079164e+01,1.079896e+01,1.079164e+01,4.219855e-18,1.079896e+01,1.078752e+01,1.079896e+01,1.000679e+00,9.989408e-01
269,1.345000e-01,8.406250e-02,1.083191e+01,1.083926e+01,1.083191e+01,-2.310646e-17,1.083926e+01,1.082778e+01,1.083926e+01,1.000679e+00,9.989408e-01
270,1.350000e-01,8.437500e-02,1.087217e+01,1.087955e+01,1.087217e+01,1.373373e-17,1.087955e+01,1.086803e+01,1.087955e+01,1.000679e+00,9.989408e-01
271,1.355000e-01,8.468750e-02,1.091244e+01,1.091985e+01,1.091244e+01,-1.359258e-17,1.091985e+01,1.090828e+01,1.091985e+01,1.000679e+00,9.989408e-01
272,1.360000e-01,8.500000e-02,1.095271e+01,1.096014e+01,1.095271e+01,2.324760e-17,1.096014e+01,1.094853e+01,1.096014e+01,1.000679e+00,9.989408e-01
273,1.365000e-01,8.531250e-02,1.099298e+01,1.100043e+01,1.099298e+01,-4.078709e-18,1.100043e+01,1.098878e+01,1.100043e+01,1.000679e+00,9.989408e-01
274,1.370000e-01,8.562500e-02,1.103324e+01,1.104073e+01,1.103324e+01,6.782277e-19,1.104073e+01,1.102904e+01,1.104073e+01,1.000679e+00,9.989408e-01
275,1.375000e-01,8.593750e-02,1.107351e+01,1.108102e+01,1.107351e+01,5.435165e-18,1.108102e+01,1.106929e+01,1.108102e+01,1.000679e+00,9.989408e-01
276,1.380000e-01,8.625000e-02,1.111378e+01,1.112132e+01,1.111378e+01,1.019210e-17,1.112132e+01,1.110954e+01,1.112132e+01,1.000679e+00,9.989408e-01
277,1.385000e-01,8.656250e-02,1.115404e+01,1.116161e+01,1.115404e+01,1.494904e-17,1.116161e+01,1.114979e+01,1.116161e+01,1.000679e+00,9.989408e-01
278,1.390000e-01,8.687500e-02,1.119431e+01,1.120191e+01,1.119431e+01,1.970598e-17,1.120191e+01,1.119004e+01,1.120191e+01,1.000679e+00,9.989408e-01
279,1.395000e-01,8.718750e-02,1.123458e+01,1.124220e+01,1.123458e+01,2.446291e-17,1.124220e+01,1.123030e+01,1.124220e+01,1.000679e+00,9.989408e-01
280,1.400000e-01,8.750000e-02,1.127485e+01,1.128250e+01,1.127485e+01,-2.629130e-17,1.128250e+01,1.127055e+01,1.128250e+01,1.000679e+00,9.989408e-01
281,1.405000e-01,8.781250e-02,1.131511e+01,1.132279e+01,1.131511e+01,-2.153436e-17,1.132279e+01,1.131080e+01,1.132279e+01,1.000679e+00,9.989408e-01
282,1.410000e-01,8.812500e-02,1.135538e+01,1.136309e+01,1.135538e+01,-1.677743e-17,1.136309e+01,1.135105e+01,1.136309e+01,1.000679e+00,9.989408e-01
283,1.415000e-01,8.843750e-02,1.139565e+01,1.140338e+01,1.139565e+01,-1.202049e-17,1.140338e+01,1.139130e+01,1.140338e+01,1.000679e+00,9.989408e-01
284,1.420000e-01,8.875000e-02,1.143592e+01,1.144368e+01,1.143592e+01,-7.263553e-18,1.144368e+01,1.143156e+01,1.144368e+01,1.000679e+00,9.989408e-01
285,1.425000e-01,8.906250e-02,1.147618e+01,1.148397e+01,1.147618e+01,-2.506616e-18,1.148397e+01,1.147181e+01,1.148397e+01,1.000679e+00,9.989408e-01
286,1.430000e-01,8.937500e-02,1.151645e+01,1.152426e+01,1.151645e+01,2.250321e-18,1.152426e+01,1.151206e+01,1.152426e+01,1.000679e+00,9.989408e-01
287,1.435000e-01,8.968750e-02,1.155672e+01,1.156456e+01,1.155672e+01,7.007258e-18,1.156456e+01,1.155231e+01,1.156456e+01,1.000679e+00,9.989408e-01
288,1.440000e-01,9.000000e-02,1.159698e+01,1.160485e+01,1.159698e+01,1.176419e-17,1.160485e+01,1.159256e+01,1.160485e+01,1.000679e+00,9.989408e-01
289,1.445000e-01,9.031250e-02,1.163725e+01,1.164515e+01,1.163725e+01,1.652113e-17,1.164515e+01,1.163281e+01,1.164515e+01,1.000679e+00,9.989408e-01
290,1.450000e-01,9.062500e-02,1.167752e+01,1.168544e+01,1.167752e+01,2.127807e-17,1.168544e+01,1.167307e+01,1.168544e+01,1.000679e+00,9.989408e-01
291,1.455000e-01,9.093750e-02,1.171779e+01,1.172574e+01,1.171779e+01,2.603501e-17,1.172574e+01,1.171332e+01,1.172574e+01,1.000679e+00,9.989408e-01
292,1.460000e-01,9.125000e-02,1.175805e+01,1.176603e+01,1.175805e+01,-2.471921e-17,1.176603e+01,1.175357e+01,1.176603e+01,1.000679e+00,9.989408e-01
293,1.465000e-01,9.156250e-02,1.179832e+01,1.180633e+01,1.179832e+01,-1.996227e-17,1.180633e+01,1.179382e+01,1.180633e+01,1.000679e+00,9.989408e-01
294,1.470000e-01,9.187500e-02,1.183859e+01,1.184662e+01,1.183859e+01,-1.520533e-17,1.184662e+01,1.183407e+01,1.184662e+01,1.000679e+00,9.989408e-01
295,1.475000e-01,9.218750e-02,1.187886e+01,1.188692e+01,1.187886e+01,-1.044840e-17,1.188692e+01,1.187433e+01,1.188692e+01,1.000679e+00,9.989408e-01
296,1.480000e-01,9.250000e-02,1.191912e+01,1.192721e+01,1.191912e+01,-5.691460e-18,1.192721e+01,1.191458e+01,1.192721e+01,1.000679e+00,9.989408e-01
297,1.485000e-01,9.281250e-02,1.195939e+01,1.196751e+01,1.195939e+01,-9.345231e-19,1.196751e+01,1.195483e+01,1.196751e+01,1.000679e+00,9.989408e-01
298,1.490000e-01,9.312500e-02,1.199966e+01,1.200780e+01,1.199966e+01,3.822414e-18,1.200780e+01,1.199508e+01,1.200780e+01,1.000679e+00,9.989408e-01
299,1.495000e-01,9.343750e-02,1.203993e+01,1.204810e+01,1.203993e+01,8.579351e-18,1.204810e+01,1.203533e+01,1.204810e+01,1.000679e+00,9.989408e-01
300,1.500000e-01,9.375000e-02,1.208019e+01,1.208839e+01,1.208019e+01,1.333629e-17,1.208839e+01,1.207559e+01,1.208839e+01,1.000679e+00,9.989408e-01
301,1.505000e-01,9.406250e-02,1.212046e+01,1.212868e+01,1.212046e+01,1.809323e-17,1.212868e+01,1.211584e+01,1.212868e+01,1.000679e+00,9.989408e-01
302,1.510000e-01,9.437500e-02,1.216073e+01,1.216898e+01,1.216073e+01,2.285016e-17,1.216898e+01,1.215609e+01,1.216898e+01,1.000679e+00,9.989408e-01
303,1.515000e-01,9.468750e-02,1.220099e+01,1.220927e+01,1.220099e+01,2.760710e-17,1.220927e+01,1.219634e+01,1.220927e+01,1.000679e+00,9.989408e-01
304,1.520000e-01,9.500000e-02,1.224126e+01,1.224957e+01,1.224126e+01,-2.314712e-17,1.224957e+01,1.223659e+01,1.224957e+01,1.000679e+00,9.989408e-01
305,1.525000e-01,9.531250e-02,1.228153e+01,1.228986e+01,1.228153e+01,-1.839018e-17,1.228986e+01,1.227685e+01,1.228986e+01,1.000679e+00,9.989408e-01
306,1.530000e-01,9.562500e-02,1.232180e+01,1.233016e+01,1.232180e+01,-1.363324e-17,1.233016e+01,1.231710e+01,1.233016e+01,1.000679e+00,9.989408e-01
