step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_internal,E_total,dE_internal_dt,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
0,1.000000e-03,1.000000e-03,-1.000000e+00,1.000934e+00,-3.800000e-01,9.429761e-01,0.000000e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.006269e-02,3.189141e-03,-2.006270e-02,3.189050e-03,2.513095e-02,2.349269e-08,4.539399e-02,7.588309e+00,2.132432e-03,-8.218249e-01,3.992311e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429761e-01,9.429761e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,2.000000e-03,1.000000e-03,-1.000000e+00,1.001217e+00,-3.800000e-01,9.429761e-01,-2.885563e-06,0,0.000000e+00,0.000000e+00,-1.234819e-02,1.623808e-02,6.441759e-02,3.220879e-02,5.400032e-04,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.004457e-02,3.184020e-03,-2.004455e-02,3.183940e-03,2.510841e-02,2.704298e-08,4.538611e-02,7.581520e+00,2.130519e-03,-7.456655e-01,3.988718e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429761e-01,9.435161e-01,6.647199e-07,5.400039e-01,0.000000e+00,0.000000e+00,0.000000e+00
2,3.000000e-03,1.000000e-03,-1.000001e+00,1.001408e+00,-3.800000e-01,9.429761e-01,3.364371e-06,0,0.000000e+00,0.000000e+00,-2.484161e-02,3.147009e-02,1.208618e-01,6.043092e-02,2.078754e-03,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.002706e-02,3.182155e-03,-2.002704e-02,3.182088e-03,2.508581e-02,2.645928e-08,4.535793e-02,7.575006e+00,2.128602e-03,-7.132384e-01,3.985774e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429761e-01,9.450549e-01,2.780676e-06,1.538753e+00,0.000000e+00,0.000000e+00,0.000000e+00
3,4.000000e-03,1.000000e-03,-1.000001e+00,1.001552e+00,-3.800000e-01,9.429761e-01,5.042903e-06,0,0.000000e+00,0.000000e+00,-3.732106e-02,4.682032e-02,1.783033e-01,8.915163e-02,4.632781e-03,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.001487e-02,3.180710e-03,-2.001486e-02,3.180649e-03,2.507024e-02,2.469722e-08,4.533545e-02,7.570444e+00,2.127280e-03,-6.958954e-01,3.983623e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429761e-01,9.476089e-01,3.280847e-06,2.554030e+00,0.000000e+00,0.000000e+00,0.000000e+00
4,5.000000e-03,1.000000e-03,-1.000001e+00,1.001669e+00,-3.800000e-01,9.429761e-01,5.712756e-06,0,0.000000e+00,0.000000e+00,-4.980221e-02,6.215587e-02,2.356201e-01,1.178101e-01,8.194746e-03,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.000506e-02,3.179971e-03,-2.000505e-02,3.179916e-03,2.505743e-02,2.338141e-08,4.531617e-02,7.566815e+00,2.126194e-03,-6.900783e-01,3.981920e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429761e-01,9.511709e-01,4.396941e-06,3.561969e+00,0.000000e+00,0.000000e+00,0.000000e+00
5,6.000000e-03,1.000000e-03,-1.000000e+00,1.001767e+00,-3.800000e-01,9.429761e-01,6.169778e-06,0,0.000000e+00,0.000000e+00,-6.228318e-02,7.749325e-02,2.929525e-01,1.464763e-01,1.276620e-02,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-1.999706e-02,3.178262e-03,-1.999704e-02,3.178215e-03,2.504767e-02,2.283703e-08,4.529744e-02,7.563745e+00,2.125365e-03,-6.917935e-01,3.980349e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429761e-01,9.557423e-01,5.625396e-06,4.571455e+00,0.000000e+00,0.000000e+00,0.000000e+00
6,7.000000e-03,1.000000e-03,-1.000000e+00,1.001851e+00,-3.800000e-01,9.429761e-01,6.580454e-06,0,0.000000e+00,0.000000e+00,-7.476419e-02,9.283040e-02,3.502847e-01,1.751424e-01,1.834686e-02,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-1.999004e-02,3.177494e-03,-1.999003e-02,3.177449e-03,2.503867e-02,2.268646e-08,4.528010e-02,7.561125e+00,2.124602e-03,-6.945319e-01,3.979066e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429761e-01,9.613230e-01,6.429890e-06,5.580671e+00,0.000000e+00,0.000000e+00,0.000000e+00
7,8.000000e-03,1.000000e-03,-1.000000e+00,1.001926e+00,-3.800000e-01,9.429761e-01,6.861175e-06,0,0.000000e+00,0.000000e+00,-8.724522e-02,1.081676e-01,4.076175e-01,2.038088e-01,2.493679e-02,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-1.998411e-02,3.176419e-03,-1.998409e-02,3.176377e-03,2.503131e-02,2.270823e-08,4.526340e-02,7.558870e+00,2.123977e-03,-6.962906e-01,3.977921e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429762e-01,9.679129e-01,6.882940e-06,6.589934e+00,0.000000e+00,0.000000e+00,0.000000e+00
8,9.000000e-03,1.000000e-03,-1.000000e+00,1.001992e+00,-3.800000e-01,9.429761e-01,7.081670e-06,0,0.000000e+00,0.000000e+00,-9.972627e-02,1.235047e-01,4.656787e-01,2.324751e-01,3.253597e-02,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-1.997888e-02,3.175552e-03,-1.997886e-02,3.175516e-03,2.502476e-02,2.276626e-08,4.524726e-02,7.556893e+00,2.123421e-03,-6.974713e-01,3.976925e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429762e-01,9.755121e-01,7.139699e-06,7.599193e+00,0.000000e+00,0.000000e+00,0.000000e+00
9,1.000000e-02,1.000000e-03,-1.000000e+00,1.002053e+00,-3.800000e-01,9.429761e-01,7.259572e-06,0,0.000000e+00,0.000000e+00,-1.122073e-01,1.388419e-01,5.238720e-01,2.611415e-01,4.114442e-02,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-1.997422e-02,3.174718e-03,-1.997421e-02,3.174683e-03,2.501900e-02,2.285650e-08,4.523099e-02,7.555122e+00,2.122933e-03,-6.987737e-01,3.976015e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.429762e-01,9.841206e-01,7.349818e-06,8.608457e+00,0.000000e+00,0.000000e+00,0.000000e+00
