step,time,message
1,1.000000e-04,"internal energy increasing: dE_internal/dt=0.000302"
2,1.500000e-04,"divU large: L2=0.120614, Linf=7.178103"
2,1.500000e-04,"internal energy increasing: dE_internal/dt=0.023898"
3,2.000000e-04,"divU large: L2=0.306689, Linf=6.469172"
3,2.000000e-04,"internal energy increasing: dE_internal/dt=0.194644"
4,2.500000e-04,"divU large: L2=0.583289, Linf=11.383102"
4,2.500000e-04,"internal energy increasing: dE_internal/dt=0.832458"
5,3.000000e-04,"theta bounds violated: [-1.090111, 1.110255]"
5,3.000000e-04,"divU large: L2=9.565134, Linf=248.318167"
5,3.000000e-04,"internal energy increasing: dE_internal/dt=41260.782075"
6,3.500000e-04,"theta bounds violated: [-1.099782, 1.130933]"
6,3.500000e-04,"divU large: L2=7.073721, Linf=173.283997"
6,3.500000e-04,"internal energy increasing: dE_internal/dt=568.179965"
7,4.000000e-04,"theta bounds violated: [-1.106685, 1.139851]"
7,4.000000e-04,"divU large: L2=5.871736, Linf=140.708838"
8,4.500000e-04,"theta bounds violated: [-1.103544, 1.146552]"
8,4.500000e-04,"divU large: L2=5.387767, Linf=117.187570"
9,5.000000e-04,"theta bounds violated: [-1.107223, 1.151264]"
9,5.000000e-04,"divU large: L2=5.154874, Linf=106.665272"
10,5.500000e-04,"theta bounds violated: [-1.133852, 1.112774]"
10,5.500000e-04,"divU large: L2=19.723284, Linf=475.828459"
10,5.500000e-04,"internal energy increasing: dE_internal/dt=66812.300600"
