step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,5.000000e-05,9.429761e-01,2.129690e-08,0.000000e+00,9.429762e-01,9.429762e-01,0.000000e+00,0.000000e+00
1,1.000000e-04,9.429761e-01,5.221140e-08,1.811175e+01,9.429762e-01,1.905473e+01,3.017537e-04,3.622351e+05
2,1.500000e-04,9.429761e-01,1.255663e-06,6.972148e+01,9.429774e-01,7.066446e+01,2.389779e-02,1.032195e+06
3,2.000000e-04,9.429761e-01,1.099205e-05,1.553835e+02,9.429871e-01,1.563265e+02,1.946440e-01,1.713241e+06
4,2.500000e-04,9.429761e-01,5.261318e-05,2.748517e+02,9.430287e-01,2.757947e+02,8.324579e-01,2.389365e+06
5,3.000000e-04,3.003878e+00,2.189481e-03,4.276662e+02,3.006068e+00,4.306723e+02,4.126078e+04,3.097550e+06
6,3.500000e-04,3.028973e+00,5.503707e-03,6.148038e+02,3.034477e+00,6.178383e+02,5.681800e+02,3.743320e+06
7,4.000000e-04,2.980727e+00,9.497727e-03,8.355579e+02,2.990225e+00,8.385481e+02,-8.850417e+02,4.414196e+06
8,4.500000e-04,2.936017e+00,1.321439e-02,1.089940e+03,2.949231e+00,1.092889e+03,-8.198714e+02,5.086816e+06
9,5.000000e-04,2.898852e+00,1.643539e-02,1.378849e+03,2.915288e+00,1.381764e+03,-6.788682e+02,5.777509e+06
