step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,5.000000e-04,9.433684e-01,3.472667e-07,0.000000e+00,9.433688e-01,9.433688e-01,0.000000e+00,0.000000e+00
1,1.000000e-03,9.433685e-01,3.518792e-07,0.000000e+00,9.433689e-01,9.433689e-01,1.200883e-04,1.200883e-04
2,1.500000e-03,9.433686e-01,3.523265e-07,0.000000e+00,9.433689e-01,9.433689e-01,1.694547e-04,1.694547e-04
3,2.000000e-03,9.433687e-01,3.528401e-07,0.000000e+00,9.433690e-01,9.433690e-01,1.488320e-04,1.488320e-04
4,2.500000e-03,9.433687e-01,3.533256e-07,0.000000e+00,9.433691e-01,9.433691e-01,1.379757e-04,1.379757e-04
5,3.000000e-03,9.734392e-01,1.217032e-06,0.000000e+00,9.734404e-01,9.734404e-01,6.014258e+01,6.014258e+01
6,3.500000e-03,9.743127e-01,3.589161e-06,0.000000e+00,9.743163e-01,9.743163e-01,1.751844e+00,1.751844e+00
7,4.000000e-03,9.739716e-01,4.337810e-06,0.000000e+00,9.739760e-01,9.739760e-01,-6.806551e-01,-6.806551e-01
8,4.500000e-03,9.736176e-01,4.772832e-06,0.000000e+00,9.736224e-01,9.736224e-01,-7.070914e-01,-7.070914e-01
9,5.000000e-03,9.733706e-01,5.071870e-06,0.000000e+00,9.733756e-01,9.733756e-01,-4.935772e-01,-4.935772e-01
10,5.500000e-03,9.752891e-01,5.050879e-06,0.000000e+00,9.752942e-01,9.752942e-01,3.837078e+00,3.837078e+00
11,6.000000e-03,9.748971e-01,5.332712e-06,0.000000e+00,9.749025e-01,9.749025e-01,-7.834002e-01,-7.834002e-01
12,6.500000e-03,9.748561e-01,5.958068e-06,0.000000e+00,9.748621e-01,9.748621e-01,-8.076309e-02,-8.076309e-02
13,7.000000e-03,9.748106e-01,6.330110e-06,0.000000e+00,9.748169e-01,9.748169e-01,-9.031386e-02,-9.031386e-02
14,7.500000e-03,9.747670e-01,6.516039e-06,0.000000e+00,9.747735e-01,9.747735e-01,-8.678221e-02,-8.678221e-02
15,8.000000e-03,1.081419e+00,3.128500e-06,0.000000e+00,1.081422e+00,1.081422e+00,2.132968e+02,2.132968e+02
16,8.500000e-03,1.078212e+00,3.118797e-06,0.000000e+00,1.078215e+00,1.078215e+00,-6.414548e+00,-6.414548e+00
17,9.000000e-03,1.074761e+00,3.336266e-06,0.000000e+00,1.074764e+00,1.074764e+00,-6.900351e+00,-6.900351e+00
18,9.500000e-03,1.072536e+00,3.490143e-06,0.000000e+00,1.072540e+00,1.072540e+00,-4.449236e+00,-4.449236e+00
19,1.000000e-02,1.071106e+00,3.574431e-06,0.000000e+00,1.071110e+00,1.071110e+00,-2.859676e+00,-2.859676e+00
