step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_total,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
34,3.500000e-02,1.000000e-03,-1.000021e+00,1.086040e+00,-2.000000e-01,9.431407e-01,8.519875e-03,0,0.000000e+00,1.317190e+00,-1.442425e+00,3.380727e-02,2.833294e+00,9.547060e-01,1.940871e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.215899e-01,-8.439518e-01,1.342014e-01,-8.439519e-01,1.342013e-01,1.057290e+00,2.392761e-05,1.754322e+00,4.255885e+02,1.196187e-01,-1.244913e+00,2.246807e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.470892e+00,2.884036e+00,1.125007e+02,0.000000e+00,0.000000e+00,0.000000e+00
35,3.600000e-02,1.000000e-03,-1.000022e+00,1.086572e+00,-2.000000e-01,9.431492e-01,8.530005e-03,0,0.000000e+00,1.328609e+00,-1.484853e+00,3.480054e-02,2.917028e+00,9.829337e-01,2.056721e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.225921e-01,-8.439096e-01,1.341941e-01,-8.439096e-01,1.341940e-01,1.057236e+00,2.393885e-05,1.754234e+00,4.255674e+02,1.196126e-01,-1.246045e+00,2.246710e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.446394e+00,2.999895e+00,1.158590e+02,0.000000e+00,0.000000e+00,0.000000e+00
36,3.700000e-02,1.000000e-03,-1.000023e+00,1.087090e+00,-2.000000e-01,9.431577e-01,8.539819e-03,0,0.000000e+00,1.326688e+00,-1.527281e+00,3.579374e-02,3.000781e+00,1.011174e+00,2.175930e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.254405e-01,-8.438684e-01,1.341871e-01,-8.438685e-01,1.341869e-01,1.057184e+00,2.395111e-05,1.754147e+00,4.255468e+02,1.196067e-01,-1.247132e+00,2.246615e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.472868e+00,3.119112e+00,1.192172e+02,0.000000e+00,0.000000e+00,0.000000e+00
37,3.800000e-02,1.000000e-03,-1.000024e+00,1.087593e+00,-2.000000e-01,9.431663e-01,8.549334e-03,0,0.000000e+00,1.331338e+00,-1.569709e+00,3.678686e-02,3.084554e+00,1.039426e+00,2.298497e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.379562e-01,-8.438283e-01,1.341802e-01,-8.438283e-01,1.341800e-01,1.057133e+00,2.396445e-05,1.754063e+00,4.255267e+02,1.196010e-01,-1.248178e+00,2.246522e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.427429e+00,3.241687e+00,1.225755e+02,0.000000e+00,0.000000e+00,0.000000e+00
38,3.900000e-02,1.000000e-03,-1.000025e+00,1.088083e+00,-2.000000e-01,9.431749e-01,8.558566e-03,0,0.000000e+00,1.353201e+00,-1.612137e+00,3.777990e-02,3.168345e+00,1.067692e+00,2.424422e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.301957e-01,-8.437891e-01,1.341734e-01,-8.437892e-01,1.341733e-01,1.057084e+00,2.397891e-05,1.753981e+00,4.255071e+02,1.195954e-01,-1.249187e+00,2.246431e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.601431e+00,3.367621e+00,1.259338e+02,0.000000e+00,0.000000e+00,0.000000e+00
39,4.000000e-02,1.000000e-03,-1.000026e+00,1.088560e+00,-2.000000e-01,9.431834e-01,8.567531e-03,0,0.000000e+00,1.352598e+00,-1.654566e+00,3.877286e-02,3.252155e+00,1.095970e+00,2.553706e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.167101e-01,-8.437509e-01,1.341669e-01,-8.437509e-01,1.341667e-01,1.057035e+00,2.399455e-05,1.753901e+00,4.254880e+02,1.195899e-01,-1.250161e+00,2.246343e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.402153e+00,3.496913e+00,1.292921e+02,0.000000e+00,0.000000e+00,0.000000e+00
40,4.100000e-02,1.000000e-03,-1.000026e+00,1.089026e+00,-2.000000e-01,9.431920e-01,8.576243e-03,0,0.000000e+00,1.318919e+00,-1.696995e+00,3.976575e-02,3.335981e+00,1.124263e+00,2.686348e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.520332e-01,-8.437135e-01,1.341604e-01,-8.437136e-01,1.341603e-01,1.056988e+00,2.401144e-05,1.753822e+00,4.254693e+02,1.195846e-01,-1.251102e+00,2.246256e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.399939e+00,3.629564e+00,1.326504e+02,0.000000e+00,0.000000e+00,0.000000e+00
41,4.200000e-02,1.000000e-03,-1.000027e+00,1.089479e+00,-2.000000e-01,9.432006e-01,8.584715e-03,0,0.000000e+00,1.362434e+00,-1.739424e+00,4.075856e-02,3.419825e+00,1.152569e+00,2.822348e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.177474e-01,-8.436770e-01,1.341542e-01,-8.436771e-01,1.341540e-01,1.056942e+00,2.402963e-05,1.753746e+00,4.254510e+02,1.195793e-01,-1.252013e+00,2.246172e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.415179e+00,3.765572e+00,1.360088e+02,0.000000e+00,0.000000e+00,0.000000e+00
42,4.300000e-02,1.000000e-03,-1.000028e+00,1.089922e+00,-2.000000e-01,9.432092e-01,8.592958e-03,0,0.000000e+00,1.319874e+00,-1.781853e+00,4.175129e-02,3.503685e+00,1.180891e+00,2.961706e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.182410e-01,-8.436413e-01,1.341480e-01,-8.436413e-01,1.341479e-01,1.056897e+00,2.404917e-05,1.753671e+00,4.254331e+02,1.195742e-01,-1.252895e+00,2.246089e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.380103e+00,3.904940e+00,1.393671e+02,0.000000e+00,0.000000e+00,0.000000e+00
43,4.400000e-02,1.000000e-03,-1.000029e+00,1.090355e+00,-2.000000e-01,9.432178e-01,8.600985e-03,0,0.000000e+00,1.349931e+00,-1.824283e+00,4.274394e-02,3.587561e+00,1.209226e+00,3.104423e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.174709e-01,-8.436063e-01,1.341420e-01,-8.436063e-01,1.341419e-01,1.056852e+00,2.407014e-05,1.753597e+00,4.254156e+02,1.195692e-01,-1.253752e+00,2.246008e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.437609e+00,4.047665e+00,1.427255e+02,0.000000e+00,0.000000e+00,0.000000e+00
44,4.500000e-02,1.000000e-03,-1.000030e+00,1.090777e+00,-2.000000e-01,9.432264e-01,8.608806e-03,0,0.000000e+00,1.325594e+00,-1.866713e+00,4.373651e-02,3.671452e+00,1.237578e+00,3.250499e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.136806e-01,-8.435720e-01,1.341362e-01,-8.435720e-01,1.341360e-01,1.056809e+00,2.409258e-05,1.753526e+00,4.253984e+02,1.195643e-01,-1.254583e+00,2.245929e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.431719e+00,4.193749e+00,1.460839e+02,0.000000e+00,0.000000e+00,0.000000e+00
45,4.600000e-02,1.000000e-03,-1.000030e+00,1.091190e+00,-2.000000e-01,9.432350e-01,8.616432e-03,0,0.000000e+00,1.331270e+00,-1.909143e+00,4.472901e-02,3.755357e+00,1.265945e+00,3.399932e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.528975e-01,-8.435384e-01,1.341304e-01,-8.435385e-01,1.341302e-01,1.056767e+00,2.411656e-05,1.753455e+00,4.253816e+02,1.195595e-01,-1.255391e+00,2.245851e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.435643e+00,4.343191e+00,1.494424e+02,0.000000e+00,0.000000e+00,0.000000e+00
46,4.700000e-02,1.000000e-03,-1.000031e+00,1.091594e+00,-2.000000e-01,9.432436e-01,8.623871e-03,0,0.000000e+00,1.322814e+00,-1.951573e+00,4.572144e-02,3.839277e+00,1.294327e+00,3.552724e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.160362e-01,-8.435055e-01,1.341247e-01,-8.435055e-01,1.341245e-01,1.056725e+00,2.414215e-05,1.753386e+00,4.253651e+02,1.195548e-01,-1.256177e+00,2.245774e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.426607e+00,4.495992e+00,1.528008e+02,0.000000e+00,0.000000e+00,0.000000e+00
47,4.800000e-02,1.000000e-03,-1.000032e+00,1.091989e+00,-2.000000e-01,9.432523e-01,8.631133e-03,0,0.000000e+00,1.328177e+00,-1.994004e+00,4.671379e-02,3.923210e+00,1.322727e+00,3.708875e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.170620e-01,-8.434731e-01,1.341192e-01,-8.434732e-01,1.341190e-01,1.056684e+00,2.416939e-05,1.753318e+00,4.253490e+02,1.195501e-01,-1.256942e+00,2.245699e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.471697e+00,4.652151e+00,1.561593e+02,0.000000e+00,0.000000e+00,0.000000e+00
48,4.900000e-02,1.000000e-03,-1.000033e+00,1.092376e+00,-2.000000e-01,9.432609e-01,8.638227e-03,0,0.000000e+00,1.322422e+00,-2.036435e+00,4.770607e-02,4.007157e+00,1.351143e+00,3.868384e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.187284e-01,-8.434414e-01,1.341138e-01,-8.434415e-01,1.341135e-01,1.056644e+00,2.419836e-05,1.753252e+00,4.253331e+02,1.195456e-01,-1.257687e+00,2.245626e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.430359e+00,4.811669e+00,1.595177e+02,0.000000e+00,0.000000e+00,0.000000e+00
49,5.000000e-02,1.000000e-03,-1.000033e+00,1.092755e+00,-2.000000e-01,9.432695e-01,8.645159e-03,0,0.000000e+00,1.334278e+00,-2.078866e+00,4.869828e-02,4.091115e+00,1.379576e+00,4.031252e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.193722e-01,-8.434103e-01,1.341084e-01,-8.434104e-01,1.341082e-01,1.056604e+00,2.422910e-05,1.753187e+00,4.253175e+02,1.195411e-01,-1.258413e+00,2.245553e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.465427e+00,4.974545e+00,1.628762e+02,0.000000e+00,0.000000e+00,0.000000e+00
50,5.100000e-02,1.000000e-03,-1.000034e+00,1.093126e+00,-2.000000e-01,9.432782e-01,8.651937e-03,0,0.000000e+00,1.386913e+00,-2.121298e+00,4.969042e-02,4.175085e+00,1.408027e+00,4.197478e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.027897e-01,-8.433797e-01,1.341032e-01,-8.433798e-01,1.341030e-01,1.056566e+00,2.426169e-05,1.753122e+00,4.253022e+02,1.195368e-01,-1.259120e+00,2.245482e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.470331e+00,5.140780e+00,1.662348e+02,0.000000e+00,0.000000e+00,0.000000e+00
51,5.200000e-02,1.000000e-03,-1.000035e+00,1.093489e+00,-2.000000e-01,9.432869e-01,8.658569e-03,0,0.000000e+00,1.351921e+00,-2.163729e+00,5.068250e-02,4.259066e+00,1.436496e+00,4.367062e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.153809e-01,-8.433496e-01,1.340980e-01,-8.433497e-01,1.340978e-01,1.056528e+00,2.429616e-05,1.753059e+00,4.252871e+02,1.195325e-01,-1.259809e+00,2.245412e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.522170e+00,5.310373e+00,1.695933e+02,0.000000e+00,0.000000e+00,0.000000e+00
52,5.300000e-02,1.000000e-03,-1.000035e+00,1.093846e+00,-2.000000e-01,9.432955e-01,8.665061e-03,0,0.000000e+00,1.361310e+00,-2.206161e+00,5.167452e-02,4.343058e+00,1.464983e+00,4.540005e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.469395e-01,-8.433201e-01,1.340930e-01,-8.433201e-01,1.340927e-01,1.056490e+00,2.433259e-05,1.752997e+00,4.252723e+02,1.195282e-01,-1.260482e+00,2.245344e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.412921e+00,5.483325e+00,1.729518e+02,0.000000e+00,0.000000e+00,0.000000e+00
53,5.400000e-02,1.000000e-03,-1.000036e+00,1.094195e+00,-2.000000e-01,9.433042e-01,8.671418e-03,0,0.000000e+00,1.324474e+00,-2.248593e+00,5.266647e-02,4.427059e+00,1.493489e+00,4.716307e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.132003e-01,-8.432910e-01,1.340880e-01,-8.432911e-01,1.340877e-01,1.056454e+00,2.437102e-05,1.752937e+00,4.252578e+02,1.195241e-01,-1.261139e+00,2.245276e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.435729e+00,5.659636e+00,1.763104e+02,0.000000e+00,0.000000e+00,0.000000e+00
54,5.500000e-02,1.000000e-03,-1.000036e+00,1.094539e+00,-2.000000e-01,9.433129e-01,8.677646e-03,0,0.000000e+00,1.324768e+00,-2.291026e+00,5.365837e-02,4.511070e+00,1.522014e+00,4.895967e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.137807e-01,-8.432624e-01,1.340831e-01,-8.432625e-01,1.340828e-01,1.056417e+00,2.441151e-05,1.752877e+00,4.252435e+02,1.195200e-01,-1.261779e+00,2.245209e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.423737e+00,5.839305e+00,1.796690e+02,0.000000e+00,0.000000e+00,0.000000e+00
55,5.600000e-02,1.000000e-03,-1.000037e+00,1.094875e+00,-2.000000e-01,9.433215e-01,8.683751e-03,0,0.000000e+00,1.334121e+00,-2.333458e+00,5.465022e-02,4.595089e+00,1.550558e+00,5.078986e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.269690e-01,-8.432342e-01,1.340783e-01,-8.432343e-01,1.340780e-01,1.056382e+00,2.445409e-05,1.752818e+00,4.252294e+02,1.195159e-01,-1.262404e+00,2.245144e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.427908e+00,6.022332e+00,1.830276e+02,0.000000e+00,0.000000e+00,0.000000e+00
56,5.700000e-02,1.000000e-03,-1.000037e+00,1.095206e+00,-2.000000e-01,9.433302e-01,8.689738e-03,0,0.000000e+00,1.375473e+00,-2.375891e+00,5.564201e-02,4.679117e+00,1.579122e+00,5.265364e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.416697e-01,-8.432065e-01,1.340735e-01,-8.432066e-01,1.340733e-01,1.056347e+00,2.449883e-05,1.752759e+00,4.252155e+02,1.195120e-01,-1.263014e+00,2.245079e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.393887e+00,6.208719e+00,1.863862e+02,0.000000e+00,0.000000e+00,0.000000e+00
57,5.800000e-02,1.000000e-03,-1.000038e+00,1.095531e+00,-2.000000e-01,9.433389e-01,8.695611e-03,0,0.000000e+00,1.333216e+00,-2.418324e+00,5.663376e-02,4.763151e+00,1.608262e+00,5.455100e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.121974e-01,-8.431792e-01,1.340689e-01,-8.431793e-01,1.340686e-01,1.056312e+00,2.454576e-05,1.752702e+00,4.252018e+02,1.195081e-01,-1.263610e+00,2.245016e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.429004e+00,6.398463e+00,1.897449e+02,0.000000e+00,0.000000e+00,0.000000e+00
58,5.900000e-02,1.000000e-03,-1.000039e+00,1.095850e+00,-2.000000e-01,9.433476e-01,8.701374e-03,0,0.000000e+00,1.600019e+00,-2.460757e+00,5.762546e-02,4.847193e+00,1.638082e+00,5.648195e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.473490e-01,-8.431523e-01,1.340643e-01,-8.431524e-01,1.340640e-01,1.056278e+00,2.459492e-05,1.752646e+00,4.251884e+02,1.195042e-01,-1.264191e+00,2.244953e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.443605e+00,6.591567e+00,1.931035e+02,0.000000e+00,0.000000e+00,0.000000e+00
59,6.000000e-02,1.000000e-03,-1.000039e+00,1.096163e+00,-2.000000e-01,9.433563e-01,8.707031e-03,0,0.000000e+00,1.392616e+00,-2.503191e+00,5.861713e-02,4.931241e+00,1.667940e+00,5.844648e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.169165e-01,-8.431258e-01,1.340597e-01,-8.431259e-01,1.340594e-01,1.056245e+00,2.464636e-05,1.752590e+00,4.251751e+02,1.195004e-01,-1.264759e+00,2.244891e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.439967e+00,6.788029e+00,1.964622e+02,0.000000e+00,0.000000e+00,0.000000e+00
60,6.100000e-02,1.000000e-03,-1.000040e+00,1.096471e+00,-2.000000e-01,9.433651e-01,8.712587e-03,0,0.000000e+00,1.385189e+00,-2.545625e+00,5.960876e-02,5.015294e+00,1.697832e+00,6.044460e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,7.959774e-01,-8.430997e-01,1.340553e-01,-8.430998e-01,1.340549e-01,1.056212e+00,2.470009e-05,1.752536e+00,4.251620e+02,1.194967e-01,-1.265312e+00,2.244830e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.438678e+00,6.987850e+00,1.998209e+02,0.000000e+00,0.000000e+00,0.000000e+00
61,6.200000e-02,1.000000e-03,-1.000040e+00,1.096774e+00,-2.000000e-01,9.433738e-01,8.718043e-03,0,0.000000e+00,1.341458e+00,-2.588058e+00,6.060036e-02,5.099353e+00,1.727756e+00,6.247631e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.136576e-01,-8.430739e-01,1.340509e-01,-8.430740e-01,1.340505e-01,1.056179e+00,2.475617e-05,1.752482e+00,4.251491e+02,1.194930e-01,-1.265852e+00,2.244770e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.435672e+00,7.191030e+00,2.031796e+02,0.000000e+00,0.000000e+00,0.000000e+00
62,6.300000e-02,1.000000e-03,-1.000041e+00,1.097072e+00,-2.000000e-01,9.433825e-01,8.723404e-03,0,0.000000e+00,1.330773e+00,-2.630493e+00,6.159193e-02,5.183416e+00,1.757709e+00,6.454161e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.969850e-01,-8.430485e-01,1.340465e-01,-8.430486e-01,1.340462e-01,1.056147e+00,2.481460e-05,1.752428e+00,4.251364e+02,1.194894e-01,-1.266379e+00,2.244710e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.427560e+00,7.397568e+00,2.065383e+02,0.000000e+00,0.000000e+00,0.000000e+00
63,6.400000e-02,1.000000e-03,-1.000041e+00,1.097365e+00,-2.000000e-01,9.433912e-01,8.728673e-03,0,0.000000e+00,1.335720e+00,-2.672927e+00,6.258348e-02,5.267482e+00,1.787688e+00,6.664049e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.197283e-01,-8.430234e-01,1.340423e-01,-8.430235e-01,1.340419e-01,1.056115e+00,2.487542e-05,1.752376e+00,4.251238e+02,1.194858e-01,-1.266893e+00,2.244652e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.449500e+00,7.607465e+00,2.098971e+02,0.000000e+00,0.000000e+00,0.000000e+00
64,6.500000e-02,1.000000e-03,-1.000041e+00,1.097654e+00,-2.000000e-01,9.434000e-01,8.733850e-03,0,0.000000e+00,1.329834e+00,-2.715361e+00,6.357501e-02,5.351553e+00,1.817691e+00,6.877296e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.092874e-01,-8.429987e-01,1.340380e-01,-8.429988e-01,1.340377e-01,1.056084e+00,2.493865e-05,1.752324e+00,4.251114e+02,1.194822e-01,-1.267394e+00,2.244594e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.630783e+00,7.820721e+00,2.132558e+02,0.000000e+00,0.000000e+00,0.000000e+00
65,6.600000e-02,1.000000e-03,-1.000042e+00,1.097938e+00,-2.000000e-01,9.434087e-01,8.738940e-03,0,0.000000e+00,1.426263e+00,-2.757796e+00,6.456653e-02,5.435626e+00,1.847714e+00,7.093902e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,1.103908e+00,-8.429742e-01,1.340339e-01,-8.429744e-01,1.340335e-01,1.056053e+00,2.500430e-05,1.752273e+00,4.250992e+02,1.194787e-01,-1.267882e+00,2.244537e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.530898e+00,8.037335e+00,2.166146e+02,0.000000e+00,0.000000e+00,0.000000e+00
66,6.700000e-02,1.000000e-03,-1.000042e+00,1.098217e+00,-2.000000e-01,9.434174e-01,8.743944e-03,0,0.000000e+00,1.367145e+00,-2.800231e+00,6.555804e-02,5.519701e+00,1.877756e+00,7.313866e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,9.520695e-01,-8.429501e-01,1.340297e-01,-8.429503e-01,1.340293e-01,1.056022e+00,2.507238e-05,1.752222e+00,4.250871e+02,1.194753e-01,-1.268357e+00,2.244480e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.620372e+00,8.257309e+00,2.199734e+02,0.000000e+00,0.000000e+00,0.000000e+00
67,6.800000e-02,1.000000e-03,-1.000043e+00,1.098493e+00,-2.000000e-01,9.434262e-01,8.748863e-03,0,0.000000e+00,1.865372e+00,-2.842666e+00,6.654954e-02,5.603778e+00,1.907813e+00,7.537190e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,9.301661e-01,-8.429263e-01,1.340257e-01,-8.429264e-01,1.340253e-01,1.055992e+00,2.514290e-05,1.752173e+00,4.250752e+02,1.194719e-01,-1.268820e+00,2.244425e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.668800e+00,8.480641e+00,2.233322e+02,0.000000e+00,0.000000e+00,0.000000e+00
68,6.900000e-02,1.000000e-03,-1.000043e+00,1.098764e+00,-2.000000e-01,9.434349e-01,8.753700e-03,0,0.000000e+00,1.385198e+00,-2.885101e+00,6.754104e-02,5.687857e+00,1.937883e+00,7.763872e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.099481e-01,-8.429028e-01,1.340217e-01,-8.429029e-01,1.340212e-01,1.055963e+00,2.521587e-05,1.752123e+00,4.250634e+02,1.194685e-01,-1.269270e+00,2.244369e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.620380e+00,8.707332e+00,2.266910e+02,0.000000e+00,0.000000e+00,0.000000e+00
69,7.000000e-02,1.000000e-03,-1.000044e+00,1.099031e+00,-2.000000e-01,9.434437e-01,8.758456e-03,0,0.000000e+00,1.376898e+00,-2.927537e+00,6.853255e-02,5.771936e+00,1.967963e+00,7.993913e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.529481e-01,-8.428795e-01,1.340177e-01,-8.428797e-01,1.340173e-01,1.055933e+00,2.529128e-05,1.752075e+00,4.250518e+02,1.194652e-01,-1.269707e+00,2.244315e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.542340e+00,8.937382e+00,2.300498e+02,0.000000e+00,0.000000e+00,0.000000e+00
70,7.100000e-02,1.000000e-03,-1.000044e+00,1.099294e+00,-2.000000e-01,9.434525e-01,8.763132e-03,0,0.000000e+00,1.360206e+00,-2.969972e+00,6.952407e-02,5.856015e+00,1.998052e+00,8.227313e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.122093e-01,-8.428566e-01,1.340138e-01,-8.428567e-01,1.340133e-01,1.055904e+00,2.536913e-05,1.752026e+00,4.250403e+02,1.194619e-01,-1.270132e+00,2.244261e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.458426e+00,9.170791e+00,2.334087e+02,0.000000e+00,0.000000e+00,0.000000e+00
71,7.200000e-02,1.000000e-03,-1.000044e+00,1.099553e+00,-2.000000e-01,9.434612e-01,8.767730e-03,0,0.000000e+00,1.326120e+00,-3.012408e+00,7.051560e-02,5.940095e+00,2.028146e+00,8.464071e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.081638e-01,-8.428339e-01,1.340099e-01,-8.428340e-01,1.340095e-01,1.055875e+00,2.544941e-05,1.751979e+00,4.250289e+02,1.194587e-01,-1.270544e+00,2.244208e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.422920e+00,9.407558e+00,2.367675e+02,0.000000e+00,0.000000e+00,0.000000e+00
72,7.300000e-02,1.000000e-03,-1.000045e+00,1.099809e+00,-2.000000e-01,9.434700e-01,8.772249e-03,0,0.000000e+00,1.333002e+00,-3.054844e+00,7.150715e-02,6.024173e+00,2.058245e+00,8.704189e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.088495e-01,-8.428114e-01,1.340061e-01,-8.428116e-01,1.340056e-01,1.055847e+00,2.553211e-05,1.751932e+00,4.250177e+02,1.194555e-01,-1.270944e+00,2.244155e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.389861e+00,9.647684e+00,2.401264e+02,0.000000e+00,0.000000e+00,0.000000e+00
73,7.400000e-02,1.000000e-03,-1.000045e+00,1.100061e+00,-2.000000e-01,9.434788e-01,8.776691e-03,0,0.000000e+00,1.371463e+00,-3.097280e+00,7.249872e-02,6.108251e+00,2.088344e+00,8.947665e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.252387e-01,-8.427892e-01,1.340023e-01,-8.427894e-01,1.340018e-01,1.055819e+00,2.561722e-05,1.751885e+00,4.250066e+02,1.194523e-01,-1.271331e+00,2.244103e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.423297e+00,9.891170e+00,2.434853e+02,0.000000e+00,0.000000e+00,0.000000e+00
74,7.500000e-02,1.000000e-03,-1.000045e+00,1.100310e+00,-2.000000e-01,9.434876e-01,8.781056e-03,0,0.000000e+00,1.329625e+00,-3.139716e+00,7.349032e-02,6.192327e+00,2.118443e+00,9.194501e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.087138e-01,-8.427673e-01,1.339986e-01,-8.427674e-01,1.339981e-01,1.055791e+00,2.570470e-05,1.751840e+00,4.249956e+02,1.194491e-01,-1.271705e+00,2.244052e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.434795e+00,1.013801e+01,2.468442e+02,0.000000e+00,0.000000e+00,0.000000e+00
75,7.600000e-02,1.000000e-03,-1.000046e+00,1.100555e+00,-2.000000e-01,9.434963e-01,8.785345e-03,0,0.000000e+00,1.339739e+00,-3.182152e+00,7.448195e-02,6.276401e+00,2.148540e+00,9.444695e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.087843e-01,-8.427456e-01,1.339949e-01,-8.427457e-01,1.339944e-01,1.055764e+00,2.579454e-05,1.751794e+00,4.249847e+02,1.194460e-01,-1.272066e+00,2.244001e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.422663e+00,1.038822e+01,2.502031e+02,0.000000e+00,0.000000e+00,0.000000e+00
76,7.700000e-02,1.000000e-03,-1.000046e+00,1.100797e+00,-2.000000e-01,9.435051e-01,8.789557e-03,0,0.000000e+00,1.342314e+00,-3.224588e+00,7.547362e-02,6.360473e+00,2.178632e+00,9.698248e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,8.078875e-01,-8.427241e-01,1.339912e-01,-8.427243e-01,1.339907e-01,1.055737e+00,2.588670e-05,1.751749e+00,4.249740e+02,1.194430e-01,-1.272414e+00,2.243950e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.417155e+00,1.064178e+01,2.535621e+02,0.000000e+00,0.000000e+00,0.000000e+00
