step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,5.000000e-04,9.428638e-01,1.958120e-15,0.000000e+00,9.428638e-01,9.428638e-01,0.000000e+00,0.000000e+00
1,1.000000e-03,9.428638e-01,5.362211e-16,4.492559e-04,9.428638e-01,9.433131e-01,-2.810741e-06,8.985091e-01
2,1.500000e-03,9.428638e-01,1.761624e-16,1.728913e-03,9.428638e-01,9.445927e-01,-1.123315e-06,2.559314e+00
3,2.000000e-03,9.428638e-01,2.870425e-16,3.853286e-03,9.428638e-01,9.467171e-01,-6.682166e-07,4.248744e+00
4,2.500000e-03,9.428638e-01,8.638856e-16,6.816007e-03,9.428638e-01,9.496798e-01,-4.692640e-07,5.925441e+00
5,3.000000e-03,9.428638e-01,2.390606e-15,1.061842e-02,9.428638e-01,9.534822e-01,-3.572009e-07,7.604822e+00
6,3.500000e-03,9.428638e-01,5.546100e-15,1.526028e-02,9.428638e-01,9.581241e-01,-2.844522e-07,9.283730e+00
7,4.000000e-03,9.428638e-01,1.138074e-14,2.074164e-02,9.428638e-01,9.636055e-01,-2.334495e-07,1.096271e+01
8,4.500000e-03,9.428638e-01,2.118796e-14,2.706248e-02,9.428638e-01,9.699263e-01,-1.951228e-07,1.264169e+01
9,5.000000e-03,9.428638e-01,3.670878e-14,3.422281e-02,9.428638e-01,9.770866e-01,-1.661389e-07,1.432066e+01
