step,time,E_CH,E_kin,E_mag,E_internal,E_total,dE_internal_dt,dE_total_dt
0,5.000000e-04,9.428668e-01,2.411387e-05,0.000000e+00,9.428910e-01,9.428910e-01,0.000000e+00,0.000000e+00
1,1.000000e-03,9.428704e-01,2.835695e-05,4.492557e-04,9.428988e-01,9.433481e-01,1.569749e-02,9.142089e-01
2,1.500000e-03,9.428742e-01,2.841930e-05,1.728911e-03,9.429026e-01,9.446315e-01,7.666659e-03,2.566978e+00
3,2.000000e-03,9.428781e-01,2.731077e-05,3.853278e-03,9.429054e-01,9.467586e-01,5.468459e-03,4.254202e+00
4,2.500000e-03,9.428819e-01,2.593776e-05,6.815988e-03,9.429079e-01,9.497238e-01,4.970592e-03,5.930391e+00
5,3.000000e-03,9.428858e-01,2.475958e-05,1.061838e-02,9.429105e-01,9.535289e-01,5.335150e-03,7.610123e+00
6,3.500000e-03,9.428896e-01,2.395237e-05,1.526022e-02,9.429135e-01,9.581738e-01,6.051116e-03,9.289732e+00
7,4.000000e-03,9.428934e-01,2.346120e-05,2.074155e-02,9.429169e-01,9.636584e-01,6.683798e-03,1.096933e+01
8,4.500000e-03,9.428973e-01,2.324737e-05,2.706235e-02,9.429205e-01,9.699829e-01,7.251326e-03,1.264886e+01
9,5.000000e-03,9.429011e-01,2.322233e-05,3.422263e-02,9.429244e-01,9.771470e-01,7.677410e-03,1.432824e+01
10,5.500000e-03,9.429050e-01,2.329136e-05,4.222238e-02,9.429283e-01,9.851507e-01,7.901641e-03,1.600741e+01
11,6.000000e-03,9.429089e-01,2.339098e-05,5.106161e-02,9.429323e-01,9.939939e-01,8.023575e-03,1.768648e+01
12,6.500000e-03,9.429128e-01,2.350571e-05,6.074032e-02,9.429364e-01,1.003677e+00,8.075291e-03,1.936548e+01
13,7.000000e-03,9.429168e-01,2.359902e-05,7.125849e-02,9.429404e-01,1.014199e+00,8.127948e-03,2.104448e+01
14,7.500000e-03,9.429208e-01,2.369095e-05,8.261614e-02,9.429445e-01,1.025561e+00,8.133611e-03,2.272342e+01
15,8.000000e-03,9.429248e-01,2.369914e-05,9.481325e-02,9.429485e-01,1.037762e+00,8.052527e-03,2.440228e+01
16,8.500000e-03,9.429288e-01,2.371833e-05,1.078498e-01,9.429525e-01,1.050802e+00,7.977573e-03,2.608114e+01
17,9.000000e-03,9.429328e-01,2.367015e-05,1.217259e-01,9.429565e-01,1.064682e+00,7.958143e-03,2.776005e+01
18,9.500000e-03,9.429368e-01,2.364972e-05,1.364414e-01,9.429605e-01,1.079402e+00,8.037689e-03,2.943906e+01
19,1.000000e-02,9.429409e-01,2.362289e-05,1.519964e-01,9.429645e-01,1.094961e+00,8.038034e-03,3.111799e+01
