step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_internal,E_total,dE_internal_dt,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
0,1.000000e-03,1.000000e-03,-1.000000e+00,1.000000e+00,-6.000000e-01,9.428638e-01,0.000000e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-4.789031e-08,4.789019e-08,-3.827620e-07,5.243820e-07,4.658409e-07,5.043929e-16,2.237461e-05,3.067626e-04,5.270389e-08,-1.949856e-02,2.113449e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428638e-01,9.428638e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,2.000000e-03,1.000000e-03,-1.000000e+00,1.000000e+00,-6.000000e-01,9.428638e-01,-1.305004e-06,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-1.085314e-08,1.085312e-08,-1.387783e-07,6.927160e-08,1.194785e-07,2.761750e-17,5.853448e-06,8.681743e-05,1.351745e-08,-1.671440e-02,3.218866e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428638e-01,9.428638e-01,-1.305004e-06,-1.305004e-06,0.000000e+00,0.000000e+00,0.000000e+00
2,3.000000e-03,1.000000e-03,-1.000000e+00,1.000000e+00,-6.000000e-01,9.428638e-01,-5.236398e-07,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-4.298076e-09,4.298070e-09,-7.638392e-08,3.811212e-08,6.183655e-08,6.766461e-18,3.234025e-06,4.838390e-05,6.996007e-09,-1.439410e-02,2.747797e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428638e-01,9.428638e-01,-5.236398e-07,-5.236398e-07,0.000000e+00,0.000000e+00,0.000000e+00
3,4.000000e-03,1.000000e-03,-1.000000e+00,1.000000e+00,-6.000000e-01,9.428638e-01,-3.073960e-07,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-2.331408e-09,2.331391e-09,-4.869772e-08,2.426352e-08,3.902536e-08,2.671155e-18,2.163616e-06,3.304029e-05,4.415216e-09,-1.293370e-02,2.260939e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428638e-01,9.428638e-01,-3.073960e-07,-3.073960e-07,0.000000e+00,0.000000e+00,0.000000e+00
4,5.000000e-03,1.000000e-03,-1.000000e+00,1.000000e+00,-6.000000e-01,9.428638e-01,-2.081667e-07,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-1.619006e-09,1.618998e-09,-3.448079e-08,1.717896e-08,2.759436e-08,1.347643e-18,1.593206e-06,2.466695e-05,3.121946e-09,-1.159479e-02,1.956726e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428638e-01,9.428638e-01,-2.081667e-07,-2.081667e-07,0.000000e+00,0.000000e+00,0.000000e+00
5,6.000000e-03,1.000000e-03,-1.002620e+00,1.019182e+00,-6.041553e-01,1.305736e+00,3.628722e+02,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-5.735604e-02,8.092301e-02,-6.317995e-02,1.003714e-01,1.025698e-01,5.684499e-04,8.307114e-01,1.638699e+01,2.320889e-02,-1.650863e+02,1.612632e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.306304e+00,1.306304e+00,3.634407e+02,3.634407e+02,0.000000e+00,0.000000e+00,0.000000e+00
6,7.000000e-03,1.000000e-03,-1.006492e+00,1.028630e+00,-6.054693e-01,1.292996e+00,-1.274015e+01,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-9.283614e-02,7.536520e-02,-6.513548e-02,9.710200e-02,1.035515e-01,7.507049e-04,6.309969e-01,1.298918e+01,2.343102e-02,-9.774599e+01,1.058507e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.293747e+00,1.293747e+00,-1.255790e+01,-1.255790e+01,0.000000e+00,0.000000e+00,0.000000e+00
7,8.000000e-03,1.000000e-03,-1.010637e+00,1.030060e+00,-6.061753e-01,1.283772e+00,-9.223490e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-1.086912e-01,6.554208e-02,-6.199155e-02,7.941836e-02,1.086303e-01,7.474312e-04,4.705950e-01,9.684734e+00,2.458023e-02,-7.456930e+01,7.533445e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.284520e+00,1.284520e+00,-9.226764e+00,-9.226764e+00,0.000000e+00,0.000000e+00,0.000000e+00
8,9.000000e-03,1.000000e-03,-1.012199e+00,1.029815e+00,-6.066205e-01,1.278212e+00,-5.560189e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-1.110404e-01,5.743526e-02,-5.862558e-02,6.308682e-02,1.111004e-01,6.971484e-04,3.596594e-01,7.141496e+00,2.513915e-02,-5.654238e+01,5.843952e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.278909e+00,1.278909e+00,-5.610472e+00,-5.610472e+00,0.000000e+00,0.000000e+00,0.000000e+00
9,1.000000e-02,1.000000e-03,-1.012884e+00,1.028964e+00,-6.069287e-01,1.274752e+00,-3.460231e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0,0.000000e+00,0.000000e+00,-1.076800e-01,5.085609e-02,-5.571247e-02,5.415859e-02,1.078356e-01,6.294754e-04,2.856677e-01,5.399274e+00,2.440040e-02,-4.397273e+01,4.746474e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.275381e+00,1.275381e+00,-3.527904e+00,-3.527904e+00,0.000000e+00,0.000000e+00,0.000000e+00
