step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_total,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
10,1.100000e-02,1.000000e-03,-1.000004e+00,1.064338e+00,-2.000000e-01,9.429412e-01,8.170452e-03,0,0.000000e+00,1.417187e+00,-4.242226e-01,9.949481e-03,8.304545e-01,2.800473e-01,1.678909e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.593431e-01,-8.509108e-01,1.355330e-01,-8.509108e-01,1.355330e-01,1.066149e+00,2.415132e-05,1.769275e+00,4.290378e+02,1.206210e-01,-9.100609e+03,1.339986e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.614395e+00,1.110856e+00,3.190758e+01,0.000000e+00,0.000000e+00,0.000000e+00
11,1.200000e-02,1.000000e-03,-1.000003e+00,1.066022e+00,-2.000000e-01,9.429494e-01,8.208181e-03,0,0.000000e+00,1.433457e+00,-4.666457e-01,1.094417e-02,9.136276e-01,3.080770e-01,2.031482e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.660120e-01,-8.507793e-01,1.355102e-01,-8.507793e-01,1.355102e-01,1.065982e+00,2.415227e-05,1.768999e+00,4.289720e+02,1.206021e-01,-9.100539e+03,1.339698e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.890356e+00,1.146122e+00,3.526551e+01,0.000000e+00,0.000000e+00,0.000000e+00
12,1.300000e-02,1.000000e-03,-1.000003e+00,1.067569e+00,-2.000000e-01,9.429576e-01,8.242056e-03,0,0.000000e+00,1.655300e+00,-5.090690e-01,1.193880e-02,9.968255e-01,3.361120e-01,2.417634e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,9.246665e-01,-8.506588e-01,1.354894e-01,-8.506588e-01,1.354894e-01,1.065830e+00,2.415402e-05,1.768746e+00,4.289117e+02,1.205849e-01,-9.100474e+03,1.339434e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.781695e+00,1.184745e+00,3.862345e+01,0.000000e+00,0.000000e+00,0.000000e+00
13,1.400000e-02,1.000000e-03,-1.000003e+00,1.069000e+00,-2.000000e-01,9.429659e-01,8.272808e-03,0,0.000000e+00,1.472294e+00,-5.514924e-01,1.293339e-02,1.080049e+00,3.641526e-01,2.837365e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,9.167407e-01,-8.505476e-01,1.354702e-01,-8.505476e-01,1.354702e-01,1.065689e+00,2.415488e-05,1.768513e+00,4.288561e+02,1.205689e-01,-9.100413e+03,1.339190e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.441474e+00,1.226727e+00,4.198139e+01,0.000000e+00,0.000000e+00,0.000000e+00
14,1.500000e-02,1.000000e-03,-1.000002e+00,1.070331e+00,-2.000000e-01,9.429742e-01,8.300980e-03,0,0.000000e+00,1.540921e+00,-5.939160e-01,1.392794e-02,1.163297e+00,3.921990e-01,3.290676e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.581501e-01,-8.504443e-01,1.354523e-01,-8.504443e-01,1.354523e-01,1.065558e+00,2.415446e-05,1.768296e+00,4.288044e+02,1.205541e-01,-9.100352e+03,1.338964e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.594979e+00,1.272066e+00,4.533934e+01,0.000000e+00,0.000000e+00,0.000000e+00
15,1.600000e-02,1.000000e-03,-1.000002e+00,1.071575e+00,-2.000000e-01,9.429825e-01,8.326982e-03,0,0.000000e+00,1.381364e+00,-6.363398e-01,1.492243e-02,1.246570e+00,4.202513e-01,3.777566e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.525523e-01,-8.503478e-01,1.354357e-01,-8.503477e-01,1.354356e-01,1.065436e+00,2.415317e-05,1.768093e+00,4.287561e+02,1.205403e-01,-9.100292e+03,1.338752e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.411322e+00,1.320763e+00,4.869729e+01,0.000000e+00,0.000000e+00,0.000000e+00
16,1.700000e-02,1.000000e-03,-1.000002e+00,1.072742e+00,-2.000000e-01,9.429909e-01,8.351136e-03,0,0.000000e+00,1.321039e+00,-6.787637e-01,1.591688e-02,1.329869e+00,4.483099e-01,4.298035e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.312093e-01,-8.502572e-01,1.354200e-01,-8.502571e-01,1.354200e-01,1.065321e+00,2.415161e-05,1.767903e+00,4.287108e+02,1.205273e-01,-9.100232e+03,1.338553e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.431328e+00,1.372818e+00,5.205526e+01,0.000000e+00,0.000000e+00,0.000000e+00
17,1.800000e-02,1.000000e-03,-1.000002e+00,1.073842e+00,-2.000000e-01,9.429992e-01,8.373696e-03,0,0.000000e+00,1.323325e+00,-7.211878e-01,1.691128e-02,1.413193e+00,4.763750e-01,4.852083e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.291563e-01,-8.501718e-01,1.354053e-01,-8.501718e-01,1.354052e-01,1.065213e+00,2.415030e-05,1.767723e+00,4.286681e+02,1.205151e-01,-9.100174e+03,1.338366e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.384492e+00,1.428232e+00,5.541324e+01,0.000000e+00,0.000000e+00,0.000000e+00
18,1.900000e-02,1.000000e-03,-1.000003e+00,1.074881e+00,-2.000000e-01,9.430076e-01,8.394866e-03,0,0.000000e+00,1.316547e+00,-7.636120e-01,1.790562e-02,1.496542e+00,5.044467e-01,5.439712e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,9.601246e-01,-8.500910e-01,1.353913e-01,-8.500910e-01,1.353913e-01,1.065111e+00,2.414956e-05,1.767554e+00,4.286277e+02,1.205035e-01,-9.100116e+03,1.338189e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.430105e+00,1.487003e+00,5.877123e+01,0.000000e+00,0.000000e+00,0.000000e+00
19,2.000000e-02,1.000000e-03,-1.000004e+00,1.075866e+00,-2.000000e-01,9.430161e-01,8.414813e-03,0,0.000000e+00,1.315731e+00,-8.060364e-01,1.889992e-02,1.579915e+00,5.325253e-01,6.060920e-01,1.000000e+00,1.500000e+00,0,0.000000e+00,8.232636e-01,-8.500144e-01,1.353781e-01,-8.500144e-01,1.353781e-01,1.065014e+00,2.414950e-05,1.767393e+00,4.285894e+02,1.204926e-01,-9.100060e+03,1.338021e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.388240e+00,1.549132e+00,6.212923e+01,0.000000e+00,0.000000e+00,0.000000e+00
